Value,Status,Product,Call Sign MMSI: Last Modified Date
21CVO,Reserved,,12/08/2016
G0KBD,Reserved,Amateur Full Radio Licence,02/08/2016
21DAY,Reserved,,12/08/2016
G0KBE,Allocated,Amateur Full Radio Licence,29/12/2017
20AXL,Reserved,,12/08/2016
G0KBK,Allocated,Amateur Full Radio Licence,23/07/2016
20ABE,Reserved,,12/08/2016
G0KBL,Allocated,Amateur Full Radio Licence,23/07/2016
20AVY,Reserved,,12/08/2016
G0KBM,Allocated,Amateur Full Radio Licence,23/07/2016
20GTC,Reserved,,28/03/2019
G0KBO,Allocated,Amateur Full Radio Licence,23/07/2016
20KIG,Reserved,,12/08/2016
G1NSD,Allocated,Amateur Full Radio Licence,23/07/2016
20AYF,Reserved,,12/08/2016
G0KBP,Allocated,Amateur Full Radio Licence,12/08/2016
21ABO,Reserved,,12/08/2016
G0KBS,Allocated,Amateur Full Radio Licence,02/07/2019
21AEN,Reserved,,12/08/2016
G0KBZ,Allocated,Amateur Full Radio Licence,23/07/2016
20AFZ,Reserved,,12/08/2016
G0KCA,Allocated,Amateur Full Radio Licence,23/07/2016
21DKX,Reserved,,12/08/2016
G0CCN,Allocated,Amateur Full Radio Licence,23/07/2016
21DRP,Reserved,,12/08/2016
G7GCF,Allocated,Amateur Full Radio Licence,12/09/2018
21DSH,Reserved,,12/08/2016
G7GCI,Allocated,Amateur Full Radio Licence,17/08/2020
21IKI,Reserved,,12/08/2016
G0SVL,Reserved,Amateur Full Radio Licence,12/08/2016
20DYZ,Reserved,,28/09/2016
G7GCK,Allocated,Amateur Full Radio Licence,12/08/2016
21HGB,Reserved,,12/08/2016
G7GCO,Allocated,Amateur Full Radio Licence,12/08/2016
21HGC,Reserved,,12/08/2016
G7GCU,Allocated,Amateur Full Radio Licence,12/08/2016
21HGD,Reserved,,12/08/2016
G7GCW,Allocated,Amateur Full Radio Licence,12/08/2016
21HGI,Reserved,,12/08/2016
G7GDC,Allocated,Amateur Full Radio Licence,12/08/2016
21HGK,Reserved,,12/08/2016
G7GDV,Allocated,Amateur Full Radio Licence,12/08/2016
21FKN,Reserved,,12/08/2016
G7GEF,Allocated,Amateur Full Radio Licence,12/08/2016
21HGV,Reserved,,12/08/2016
G0SVT,Allocated,Amateur Full Radio Licence,23/07/2016
21HGN,Reserved,,12/08/2016
G7GEI,Allocated,Amateur Full Radio Licence,06/01/2019
21EBV,Reserved,,12/08/2016
G7GEL,Allocated,Amateur Full Radio Licence,12/08/2016
21TOW,Reserved,,12/08/2016
G7GEQ,Allocated,Amateur Full Radio Licence,12/08/2016
21HVV,Reserved,,12/08/2016
G7GES,Allocated,Amateur Full Radio Licence,12/08/2016
20BKU,Allocated,,20/07/2022
G7GEX,Allocated,Amateur Full Radio Licence,09/09/2019
21MPE,Reserved,,12/08/2016
G7GFC,Allocated,Amateur Full Radio Licence,05/09/2021
21JRG,Reserved,,12/08/2016
G7GFM,Allocated,Amateur Full Radio Licence,12/08/2016
21HQQ,Allocated,,17/09/2022
G7GFP,Allocated,Amateur Full Radio Licence,23/07/2016
21HQR,Reserved,,12/08/2016
G7GGA,Allocated,Amateur Full Radio Licence,12/08/2016
21HVW,Reserved,,12/08/2016
G7IMT,Allocated,Amateur Full Radio Licence,12/08/2016
21ELK,Reserved,,12/08/2016
G0TBB,Reserved,Amateur Full Radio Licence,23/07/2016
21HVX,Reserved,,12/08/2016
G7GGG,Allocated,Amateur Full Radio Licence,23/07/2016
21HVY,Reserved,,12/08/2016
G8JZZ,Allocated,Amateur Full Radio Licence,03/04/2019
21KTE,Reserved,,12/08/2016
G8KAE,Allocated,Amateur Full Radio Licence,23/07/2016
21EZO,Reserved,,12/08/2016
G8KAI,Allocated,Amateur Full Radio Licence,23/07/2016
21EZQ,Reserved,,12/08/2016
G8KAM,Allocated,Amateur Full Radio Licence,23/07/2016
21EZR,Reserved,,12/08/2016
G8KBB,Allocated,Amateur Full Radio Licence,23/07/2016
21JPF,Reserved,,12/08/2016
G8KBC,Allocated,Amateur Full Radio Licence,23/07/2016
21ICJ,Reserved,,12/08/2016
G8KBD,Reserved,Amateur Full Radio Licence,23/07/2016
21GKU,Reserved,,12/08/2016
G8KBG,Allocated,Amateur Full Radio Licence,22/07/2021
21GKV,Reserved,,12/08/2016
G0SWS,Allocated,Amateur Full Radio Licence,25/04/2017
20ATA,Reserved,,12/08/2016
G8KBH,Allocated,Amateur Full Radio Licence,23/07/2016
21HAD,Reserved,,12/08/2016
G8OKB,Allocated,Amateur Full Radio Licence,23/07/2016
21HAE,Reserved,,12/08/2016
G8OKD,Allocated,Amateur Full Radio Licence,23/07/2016
21GZX,Reserved,,12/08/2016
G8OKE,Allocated,Amateur Full Radio Licence,12/03/2020
21HAG,Reserved,,12/08/2016
G8OKI,Allocated,Amateur Full Radio Licence,23/07/2016
21EXH,Reserved,,12/08/2016
G8OKR,Allocated,Amateur Full Radio Licence,06/03/2018
21HAH,Reserved,,12/08/2016
G8OKS,Allocated,Amateur Full Radio Licence,23/07/2016
21HAI,Reserved,,12/08/2016
G8OKZ,Allocated,Amateur Full Radio Licence,23/07/2016
21HAJ,Reserved,,12/08/2016
G8OLD,Allocated,Amateur Full Radio Licence,23/07/2016
21HAN,Reserved,,12/08/2016
G8OLH,Allocated,Amateur Full Radio Licence,12/08/2016
21EXJ,Reserved,,12/08/2016
G0SVP,Allocated,Amateur Full Radio Licence,02/08/2016
21HAR,Reserved,,12/08/2016
G1TSY,Allocated,Amateur Full Radio Licence,05/07/2017
21HAX,Reserved,,12/08/2016
M0DCS,Allocated,Amateur Full Radio Licence,23/12/2019
21HAY,Reserved,,12/08/2016
G4TEV,Allocated,Amateur Full Radio Licence,10/04/2017
21HAZ,Reserved,,12/08/2016
G4XRM,Allocated,Amateur Full Radio Licence,26/08/2017
21HBA,Reserved,,12/08/2016
G4UXJ,Allocated,Amateur Full Radio Licence,12/08/2016
21HBB,Reserved,,12/08/2016
G4MZN,Reserved,Amateur Full Radio Licence,08/03/2022
21HBC,Reserved,,12/08/2016
G0GGF,Allocated,Amateur Full Radio Licence,11/01/2021
21EXM,Reserved,,12/08/2016
G8BBI,Allocated,Amateur Full Radio Licence,23/07/2016
21HBD,Reserved,,12/08/2016
G0PVF,Allocated,Amateur Full Radio Licence,23/07/2016
21HBE,Reserved,,12/08/2016
G1TTB,Allocated,Amateur Full Radio Licence,23/07/2016
21HBH,Reserved,,12/08/2016
G7HOM,Allocated,Amateur Full Radio Licence,17/01/2020
21HGO,Reserved,,12/08/2016
G6LZU,Allocated,Amateur Full Radio Licence,12/08/2016
21HGP,Reserved,,12/08/2016
G6LZX,Allocated,Amateur Full Radio Licence,23/07/2016
21HGQ,Reserved,,12/08/2016
G6LZZ,Allocated,Amateur Full Radio Licence,23/07/2016
21HGS,Reserved,,12/08/2016
G6MAA,Allocated,Amateur Full Radio Licence,23/07/2016
21HGW,Reserved,,12/08/2016
G6MAC,Allocated,Amateur Full Radio Licence,23/07/2016
21HGX,Reserved,,12/08/2016
G6MAJ,Allocated,Amateur Full Radio Licence,12/08/2016
21HGZ,Reserved,,12/08/2016
G6MAR,Allocated,Amateur Full Radio Licence,12/09/2022
21FZT,Reserved,,12/08/2016
G6MAW,Allocated,Amateur Full Radio Licence,23/07/2016
21FZV,Reserved,,12/08/2016
G6MAY,Allocated,Amateur Full Radio Licence,23/07/2016
21FZW,Reserved,,12/08/2016
G1TTC,Allocated,Amateur Full Radio Licence,23/07/2016
21HQG,Reserved,,12/08/2016
G6MBD,Reserved,Amateur Full Radio Licence,15/03/2021
21EBI,Reserved,,12/08/2016
G6MBH,Allocated,Amateur Full Radio Licence,02/08/2016
21EZK,Reserved,,12/08/2016
G6MBI,Allocated,Amateur Full Radio Licence,23/07/2016
20KEN,Reserved,,12/08/2016
G6MBL,Allocated,Amateur Full Radio Licence,23/07/2016
21IEX,Reserved,,12/08/2016
G6MCB,Allocated,Amateur Full Radio Licence,23/07/2016
20AOM,Reserved,,12/08/2016
G6MCC,Allocated,Amateur Full Radio Licence,15/04/2019
21IGS,Reserved,,12/08/2016
G6MCE,Allocated,Amateur Full Radio Licence,12/08/2016
21EZL,Reserved,,12/08/2016
G6MCG,Allocated,Amateur Full Radio Licence,05/03/2018
21RVD,Reserved,,12/08/2016
G6MCI,Allocated,Amateur Full Radio Licence,23/07/2016
21EXB,Allocated,,18/03/2022
G1TTG,Allocated,Amateur Full Radio Licence,23/07/2016
20ARF,Reserved,,12/08/2016
G6MCJ,Allocated,Amateur Full Radio Licence,23/07/2016
21GKG,Reserved,,12/08/2016
G6MCN,Allocated,Amateur Full Radio Licence,12/08/2016
21EXD,Reserved,,12/08/2016
G6MCQ,Allocated,Amateur Full Radio Licence,23/07/2016
21GKH,Reserved,,12/08/2016
G6MCV,Allocated,Amateur Full Radio Licence,12/08/2016
21GKI,Reserved,,12/08/2016
G6RIB,Allocated,Amateur Full Radio Licence,23/07/2016
21EXE,Reserved,,12/08/2016
G6RIC,Allocated,Amateur Full Radio Licence,12/08/2016
21GKK,Reserved,,12/08/2016
G6RIG,Allocated,Amateur Full Radio Licence,12/08/2016
21GKL,Reserved,,12/08/2016
G6RIJ,Allocated,Amateur Full Radio Licence,23/07/2016
21GKM,Reserved,,12/08/2016
G6RIQ,Allocated,Amateur Full Radio Licence,12/08/2016
21EXF,Reserved,,12/08/2016
G6RIY,Allocated,Amateur Full Radio Licence,23/07/2016
21GKN,Reserved,,12/08/2016
G1TTK,Allocated,Amateur Full Radio Licence,12/08/2016
21GKQ,Reserved,,12/08/2016
G6RJT,Allocated,Amateur Full Radio Licence,08/01/2021
21GKR,Reserved,,12/08/2016
G4EZP,Allocated,Amateur Full Radio Licence,12/08/2016
21EXG,Allocated,,03/01/2020
G4EZQ,Allocated,Amateur Full Radio Licence,23/07/2016
21GKS,Reserved,,12/08/2016
G4EZT,Allocated,Amateur Full Radio Licence,26/07/2018
21GKT,Reserved,,12/08/2016
G4EZU,Allocated,Amateur Full Radio Licence,23/07/2016
21FZE,Reserved,,12/08/2016
G4EZV,Allocated,Amateur Full Radio Licence,21/11/2017
21FZJ,Reserved,,12/08/2016
G4EZX,Allocated,Amateur Full Radio Licence,12/08/2016
21FZM,Reserved,,12/08/2016
G4EZZ,Allocated,Amateur Full Radio Licence,12/08/2016
21FZN,Reserved,,12/08/2016
G4FAA,Allocated,Amateur Full Radio Licence,23/07/2016
21FZP,Allocated,,28/07/2020
G4FAB,Allocated,Amateur Full Radio Licence,23/07/2016
21FZQ,Reserved,,12/08/2016
G0JLJ,Allocated,Amateur Full Radio Licence,12/08/2016
21FZS,Reserved,,12/08/2016
G4FAD,Allocated,Amateur Full Radio Licence,19/08/2020
21GRF,Reserved,,12/08/2016
G4FAH,Allocated,Amateur Full Radio Licence,23/07/2016
21GRH,Reserved,,12/08/2016
G4FAI,Allocated,Amateur Full Radio Licence,23/07/2016
21GRI,Reserved,,12/08/2016
G4FAJ,Allocated,Amateur Full Radio Licence,23/07/2016
21GRK,Reserved,,12/08/2016
G3VIX,Allocated,Amateur Full Radio Licence,12/08/2016
21GRM,Reserved,,12/08/2016
G3VIY,Allocated,Amateur Full Radio Licence,23/07/2016
21GRN,Reserved,,12/08/2016
G3VJE,Allocated,Amateur Full Radio Licence,12/08/2016
21GRO,Reserved,,12/08/2016
G3VJG,Allocated,Amateur Full Radio Licence,15/05/2019
21GRP,Reserved,,12/08/2016
G3VJI,Allocated,Amateur Full Radio Licence,04/01/2020
21GRQ,Reserved,,12/08/2016
G0JLL,Allocated,Amateur Full Radio Licence,12/08/2016
21FLR,Reserved,,12/08/2016
G3VJJ,Reserved,Amateur Full Radio Licence,11/06/2020
21GRR,Reserved,,12/08/2016
G3VJM,Allocated,Amateur Full Radio Licence,23/07/2016
21GRS,Reserved,,12/08/2016
G3VJN,Allocated,Amateur Full Radio Licence,23/07/2016
21GRV,Reserved,,12/08/2016
G3VJO,Reserved,Amateur Full Radio Licence,02/08/2016
21GRW,Reserved,,12/08/2016
G3VJR,Allocated,Amateur Full Radio Licence,12/08/2016
M0RON,Allocated,Amateur Full Radio Licence,13/11/2020
G3VJY,Allocated,Amateur Full Radio Licence,12/08/2016
M7GPR,Allocated,Amateur Foundation Radio Licence,06/06/2022
G3VKB,Allocated,Amateur Full Radio Licence,21/12/2018
M6OQW,Allocated,Amateur Foundation Radio Licence,11/07/2018
G3VKF,Allocated,Amateur Full Radio Licence,16/01/2020
M0IHS,Reserved,Amateur Full Radio Licence,05/07/2017
G3VKI,Allocated,Amateur Full Radio Licence,12/08/2016
M6APS,Allocated,Amateur Foundation Radio Licence,04/06/2018
G0JLO,Allocated,Amateur Full Radio Licence,07/11/2021
M0RYN,Allocated,Amateur Full Radio Licence,26/03/2019
G3VKM,Allocated,Amateur Full Radio Licence,26/09/2016
20TGY,Allocated,Amateur Intermediate Radio Licence,30/07/2020
G3VKN,Allocated,Amateur Full Radio Licence,24/10/2016
M6PXI,Allocated,Amateur Foundation Radio Licence,04/03/2021
G3VKP,Reserved,Amateur Full Radio Licence,02/08/2016
M6JPU,Allocated,Amateur Foundation Radio Licence,09/05/2021
G3VKQ,Allocated,Amateur Full Radio Licence,30/07/2019
M6OXE,Reserved,Amateur Foundation Radio Licence,10/08/2019
G3VKR,Reserved,Amateur Full Radio Licence,15/03/2017
20AAN,Allocated,Amateur Intermediate Radio Licence,15/07/2019
G3VKT,Allocated,Amateur Full Radio Licence,23/07/2016
M7DIZ,Allocated,Amateur Foundation Radio Licence,15/05/2022
G3VKU,Allocated,Amateur Full Radio Licence,23/07/2016
M0TTQ,Allocated,Amateur Full Radio Licence,16/05/2021
G3VKV,Allocated,Amateur Full Radio Licence,23/07/2016
M7SMR,Allocated,Amateur Foundation Radio Licence,12/03/2021
G3VKW,Allocated,Amateur Full Radio Licence,04/01/2020
20HWO,Allocated,Amateur Intermediate Radio Licence,16/02/2022
G3VLB,Reserved,Amateur Full Radio Licence,01/07/2019
M6IBQ,Allocated,Amateur Foundation Radio Licence,16/05/2017
G3VLC,Allocated,Amateur Full Radio Licence,23/07/2016
20AAO,Allocated,Amateur Intermediate Radio Licence,06/08/2016
G3VLD,Allocated,Amateur Full Radio Licence,02/08/2016
M7NMC,Allocated,Amateur Foundation Radio Licence,02/07/2020
G3VLF,Allocated,Amateur Full Radio Licence,12/02/2020
M6XEL,Allocated,Amateur Foundation Radio Licence,07/08/2016
G0RAT,Allocated,Amateur Full Radio Licence,23/07/2016
M0ABU,Allocated,Amateur Club Radio Licence,15/01/2022
G0PVG,Allocated,Amateur Full Radio Licence,12/08/2016
20EJQ,Allocated,Amateur Intermediate Radio Licence,14/06/2017
G0BRH,Allocated,Amateur Full Radio Licence,12/08/2016
20GEI,Allocated,Amateur Intermediate Radio Licence,28/08/2020
G0BRL,Allocated,Amateur Full Radio Licence,26/01/2020
20ITR,Reserved,Amateur Intermediate Radio Licence,22/12/2017
G0BRM,Allocated,Amateur Full Radio Licence,15/01/2021
M6HUQ,Allocated,Amateur Foundation Radio Licence,04/06/2021
G0BRQ,Allocated,Amateur Full Radio Licence,02/08/2016
M6HUB,Allocated,Amateur Foundation Radio Licence,19/08/2016
G4JQW,Allocated,Amateur Full Radio Licence,23/07/2016
M6HLK,Allocated,Amateur Foundation Radio Licence,09/11/2021
G4JQX,Allocated,Amateur Full Radio Licence,02/05/2019
M6JQD,Allocated,Amateur Foundation Radio Licence,14/06/2017
G4JRA,Allocated,Amateur Full Radio Licence,23/07/2016
20FZW,Allocated,Amateur Intermediate Radio Licence,02/10/2020
G0PXE,Allocated,Amateur Full Radio Licence,23/07/2016
M6JQF,Allocated,Amateur Foundation Radio Licence,14/05/2020
G0NMD,Allocated,Amateur Full Radio Licence,23/07/2016
M6HNH,Allocated,Amateur Foundation Radio Licence,31/08/2016
G0AYP,Allocated,Amateur Full Radio Licence,12/08/2016
M6XCZ,Allocated,Amateur Foundation Radio Licence,31/08/2016
G7JZR,Allocated,Amateur Full Radio Licence,12/08/2016
M6LRJ,Allocated,Amateur Foundation Radio Licence,16/01/2018
G0RHF,Allocated,Amateur Full Radio Licence,23/07/2016
M6NGL,Allocated,Amateur Foundation Radio Licence,23/09/2020
G0RHG,Allocated,Amateur Full Radio Licence,03/01/2021
20FWM,Allocated,Amateur Intermediate Radio Licence,29/08/2020
G0RHH,Allocated,Amateur Full Radio Licence,09/11/2017
M6SSQ,Allocated,Amateur Foundation Radio Licence,16/06/2017
G7LPN,Allocated,Amateur Full Radio Licence,23/07/2016
M0XMX,Allocated,Amateur Full Radio Licence,11/09/2022
G7LPO,Allocated,Amateur Full Radio Licence,23/07/2016
M0XSG,Allocated,Amateur Full Radio Licence,16/11/2021
G7LPP,Allocated,Amateur Full Radio Licence,12/08/2016
M0EM,Allocated,,20/12/2019
G0NMJ,Allocated,Amateur Full Radio Licence,12/08/2016
M0KHM,Allocated,Amateur Full Radio Licence,01/07/2019
G0NMK,Allocated,Amateur Full Radio Licence,10/03/2021
M6YFN,Allocated,Amateur Foundation Radio Licence,30/08/2017
G0NML,Allocated,Amateur Full Radio Licence,24/09/2022
M0SMR,Allocated,Amateur Full Radio Licence,04/10/2022
G0NMP,Allocated,Amateur Full Radio Licence,24/03/2021
M7ENS,Allocated,Amateur Foundation Radio Licence,23/02/2021
G0NMR,Reserved,Amateur Full Radio Licence,23/07/2016
G6VHA,Allocated,Amateur Full Radio Licence,07/09/2016
G0NMS,Allocated,Amateur Full Radio Licence,04/01/2021
M7JJI,Allocated,Amateur Foundation Radio Licence,21/11/2022
G0RJJ,Allocated,Amateur Full Radio Licence,12/08/2016
M0IBI,Allocated,Amateur Club Radio Licence,03/11/2020
G0NMY,Allocated,Amateur Full Radio Licence,04/09/2016
M6JQG,Allocated,Amateur Foundation Radio Licence,17/06/2017
G7LPT,Allocated,Amateur Full Radio Licence,05/04/2020
M6HPP,Allocated,Amateur Foundation Radio Licence,12/09/2016
G0NNF,Reserved,Amateur Full Radio Licence,13/09/2019
M6HKI,Allocated,Amateur Foundation Radio Licence,17/08/2016
G0NNG,Allocated,Amateur Full Radio Licence,30/07/2020
M6HMK,Allocated,Amateur Foundation Radio Licence,12/10/2016
G0NNI,Reserved,Amateur Full Radio Licence,12/08/2016
M6HME,Allocated,Amateur Foundation Radio Licence,16/06/2017
G0DXO,Allocated,Amateur Full Radio Licence,12/08/2016
M6LRX,Allocated,Amateur Foundation Radio Licence,12/09/2016
G1ADY,Allocated,Amateur Full Radio Licence,10/09/2019
M7ELT,Allocated,Amateur Foundation Radio Licence,19/01/2022
G1AEA,Allocated,Amateur Full Radio Licence,23/07/2016
M6UUE,Allocated,Amateur Foundation Radio Licence,16/01/2017
G0RAP,Allocated,Amateur Full Radio Licence,23/07/2016
M0AAV,Allocated,Amateur Full Radio Licence,29/07/2016
G1AEF,Allocated,Amateur Full Radio Licence,23/07/2016
M6HSO,Allocated,Amateur Foundation Radio Licence,07/10/2016
G1AEI,Allocated,Amateur Full Radio Licence,12/08/2016
M6HMO,Allocated,Amateur Foundation Radio Licence,23/08/2016
G1AEJ,Allocated,Amateur Full Radio Licence,23/07/2016
2E1EXP,Allocated,Amateur Intermediate Radio Licence,12/08/2016
G1AEQ,Allocated,Amateur Full Radio Licence,02/10/2018
M7PCS,Allocated,Amateur Foundation Radio Licence,03/07/2020
G1AES,Allocated,Amateur Full Radio Licence,23/07/2016
20ELH,Allocated,Amateur Intermediate Radio Licence,08/02/2022
G1AET,Allocated,Amateur Full Radio Licence,23/07/2016
M6OUE,Allocated,Amateur Foundation Radio Licence,16/07/2018
G1AEU,Allocated,Amateur Full Radio Licence,02/10/2017
M0ICN,Allocated,Amateur Full Radio Licence,01/06/2020
G1AEX,Allocated,Amateur Full Radio Licence,12/08/2016
M6HNF,Allocated,Amateur Foundation Radio Licence,30/08/2016
G4EWS,Allocated,Amateur Full Radio Licence,23/07/2016
20JVD,Allocated,Amateur Intermediate Radio Licence,07/07/2018
G4EWT,Allocated,Amateur Full Radio Licence,23/07/2016
M0WOM,Allocated,Amateur Full Radio Licence,19/07/2021
G4EWW,Allocated,Amateur Full Radio Licence,23/07/2016
M6JQH,Allocated,Amateur Foundation Radio Licence,19/06/2017
G4EWX,Allocated,Amateur Full Radio Licence,12/08/2016
20XHK,Allocated,Amateur Intermediate Radio Licence,17/07/2018
G0BIN,Allocated,Amateur Full Radio Licence,12/08/2016
20EKA,Allocated,Amateur Intermediate Radio Licence,17/06/2017
G4EWZ,Allocated,Amateur Full Radio Licence,12/08/2016
M7PGW,Allocated,Amateur Foundation Radio Licence,28/05/2022
G4EXD,Allocated,Amateur Full Radio Licence,09/04/2020
20IFQ,Allocated,Amateur Intermediate Radio Licence,23/11/2022
G4EXE,Allocated,Amateur Full Radio Licence,23/07/2016
20VEN,Allocated,Amateur Intermediate Radio Licence,14/11/2020
G3VFD,Allocated,Amateur Full Radio Licence,23/07/2016
M0XHR,Available,Amateur Club Radio Licence,21/07/2017
G3VFF,Allocated,Amateur Full Radio Licence,09/02/2018
M0XMT,Allocated,Amateur Full Radio Licence,16/12/2022
G3VFH,Allocated,Amateur Full Radio Licence,12/08/2016
M0NOP,Allocated,Amateur Full Radio Licence,29/07/2016
G3VFL,Allocated,Amateur Full Radio Licence,12/08/2016
20DZF,Allocated,Amateur Intermediate Radio Licence,08/10/2016
G3VFQ,Reserved,Amateur Full Radio Licence,23/07/2016
M6IVA,Allocated,Amateur Foundation Radio Licence,28/10/2022
G3VFV,Allocated,Amateur Full Radio Licence,03/03/2021
M6BJZ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G0BIS,Allocated,Amateur Full Radio Licence,23/07/2016
20EDF,Allocated,Amateur Intermediate Radio Licence,27/04/2022
G3VFX,Allocated,Amateur Full Radio Licence,23/07/2016
M0WXE,Allocated,Amateur Full Radio Licence,31/05/2021
G3VFZ,Allocated,Amateur Full Radio Licence,23/07/2016
20EKD,Allocated,Amateur Intermediate Radio Licence,23/09/2019
G3VGB,Reserved,Amateur Full Radio Licence,12/08/2016
M6BKD,Allocated,Amateur Foundation Radio Licence,10/08/2016
G3VGE,Allocated,Amateur Full Radio Licence,29/10/2018
G1NRT,Allocated,Amateur Full Radio Licence,17/08/2016
G3VGH,Allocated,Amateur Full Radio Licence,02/08/2016
M6BLW,Allocated,Amateur Foundation Radio Licence,26/08/2022
G3VGL,Reserved,Amateur Full Radio Licence,14/05/2021
M6HQD,Allocated,Amateur Foundation Radio Licence,21/09/2016
G3VGR,Allocated,Amateur Full Radio Licence,31/12/2020
M7XUN,Allocated,Amateur Foundation Radio Licence,13/07/2019
G0BIT,Reserved,Amateur Full Radio Licence,23/07/2016
M7TXM,Allocated,Amateur Foundation Radio Licence,29/10/2022
G3VGU,Allocated,Amateur Full Radio Licence,22/11/2020
M6IHS,Allocated,Amateur Foundation Radio Licence,09/01/2017
G3VGW,Allocated,Amateur Full Radio Licence,21/09/2021
M6VUS,Allocated,Amateur Foundation Radio Licence,09/01/2017
G3VGX,Allocated,Amateur Full Radio Licence,23/07/2016
M6IHT,Allocated,Amateur Foundation Radio Licence,09/01/2017
G3VGY,Allocated,Amateur Full Radio Licence,23/07/2016
M6JQK,Allocated,Amateur Foundation Radio Licence,21/06/2017
G3VGZ,Allocated,Amateur Full Radio Licence,25/01/2021
M6OIM,Allocated,Amateur Foundation Radio Licence,06/06/2018
G3VHG,Allocated,Amateur Full Radio Licence,23/07/2016
M0IEX,Allocated,Amateur Full Radio Licence,13/10/2020
G3VHH,Allocated,Amateur Full Radio Licence,03/02/2018
20PHN,Allocated,Amateur Intermediate Radio Licence,14/11/2018
G3VHI,Allocated,Amateur Full Radio Licence,23/07/2016
M6WSP,Allocated,Amateur Foundation Radio Licence,10/12/2016
G3VHK,Allocated,Amateur Full Radio Licence,23/07/2016
M6ICI,Allocated,Amateur Foundation Radio Licence,10/12/2016
G0BIV,Allocated,Amateur Full Radio Licence,12/08/2016
M6WOH,Allocated,Amateur Foundation Radio Licence,02/05/2018
G3VHL,Allocated,Amateur Full Radio Licence,23/07/2016
M6KHC,Allocated,Amateur Foundation Radio Licence,26/08/2017
G3VHM,Allocated,Amateur Full Radio Licence,23/07/2016
20WYL,Allocated,Amateur Intermediate Radio Licence,23/08/2022
G3VHN,Allocated,Amateur Full Radio Licence,12/08/2016
M0SUV,Allocated,Amateur Full Radio Licence,21/06/2017
G3VHS,Allocated,Amateur Full Radio Licence,12/08/2016
M6TRF,Allocated,Amateur Foundation Radio Licence,28/09/2016
G3MXG,Allocated,Amateur Full Radio Licence,23/07/2016
M6NLX,Allocated,Amateur Foundation Radio Licence,29/10/2022
G3MXH,Allocated,Amateur Full Radio Licence,01/03/2020
M6YTX,Allocated,Amateur Foundation Radio Licence,21/06/2017
G3MXJ,Allocated,Amateur Full Radio Licence,23/07/2016
M6IBV,Allocated,Amateur Foundation Radio Licence,05/12/2016
G3MXK,Reserved,Amateur Full Radio Licence,10/06/2021
M6VWW,Allocated,Amateur Foundation Radio Licence,22/02/2018
G3MXN,Allocated,Amateur Full Radio Licence,23/07/2016
M0LRZ,Allocated,Amateur Full Radio Licence,21/06/2017
G0BIW,Allocated,Amateur Full Radio Licence,23/07/2016
M6HKP,Allocated,Amateur Foundation Radio Licence,21/07/2022
G0ITF,Reserved,Amateur Full Radio Licence,23/07/2016
20POP,Allocated,Amateur Intermediate Radio Licence,20/05/2022
G0IUP,Allocated,Amateur Full Radio Licence,12/08/2016
M6WHM,Allocated,Amateur Foundation Radio Licence,21/12/2017
G0LTP,Allocated,Amateur Full Radio Licence,02/08/2016
M7LJM,Allocated,Amateur Foundation Radio Licence,20/12/2019
G1MGN,Allocated,Amateur Full Radio Licence,12/08/2016
M6HUU,Reserved,Amateur Foundation Radio Licence,27/12/2022
G1MGU,Allocated,Amateur Full Radio Licence,12/08/2016
M6TZX,Allocated,Amateur Foundation Radio Licence,17/10/2016
G1MGZ,Allocated,Amateur Full Radio Licence,23/07/2016
M6JQO,Reserved,Amateur Foundation Radio Licence,19/10/2017
G1MHA,Allocated,Amateur Full Radio Licence,23/07/2016
M6XDP,Allocated,Amateur Foundation Radio Licence,26/10/2016
G1MII,Allocated,Amateur Full Radio Licence,15/01/2018
20IRS,Allocated,Amateur Intermediate Radio Licence,17/05/2022
G1PZT,Allocated,Amateur Full Radio Licence,18/02/2021
M7HUE,Allocated,Amateur Foundation Radio Licence,06/04/2022
G1RAD,Reserved,Amateur Full Radio Licence,02/06/2021
M6HVJ,Allocated,Amateur Foundation Radio Licence,28/10/2016
G1RAE,Allocated,Amateur Full Radio Licence,23/07/2016
20UAR,Allocated,Amateur Intermediate Radio Licence,11/01/2020
G1RAG,Allocated,Amateur Full Radio Licence,27/09/2018
M6HUV,Allocated,Amateur Foundation Radio Licence,26/10/2016
G1RAO,Allocated,Amateur Full Radio Licence,23/07/2016
M0DOZ,Allocated,Amateur Club Radio Licence,18/08/2016
G1RAP,Allocated,Amateur Full Radio Licence,12/08/2016
20WPI,Allocated,Amateur Intermediate Radio Licence,22/06/2017
G1RAX,Allocated,Amateur Full Radio Licence,23/07/2016
20SII,Allocated,Amateur Intermediate Radio Licence,20/12/2019
G1RAY,Reserved,Amateur Full Radio Licence,12/08/2016
M6BRC,Allocated,Amateur Foundation Radio Licence,10/08/2016
G1RBA,Allocated,Amateur Full Radio Licence,12/08/2016
20PVM,Allocated,Amateur Intermediate Radio Licence,22/06/2017
G1RBI,Allocated,Amateur Full Radio Licence,12/08/2016
20EKE,Reserved,Amateur Intermediate Radio Licence,15/07/2019
G1RBX,Allocated,Amateur Full Radio Licence,23/07/2016
20MNJ,Allocated,Amateur Intermediate Radio Licence,17/08/2016
G1RBY,Allocated,Amateur Full Radio Licence,23/07/2016
