Value__c,Product__c,Status__c,Type__c
M3WGQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XHR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WJV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WFY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3YBY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WFP,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3VZL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ZVY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RKG,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3WPI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3YEK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RLG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WFJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WSP,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3WMV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WKJ,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3XGV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3SUF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WRK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RIV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3YKP,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3VZU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WEQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WFL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G8ANO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4PJS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YYJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4VIO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0SCI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1NKV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ZXQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PCT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WXD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1FEU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BWO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1SMC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7IIN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4IMH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1FCU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0PKT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4AJY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6KGL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7IBY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7CBR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
M0GLZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VIF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1CTO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0RBJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1DHJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GNV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7AFS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3VUQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GYF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GYH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GYJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GYM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GYQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GYR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G7LXI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RMD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GZG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GZK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GZM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GZY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1HAB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1HAG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1HAN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LSU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LSV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LSX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XDZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4LTR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4LTS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LTY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4LTZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LUA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LUB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LUD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LUF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LUN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4LUO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GBT,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4GBX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GBZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4GCB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ODM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ODN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ODS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4ODV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4ODW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ODX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OEC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OED,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4OEE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4OEF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KJR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8FUB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8FUH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8FUJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G8KJJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8KJK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8KKA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LUU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0WYO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7WIY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0NVJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0YEW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7WJC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0WYP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ASY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0WYQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4RYU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0WYS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G8ZRV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AQH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AQI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AQJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AQK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AQP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0DHF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0AIS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AQX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AQY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1ARA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0WAD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GCQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M5MDH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M5TNT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0AMO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8CON,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8JGC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4SVC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8YBZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3HGI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0IFC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0AMN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0AMQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8TAY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7VTC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1AWN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0XAC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7VTE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7VTF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0VAH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LUQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HGR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HGS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HGT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HGU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HGV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HHH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HHI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HHJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HHL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HHM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HHO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4JGA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4JGB,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4HRE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HRG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0MJQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0MJR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0MJS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LMC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G5BH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G5BM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4OO,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
G1HIE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1HIJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1HIO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RLA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RLB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LXV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4IKF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4IKH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4IKL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4IKJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GNZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ZDF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZEB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZED,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZEF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZEJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZEM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4BCG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4BCH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4BCK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4BCM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4BCS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3UTL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3UTO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3UTQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3UTS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3UTX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G6HQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G5CL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3YL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8SH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8PL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4JA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G2XV,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
G2OA,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
G0UAK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0AIC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YPQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YPR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YPS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7IZU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7IZV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7IZX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JAC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0AIE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JAD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JAE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JAK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JAN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8CXZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8CYA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JQT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KRY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0HAB,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1GDR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RKC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RKD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LVF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LVG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GES,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GET,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GFA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4PMG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JYF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GFC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GFD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GFF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GFQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1GFU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1GFW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GFZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LVM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LVN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1GGB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7JYG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WVV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WVY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3WWS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WWX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3WXA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3WXC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WXG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WXH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OZC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OZD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OZE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3OZJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1WQH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1WQL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
