Value__c,Product__c,Status__c,Type__c
M0HOX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1JMC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1UVY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0URL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BZW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3PCR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6JPR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HPO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0FNM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0XAF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6KLQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7SYD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1KVW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1XCS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1FMV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0HCP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4DHA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0SWG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1RXL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZUC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LHV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8WMZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1HCM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0TVW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8CEA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HQZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6TRD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1PUR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4NMA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
M1CND,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8GFB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DKL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0MJN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7GEA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LVV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1DGO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0TWJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0GEE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BAL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BAM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BAO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BAT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BAZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G6BBD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BBH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BBI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BBA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BBK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BBM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BBN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BBR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BBW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6BCG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TQR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KTD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4NIA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HLB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JJM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4NIC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4NIF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4NII,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4NIJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0PDP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HTZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6SWO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VBW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8LVI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0NAZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4JSP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1PPA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8YDE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4PCK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6UMT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0WLO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6IZC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0COG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7UQA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6ZTV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6CZD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ZEA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0JSH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0MBL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4EOX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6YIK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0VLN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
M0ICU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
M0VCP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0OBL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0WMT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0PGI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0MVM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0NMI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0ZLF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0YGR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0NGI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0XGW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0URC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0INF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0STI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0JIU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HTG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HTI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0XGR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0SJY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0NVS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M3EPB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3EPD,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3VBD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RGG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3EPE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3DNN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3CXL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3JFP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VZE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3TID,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MBG,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3VSC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3UDY,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3TLP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3EDW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3GCL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3BVP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3NCM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3KOE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3NLZ,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3RHD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G0OIK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BXT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RLO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BYJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BYN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1BYO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0AXY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0AXZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1CKM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7MZT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6IXM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1MPI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8MAY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VEB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0OFZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LMK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6PPX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HWZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HXA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4APT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1XRM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7FAS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7NJF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LRB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G5CGA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8GJC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4WQV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6SGV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7RCH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8UWL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7UKK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4IZZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GIP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6INW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6GEI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8FMZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6VDX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8DWN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HXD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0HXF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GSD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7WDR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8NYM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GWH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8OFT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BXQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4IIQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KNS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ROJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7MJP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ONH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M3FMO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FKJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VWT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FKK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MWA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FOQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FOS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3LRB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FOT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FOU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FOV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FMP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FMQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3BVQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3IDU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G0AYA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0AYB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BYP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0AXB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BYQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1BYS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BJD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KQG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KQF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BYT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BJZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0PFO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PFU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1BYY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BKA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BKB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0EXJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RBH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GRS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GRU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GRV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GRW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TQH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4FRD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TQN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TQP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TQR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TQT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JNT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TQW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TQY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TRB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TRD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TRF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1TRL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1TSE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WXX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WYB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WYD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WYH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WYL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WYN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WYT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZCI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZCJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZCK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZCL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JOA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ZCT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZCU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZCV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ZCW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ZCX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZCZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZDD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NCR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NCS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NCX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0JOD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NDC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NDI,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NDJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3NDK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NDM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3NDN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GEW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4GEY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4GEZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HWW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HXC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HXD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HXE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HXH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PZO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4XJK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4XJW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XJY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PZP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4XKG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4XKI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4XKR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4XKV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4ZDD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1EJA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4YSZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JWY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JXF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KXW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KXX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PTK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PTL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JXG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JXJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0DUQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XJY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3XKD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XKE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XKG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XKH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XKI,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3XKL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0CPI,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3XKQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RBD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RBJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LRX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JPY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LRY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LRZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0LSG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0LSH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XKS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0JPZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RBM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RBQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RBS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0LSY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0NGE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0NGF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0NGG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TCG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3TCI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MFN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1HWY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MFX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MQE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7LZI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MQP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MQW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MRD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1LQZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MRH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MRK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MRL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MRQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MRR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4MRX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MRZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4MSE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
