Value,Status,Type,Reserved to Date,Original Start Date,Licence Type
M3RXZ,Reserved,Call Sign - Amateur,,,
G6ZFA,Allocated,Call Sign - Amateur,,1983-08-26,Amateur Full Radio Licence
M3JRC,Reserved,Call Sign - Amateur,,,
G6ZFK,Allocated,Call Sign - Amateur,,1983-08-26,Amateur Full Radio Licence
M3ATO,Reserved,Call Sign - Amateur,,,
G6ZFU,Allocated,Call Sign - Amateur,,1983-08-26,Amateur Full Radio Licence
M3DKV,Reserved,Call Sign - Amateur,,,
G6CJW,Reserved,Call Sign - Amateur,,,
M3TPB,Reserved,Call Sign - Amateur,,,
G6CKD,Allocated,Call Sign - Amateur,,1985-08-29,Amateur Full Radio Licence
M3EHS,Reserved,Call Sign - Amateur,,,
G6CKE,Allocated,Call Sign - Amateur,,1983-08-03,Amateur Full Radio Licence
M3SAG,Reserved,Call Sign - Amateur,,,
G7RTC,Allocated,Call Sign - Amateur,,1994-02-19,Amateur Full Radio Licence
M3RBC,Reserved,Call Sign - Amateur,,,
G6CKH,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3HOT,Reserved,Call Sign - Amateur,,,
G6CJR,Allocated,Call Sign - Amateur,,1991-11-22,Amateur Full Radio Licence
M3KFN,Reserved,Call Sign - Amateur,,,
G6CKJ,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3SLW,Reserved,Call Sign - Amateur,,,
G6CKK,Allocated,Call Sign - Amateur,,1990-10-12,Amateur Full Radio Licence
M3GRL,Reserved,Call Sign - Amateur,,,
G6CKL,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3AMD,Reserved,Call Sign - Amateur,,,
G6CKM,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3DCT,Allocated,Call Sign - Amateur,,2020-03-17,Amateur Foundation Radio Licence
G6CKN,Allocated,Call Sign - Amateur,,1985-01-17,Amateur Full Radio Licence
M3NSA,Reserved,Call Sign - Amateur,,,
G6CKR,Reserved,Call Sign - Amateur,,,
M3DCE,Reserved,Call Sign - Amateur,,,
G6CKW,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3LEV,Reserved,Call Sign - Amateur,,,
G6CKY,Allocated,Call Sign - Amateur,,1984-08-06,Amateur Full Radio Licence
M3AZL,Reserved,Call Sign - Amateur,,,
G0UTY,Allocated,Call Sign - Amateur,,1994-04-21,Amateur Full Radio Licence
M3TYT,Reserved,Call Sign - Amateur,,,
G6CLA,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3IGR,Reserved,Call Sign - Amateur,,,
G6CLD,Allocated,Call Sign - Amateur,,1981-08-06,Amateur Full Radio Licence
M3MPW,Reserved,Call Sign - Amateur,,,
G6CLE,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3AYE,Reserved,Call Sign - Amateur,,,
G6CLO,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3TBC,Reserved,Call Sign - Amateur,,,
G6CLP,Allocated,Call Sign - Amateur,,1981-08-03,Amateur Full Radio Licence
M3HDU,Reserved,Call Sign - Amateur,,,
G4VRU,Allocated,Call Sign - Amateur,,1983-11-22,Amateur Full Radio Licence
M3RBW,Reserved,Call Sign - Amateur,,,
G4VSB,Allocated,Call Sign - Amateur,,1983-11-22,Amateur Full Radio Licence
M3BKY,Reserved,Call Sign - Amateur,,,
G4VSD,Allocated,Call Sign - Amateur,,1983-11-22,Amateur Full Radio Licence
M3RMW,Reserved,Call Sign - Amateur,,,
G4VSI,Allocated,Call Sign - Amateur,,1990-03-21,Amateur Full Radio Licence
M3SMQ,Reserved,Call Sign - Amateur,,,
G4FEA,Allocated,Call Sign - Amateur,,1993-06-16,Amateur Full Radio Licence
M3KVO,Reserved,Call Sign - Amateur,,,
G4VSJ,Allocated,Call Sign - Amateur,,1983-11-23,Amateur Full Radio Licence
M3BNG,Reserved,Call Sign - Amateur,,,
G4VSK,Allocated,Call Sign - Amateur,,1983-11-23,Amateur Full Radio Licence
M3TRI,Reserved,Call Sign - Amateur,,,
G4VSL,Allocated,Call Sign - Amateur,,1983-11-23,Amateur Full Radio Licence
M3CGX,Reserved,Call Sign - Amateur,,,
G4VSR,Allocated,Call Sign - Amateur,,1983-11-23,Amateur Full Radio Licence
M3IUT,Reserved,Call Sign - Amateur,,,
G4XTW,Allocated,Call Sign - Amateur,,1984-05-16,Amateur Full Radio Licence
M3IDV,Reserved,Call Sign - Amateur,,,
G4XVS,Allocated,Call Sign - Amateur,,1984-05-21,Amateur Full Radio Licence
M3WSB,Reserved,Call Sign - Amateur,,,
G4XWS,Allocated,Call Sign - Amateur,,1984-05-22,Amateur Full Radio Licence
M3ERM,Reserved,Call Sign - Amateur,,,
G4XXT,Allocated,Call Sign - Amateur,,1984-05-25,Amateur Full Radio Licence
M3CBZ,Reserved,Call Sign - Amateur,,,
G4YAT,Allocated,Call Sign - Amateur,,1984-06-04,Amateur Full Radio Licence
M3CIK,Reserved,Call Sign - Amateur,,,
G4YBT,Allocated,Call Sign - Amateur,,1984-06-05,Amateur Full Radio Licence
M3CIQ,Reserved,Call Sign - Amateur,,,
G4YCK,Allocated,Call Sign - Amateur,,1984-06-06,Amateur Full Radio Licence
M3MRY,Reserved,Call Sign - Amateur,,,
G4YGP,Allocated,Call Sign - Amateur,,1984-06-13,Amateur Full Radio Licence
M3NIX,Reserved,Call Sign - Amateur,,,
G4YHQ,Reserved,Call Sign - Amateur,,,
M3PDF,Reserved,Call Sign - Amateur,,,
G4YHV,Allocated,Call Sign - Amateur,,1984-06-14,Amateur Full Radio Licence
M3NRC,Reserved,Call Sign - Amateur,,,
G4YIZ,Allocated,Call Sign - Amateur,,1984-06-19,Amateur Full Radio Licence
M3GTN,Reserved,Call Sign - Amateur,,,
G7MKB,Allocated,Call Sign - Amateur,,1992-07-22,Amateur Full Radio Licence
M3EZI,Reserved,Call Sign - Amateur,,,
G7MKF,Allocated,Call Sign - Amateur,,1992-07-22,Amateur Full Radio Licence
M3EZP,Reserved,Call Sign - Amateur,,,
G4IVH,Allocated,Call Sign - Amateur,,1979-10-17,Amateur Full Radio Licence
M3MZK,Reserved,Call Sign - Amateur,,,
G7PTZ,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3EZQ,Reserved,Call Sign - Amateur,,,
G7PUD,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3LOS,Reserved,Call Sign - Amateur,,,
G0UAA,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3TCB,Reserved,Call Sign - Amateur,,,
G7PUL,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3EZS,Reserved,Call Sign - Amateur,,,
G7PUN,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3MBD,Reserved,Call Sign - Amateur,,,
G7PUQ,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3FSN,Reserved,Call Sign - Amateur,,,
G7PUW,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3JTA,Reserved,Call Sign - Amateur,,,
G7PUZ,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3WJL,Reserved,Call Sign - Amateur,,,
G4JDS,Allocated,Call Sign - Amateur,,1979-12-19,Amateur Full Radio Licence
M3FSZ,Reserved,Call Sign - Amateur,,,
G0TZT,Reserved,Call Sign - Amateur,,,
M3FTD,Reserved,Call Sign - Amateur,,,
G0UAC,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3DGB,Reserved,Call Sign - Amateur,,,
G0TZH,Allocated,Call Sign - Amateur,,1993-08-13,Amateur Full Radio Licence
M3ACC,Reserved,Call Sign - Amateur,,,
G0TZS,Allocated,Call Sign - Amateur,,1993-08-14,Amateur Full Radio Licence
M3KES,Reserved,Call Sign - Amateur,,,
G7PST,Allocated,Call Sign - Amateur,,1993-08-14,Amateur Full Radio Licence
M3DBL,Reserved,Call Sign - Amateur,,,
G6DHT,Allocated,Call Sign - Amateur,,1981-08-14,Amateur Full Radio Licence
M3RNZ,Reserved,Call Sign - Amateur,,,
G6DHU,Allocated,Call Sign - Amateur,,1981-08-14,Amateur Full Radio Licence
M3MFK,Reserved,Call Sign - Amateur,,,
G0ATD,Allocated,Call Sign - Amateur,,1985-02-15,Amateur Full Radio Licence
M3RNH,Reserved,Call Sign - Amateur,,,
G3ORE,Reserved,Call Sign - Amateur,,,
M3YMB,Reserved,Call Sign - Amateur,,,
G6DHW,Allocated,Call Sign - Amateur,,1983-08-14,Amateur Full Radio Licence
M3KSQ,Reserved,Call Sign - Amateur,,,
G6DHY,Allocated,Call Sign - Amateur,,1983-08-14,Amateur Full Radio Licence
M3TCI,Reserved,Call Sign - Amateur,,,
G6DID,Allocated,Call Sign - Amateur,,1981-08-14,Amateur Full Radio Licence
M3MQL,Reserved,Call Sign - Amateur,,,
G7PVE,Allocated,Call Sign - Amateur,,1993-08-14,Amateur Full Radio Licence
M3JSJ,Reserved,Call Sign - Amateur,,,
G6DIE,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
M3HKZ,Reserved,Call Sign - Amateur,,,
G6DIK,Allocated,Call Sign - Amateur,,1981-08-14,Amateur Full Radio Licence
M3ILQ,Reserved,Call Sign - Amateur,,,
G7PVF,Allocated,Call Sign - Amateur,,1993-08-14,Amateur Full Radio Licence
M3HFZ,Reserved,Call Sign - Amateur,,,
G6DIM,Allocated,Call Sign - Amateur,,1981-08-14,Amateur Full Radio Licence
M3MFJ,Reserved,Call Sign - Amateur,,,
G6DIO,Allocated,Call Sign - Amateur,,1981-08-14,Amateur Full Radio Licence
M3KCS,Reserved,Call Sign - Amateur,,,
G6DIZ,Allocated,Call Sign - Amateur,,1981-08-14,Amateur Full Radio Licence
M3IMQ,Reserved,Call Sign - Amateur,,,
G4OYM,Allocated,Call Sign - Amateur,,1983-08-12,Amateur Full Radio Licence
M3MWC,Reserved,Call Sign - Amateur,,,
G6JFU,Allocated,Call Sign - Amateur,,1983-06-06,Amateur Full Radio Licence
M3EWO,Reserved,Call Sign - Amateur,,,
G8NRP,Allocated,Call Sign - Amateur,,1983-08-24,Amateur Full Radio Licence
M3EXA,Reserved,Call Sign - Amateur,,,
G6JFV,Allocated,Call Sign - Amateur,,1982-06-14,Amateur Full Radio Licence
M3EXD,Reserved,Call Sign - Amateur,,,
G6JFZ,Reserved,Call Sign - Amateur,,,
M3EXF,Reserved,Call Sign - Amateur,,,
G6JGB,Allocated,Call Sign - Amateur,,1982-06-14,Amateur Full Radio Licence
M3EXG,Reserved,Call Sign - Amateur,,,
G6JGF,Allocated,Call Sign - Amateur,,1983-06-14,Amateur Full Radio Licence
M3EXN,Reserved,Call Sign - Amateur,,,
G6JGP,Allocated,Call Sign - Amateur,,1982-06-14,Amateur Full Radio Licence
M3ULP,Reserved,Call Sign - Amateur,,,
G6RFQ,Allocated,Call Sign - Amateur,,1993-05-08,Amateur Full Radio Licence
M3SSJ,Reserved,Call Sign - Amateur,,,
G6JGR,Allocated,Call Sign - Amateur,,1982-06-14,Amateur Full Radio Licence
M3EYD,Reserved,Call Sign - Amateur,,,
G6JHD,Allocated,Call Sign - Amateur,,1982-06-15,Amateur Full Radio Licence
M3JUK,Reserved,Call Sign - Amateur,,,
G6JHE,Allocated,Call Sign - Amateur,,1982-06-21,Amateur Full Radio Licence
M3PEZ,Reserved,Call Sign - Amateur,,,
G6JHG,Allocated,Call Sign - Amateur,,1988-04-05,Amateur Full Radio Licence
M3FQR,Reserved,Call Sign - Amateur,,,
G6JHH,Allocated,Call Sign - Amateur,,1982-06-15,Amateur Full Radio Licence
M3NZU,Reserved,Call Sign - Amateur,,,
G6JHR,Allocated,Call Sign - Amateur,,1982-06-15,Amateur Full Radio Licence
M3MFL,Reserved,Call Sign - Amateur,,,
G6JIM,Allocated,Call Sign - Amateur,,1983-06-15,Amateur Full Radio Licence
M3NLE,Reserved,Call Sign - Amateur,,,
G6JIY,Allocated,Call Sign - Amateur,,1983-06-16,Amateur Full Radio Licence
M3NTC,Reserved,Call Sign - Amateur,,,
G6JJB,Allocated,Call Sign - Amateur,,1982-06-16,Amateur Full Radio Licence
M3FQY,Reserved,Call Sign - Amateur,,,
G0TIM,Allocated,Call Sign - Amateur,,1992-12-13,Amateur Full Radio Licence
M3FQZ,Reserved,Call Sign - Amateur,,,
G6JJF,Allocated,Call Sign - Amateur,,1983-06-16,Amateur Full Radio Licence
M3FRP,Reserved,Call Sign - Amateur,,,
G6JJG,Allocated,Call Sign - Amateur,,1982-06-16,Amateur Full Radio Licence
M3SWZ,Reserved,Call Sign - Amateur,,,
G6GJQ,Allocated,Call Sign - Amateur,,1981-11-11,Amateur Full Radio Licence
M3FRR,Reserved,Call Sign - Amateur,,,
G6GLH,Allocated,Call Sign - Amateur,,1992-02-12,Amateur Full Radio Licence
M3PRD,Reserved,Call Sign - Amateur,,,
G6GJV,Allocated,Call Sign - Amateur,,1987-02-04,Amateur Full Radio Licence
M3NHM,Reserved,Call Sign - Amateur,,,
G6GKG,Allocated,Call Sign - Amateur,,1981-11-12,Amateur Full Radio Licence
M3TSP,Reserved,Call Sign - Amateur,,,
G6GKK,Allocated,Call Sign - Amateur,,1981-11-13,Amateur Full Radio Licence
M3CYI,Reserved,Call Sign - Amateur,,,
G6GKL,Allocated,Call Sign - Amateur,,1983-11-13,Amateur Full Radio Licence
M3CQV,Reserved,Call Sign - Amateur,,,
G6GKT,Allocated,Call Sign - Amateur,,1981-11-16,Amateur Full Radio Licence
M3WDR,Reserved,Call Sign - Amateur,,,
G6GLP,Allocated,Call Sign - Amateur,,1981-11-23,Amateur Full Radio Licence
M3CRH,Reserved,Call Sign - Amateur,,,
G6GLT,Allocated,Call Sign - Amateur,,1981-11-24,Amateur Full Radio Licence
M3CRI,Reserved,Call Sign - Amateur,,,
G6GLZ,Allocated,Call Sign - Amateur,,1989-09-08,Amateur Full Radio Licence
M3DXY,Reserved,Call Sign - Amateur,,,
G6GMC,Allocated,Call Sign - Amateur,,1981-11-26,Amateur Full Radio Licence
M3CRP,Reserved,Call Sign - Amateur,,,
G6GMF,Allocated,Call Sign - Amateur,,1981-11-26,Amateur Full Radio Licence
M3GMF,Reserved,Call Sign - Amateur,,,
G6GMH,Allocated,Call Sign - Amateur,,1981-11-30,Amateur Full Radio Licence
M3DYN,Reserved,Call Sign - Amateur,,,
G6GMR,Allocated,Call Sign - Amateur,,2016-07-29,Amateur Full Radio Licence
M3RTT,Reserved,Call Sign - Amateur,,,
G7RCP,Allocated,Call Sign - Amateur,,1993-08-28,Amateur Full Radio Licence
M3SVW,Reserved,Call Sign - Amateur,,,
G6GNC,Allocated,Call Sign - Amateur,,1981-12-07,Amateur Full Radio Licence
M3NWR,Reserved,Call Sign - Amateur,,,
G6GND,Allocated,Call Sign - Amateur,,1983-12-08,Amateur Full Radio Licence
M3IKO,Reserved,Call Sign - Amateur,,,
G6KQD,Allocated,Call Sign - Amateur,,1982-07-20,Amateur Full Radio Licence
M3ETV,Reserved,Call Sign - Amateur,,,
G6KQP,Allocated,Call Sign - Amateur,,1982-07-22,Amateur Full Radio Licence
M3DVW,Reserved,Call Sign - Amateur,,,
G6KQS,Allocated,Call Sign - Amateur,,1982-07-22,Amateur Full Radio Licence
M3KKE,Reserved,Call Sign - Amateur,,,
G6KQZ,Allocated,Call Sign - Amateur,,1982-07-23,Amateur Full Radio Licence
M3JXA,Allocated,Call Sign - Amateur,,2017-01-19,Amateur Foundation Radio Licence
G6KRK,Allocated,Call Sign - Amateur,,1982-07-29,Amateur Full Radio Licence
M3NOP,Reserved,Call Sign - Amateur,,,
G6KRN,Allocated,Call Sign - Amateur,,1984-07-29,Amateur Full Radio Licence
M3LBL,Reserved,Call Sign - Amateur,,,
G1HHS,Allocated,Call Sign - Amateur,,1993-07-26,Amateur Full Radio Licence
M3KTO,Reserved,Call Sign - Amateur,,,
G1AIB,Allocated,Call Sign - Amateur,,1992-03-23,Amateur Full Radio Licence
M3GVG,Reserved,Call Sign - Amateur,,,
G0WEA,Allocated,Call Sign - Amateur,,1995-06-20,Amateur Full Radio Licence
M3EXX,Reserved,Call Sign - Amateur,,,
G0WDL,Reserved,Call Sign - Amateur,,,
M3GKA,Reserved,Call Sign - Amateur,,,
G0PCQ,Allocated,Call Sign - Amateur,,1991-05-10,Amateur Full Radio Licence
M3URL,Reserved,Call Sign - Amateur,,,
G0WDM,Allocated,Call Sign - Amateur,,1995-06-13,Amateur Full Radio Licence
M3EYF,Reserved,Call Sign - Amateur,,,
G0ENV,Allocated,Call Sign - Amateur,,1986-03-20,Amateur Full Radio Licence
M3EYI,Reserved,Call Sign - Amateur,,,
G0WDP,Reserved,Call Sign - Amateur,,,
M3RTY,Reserved,Call Sign - Amateur,,,
G0ECX,Allocated,Call Sign - Amateur,,1986-01-28,Amateur Full Radio Licence
M3EYQ,Reserved,Call Sign - Amateur,,,
G0WDQ,Allocated,Call Sign - Amateur,,1995-06-14,Amateur Full Radio Licence
G0OJN,Reserved,Call Sign - Amateur,,,
G0WEN,Allocated,Call Sign - Amateur,,1995-06-26,Amateur Full Radio Licence
G0OJQ,Reserved,Call Sign - Amateur,,,
G4LBY,Allocated,Call Sign - Amateur,,1981-01-09,Amateur Full Radio Licence
G0OKE,Reserved,Call Sign - Amateur,,,
G4YTM,Allocated,Call Sign - Amateur,,1995-06-14,Amateur Full Radio Licence
G0ICO,Reserved,Call Sign - Amateur,,,
G1FAA,Allocated,Call Sign - Amateur,,1984-02-16,Amateur Full Radio Licence
G0ICR,Reserved,Call Sign - Amateur,,,
G3GPG,Reserved,Call Sign - Amateur,,,
G0ICS,Reserved,Call Sign - Amateur,,,
G0GHW,Allocated,Call Sign - Amateur,,1986-12-11,Amateur Full Radio Licence
G0ICU,Reserved,Call Sign - Amateur,,,
G6HOU,Allocated,Call Sign - Amateur,,1982-04-29,Amateur Full Radio Licence
G7KNY,Reserved,Call Sign - Amateur,,,
G7JIM,Allocated,Call Sign - Amateur,,1991-02-14,Amateur Full Radio Licence
G0IDC,Reserved,Call Sign - Amateur,,,
G0WDT,Allocated,Call Sign - Amateur,,1995-06-16,Amateur Full Radio Licence
G0AOI,Reserved,Call Sign - Amateur,,,
G6TOY,Allocated,Call Sign - Amateur,,1995-06-16,Amateur Full Radio Licence
G0IDN,Reserved,Call Sign - Amateur,,,
G0UUZ,Allocated,Call Sign - Amateur,,1994-04-27,Amateur Full Radio Licence
G0IDO,Reserved,Call Sign - Amateur,,,
G3VJV,Allocated,Call Sign - Amateur,,1966-04-15,Amateur Full Radio Licence
G0IDS,Reserved,Call Sign - Amateur,,,
G0WDV,Allocated,Call Sign - Amateur,,1995-06-19,Amateur Full Radio Licence
G0IDT,Reserved,Call Sign - Amateur,,,
G0MXD,Allocated,Call Sign - Amateur,,1990-01-26,Amateur Full Radio Licence
G7KOB,Reserved,Call Sign - Amateur,,,
G0WPJ,Allocated,Call Sign - Amateur,,1996-04-01,Amateur Full Radio Licence
G7KOE,Reserved,Call Sign - Amateur,,,
G0BBN,Allocated,Call Sign - Amateur,,1985-03-20,Amateur Full Radio Licence
G7KVX,Reserved,Call Sign - Amateur,,,
G4RPP,Allocated,Call Sign - Amateur,,1982-12-13,Amateur Full Radio Licence
G0IDY,Reserved,Call Sign - Amateur,,,
G3YVC,Reserved,Call Sign - Amateur,,,
G0IEA,Reserved,Call Sign - Amateur,,,
G7SRV,Allocated,Call Sign - Amateur,,1994-07-28,Amateur Full Radio Licence
G0AOV,Reserved,Call Sign - Amateur,,,
G7SRZ,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G0IED,Reserved,Call Sign - Amateur,,,
G7SSA,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G0IEF,Reserved,Call Sign - Amateur,,,
G7SSD,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G0IEG,Reserved,Call Sign - Amateur,,,
G0VBL,Reserved,Call Sign - Amateur,,,
G0IEI,Reserved,Call Sign - Amateur,,,
G7SSG,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G0IEJ,Reserved,Call Sign - Amateur,,,
G7SSK,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G0IFJ,Reserved,Call Sign - Amateur,,,
G7SSN,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G0IFK,Reserved,Call Sign - Amateur,,,
G7SSQ,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G0APH,Reserved,Call Sign - Amateur,,,
G0GDA,Allocated,Call Sign - Amateur,,1986-11-13,Amateur Full Radio Licence
G0IFO,Reserved,Call Sign - Amateur,,,
G7SST,Reserved,Call Sign - Amateur,,,
G7KOH,Reserved,Call Sign - Amateur,,,
G0VBK,Allocated,Call Sign - Amateur,,1994-07-30,Amateur Full Radio Licence
G7KOJ,Reserved,Call Sign - Amateur,,,
G0WGC,Allocated,Call Sign - Amateur,,1995-07-19,Amateur Full Radio Licence
G0PPT,Reserved,Call Sign - Amateur,,,
G7UUA,Allocated,Call Sign - Amateur,,1995-07-19,Amateur Full Radio Licence
G7KXK,Reserved,Call Sign - Amateur,,,
G7UUB,Allocated,Call Sign - Amateur,,1995-07-19,Amateur Full Radio Licence
G7KXL,Reserved,Call Sign - Amateur,,,
G6UEJ,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0IFR,Reserved,Call Sign - Amateur,,,
G0TMG,Reserved,Call Sign - Amateur,,,
G0IFV,Reserved,Call Sign - Amateur,,,
G6YTW,Allocated,Call Sign - Amateur,,1983-08-23,Amateur Full Radio Licence
G0IFY,Reserved,Call Sign - Amateur,,,
G6YTX,Allocated,Call Sign - Amateur,,1983-08-23,Amateur Full Radio Licence
G0IGE,Reserved,Call Sign - Amateur,,,
G6YTZ,Allocated,Call Sign - Amateur,,1983-08-23,Amateur Full Radio Licence
G0APN,Allocated,Call Sign - Amateur,,2016-10-06,Amateur Full Radio Licence
G0ZGB,Allocated,Call Sign - Amateur,,1996-04-01,Amateur Full Radio Licence
G0IGF,Reserved,Call Sign - Amateur,,,
G0BEU,Allocated,Call Sign - Amateur,,1985-04-02,Amateur Full Radio Licence
G0IGP,Reserved,Call Sign - Amateur,,,
M0BMZ,Allocated,Call Sign - Amateur,,1998-01-23,Amateur Full Radio Licence
G0IGQ,Reserved,Call Sign - Amateur,,,
G6OMY,Allocated,Call Sign - Amateur,,1982-10-22,Amateur Full Radio Licence
G7KYK,Reserved,Call Sign - Amateur,,,
G6ONE,Allocated,Call Sign - Amateur,,1982-10-22,Amateur Full Radio Licence
G7KYM,Allocated,Call Sign - Amateur,,2020-04-22,Amateur Full Radio Licence
G6ONW,Allocated,Call Sign - Amateur,,1982-10-22,Amateur Full Radio Licence
G0JZC,Reserved,Call Sign - Amateur,,,
G6ONZ,Allocated,Call Sign - Amateur,,1983-10-22,Amateur Full Radio Licence
G0JZD,Reserved,Call Sign - Amateur,,,
G6OOA,Allocated,Call Sign - Amateur,,1982-10-22,Amateur Full Radio Licence
G0BAT,Allocated,Call Sign - Amateur,,2019-08-02,Amateur Full Radio Licence
G6OOH,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
G0JZI,Allocated,Call Sign - Amateur,,2018-03-12,Amateur Full Radio Licence
G6OOK,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
G0JZQ,Reserved,Call Sign - Amateur,,,
G6OOO,Allocated,Call Sign - Amateur,,1983-10-25,Amateur Full Radio Licence
G0JZX,Reserved,Call Sign - Amateur,,,
G6OPB,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
G0JZZ,Reserved,Call Sign - Amateur,,,
G6OPD,Allocated,Call Sign - Amateur,,1984-10-25,Amateur Full Radio Licence
G7KYP,Reserved,Call Sign - Amateur,,,
G0PFH,Allocated,Call Sign - Amateur,,1991-05-31,Amateur Full Radio Licence
G7KYR,Reserved,Call Sign - Amateur,,,
G6OPK,Allocated,Call Sign - Amateur,,1983-10-25,Amateur Full Radio Licence
G7KYS,Reserved,Call Sign - Amateur,,,
G6OQJ,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
G7KYU,Reserved,Call Sign - Amateur,,,
G6OQL,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
G7LGM,Reserved,Call Sign - Amateur,,,
G6OQN,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
G0OIA,Reserved,Call Sign - Amateur,,,
G6OQO,Allocated,Call Sign - Amateur,,1982-10-25,Amateur Full Radio Licence
G0OIB,Reserved,Call Sign - Amateur,,,
G6UDN,Allocated,Call Sign - Amateur,,1991-10-09,Amateur Full Radio Licence
G0OIC,Reserved,Call Sign - Amateur,,,
G6UEQ,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G7LYY,Reserved,Call Sign - Amateur,,,
G6UER,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0OIG,Reserved,Call Sign - Amateur,,,
G6CYX,Reserved,Call Sign - Amateur,,,
G0OIH,Reserved,Call Sign - Amateur,,,
G6UEU,Reserved,Call Sign - Amateur,,,
G0OIT,Reserved,Call Sign - Amateur,,,
M1CJB,Allocated,Call Sign - Amateur,,1997-12-23,Amateur Full Radio Licence
G0OIZ,Reserved,Call Sign - Amateur,,,
G6UEV,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0BJY,Reserved,Call Sign - Amateur,,,
G6UFH,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0OJE,Reserved,Call Sign - Amateur,,,
G6UFJ,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0PDX,Reserved,Call Sign - Amateur,,,
G6UFO,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0OJM,Reserved,Call Sign - Amateur,,,
G6UFT,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0IEK,Reserved,Call Sign - Amateur,,,
G6UFU,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0IEL,Reserved,Call Sign - Amateur,,,
G6UGC,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0IEM,Reserved,Call Sign - Amateur,,,
G6UGD,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G7KOG,Reserved,Call Sign - Amateur,,,
G6UGE,Allocated,Call Sign - Amateur,,1904-02-16,Amateur Full Radio Licence
G7KVY,Reserved,Call Sign - Amateur,,,
G6UGG,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0APF,Reserved,Call Sign - Amateur,,,
G6UGS,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G7KXI,Reserved,Call Sign - Amateur,,,
G6UGW,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0IEZ,Reserved,Call Sign - Amateur,,,
G6UHD,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0IFB,Allocated,Call Sign - Amateur,,2020-05-13,Amateur Full Radio Licence
G6UHL,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0IFE,Reserved,Call Sign - Amateur,,,
G6UHS,Allocated,Call Sign - Amateur,,1983-02-16,Amateur Full Radio Licence
G0GLN,Reserved,Call Sign - Amateur,,,
