Value,Status,Type,Reserved to Date,Original Start Date,Licence Type
G6UJB,Allocated,Call Sign - Amateur,,1983-02-17,Amateur Full Radio Licence
G0GLO,Reserved,Call Sign - Amateur,,,
G4XQF,Allocated,Call Sign - Amateur,,1984-05-09,Amateur Full Radio Licence
G0GLS,Reserved,Call Sign - Amateur,,,
G4XQG,Allocated,Call Sign - Amateur,,1984-05-09,Amateur Full Radio Licence
G0GLY,Reserved,Call Sign - Amateur,,,
G4XQH,Allocated,Call Sign - Amateur,,1984-05-09,Amateur Full Radio Licence
G7KIP,Reserved,Call Sign - Amateur,,,
G4XQI,Reserved,Call Sign - Amateur,,,
G7KIR,Reserved,Call Sign - Amateur,,,
G7VFQ,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G0GMP,Reserved,Call Sign - Amateur,,,
G7VFU,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G0NGZ,Reserved,Call Sign - Amateur,,,
G7VFV,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G0NHA,Reserved,Call Sign - Amateur,,,
G7VRT,Allocated,Call Sign - Amateur,,1995-08-29,Amateur Full Radio Licence
G0NHC,Reserved,Call Sign - Amateur,,,
G0DSG,Allocated,Call Sign - Amateur,,1985-11-21,Amateur Full Radio Licence
G7LOQ,Reserved,Call Sign - Amateur,,,
G7VFX,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G7LOR,Allocated,Call Sign - Amateur,,2020-06-01,Amateur Full Radio Licence
G7VFY,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G7LOT,Reserved,Call Sign - Amateur,,,
G7VGA,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G7KQB,Reserved,Call Sign - Amateur,,,
G7VGB,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G0NHH,Reserved,Call Sign - Amateur,,,
G7VGC,Allocated,Call Sign - Amateur,,1995-08-01,Amateur Full Radio Licence
G0NHI,Reserved,Call Sign - Amateur,,,
G8GWT,Allocated,Call Sign - Amateur,,1987-05-27,Amateur Full Radio Licence
G0NHQ,Reserved,Call Sign - Amateur,,,
G4SHN,Allocated,Call Sign - Amateur,,1990-02-21,Amateur Full Radio Licence
G0NHW,Reserved,Call Sign - Amateur,,,
G7VKP,Allocated,Call Sign - Amateur,,1995-08-05,Amateur Full Radio Licence
G0NHX,Reserved,Call Sign - Amateur,,,
G7VKU,Allocated,Call Sign - Amateur,,1995-08-05,Amateur Full Radio Licence
G7LOW,Allocated,Call Sign - Amateur,,2017-01-23,Amateur Full Radio Licence
G0DSP,Allocated,Call Sign - Amateur,,1985-11-28,Amateur Full Radio Licence
G7LOX,Reserved,Call Sign - Amateur,,,
G1CZX,Reserved,Call Sign - Amateur,,,
G0BHV,Reserved,Call Sign - Amateur,,,
G7VLA,Allocated,Call Sign - Amateur,,1995-08-05,Amateur Full Radio Licence
G7LPA,Reserved,Call Sign - Amateur,,,
G7VLC,Allocated,Call Sign - Amateur,,1995-08-05,Amateur Full Radio Licence
G0NIB,Reserved,Call Sign - Amateur,,,
G4YJN,Allocated,Call Sign - Amateur,,1984-06-19,Amateur Full Radio Licence
G0NIC,Reserved,Call Sign - Amateur,,,
G1PEL,Allocated,Call Sign - Amateur,,1985-07-18,Amateur Full Radio Licence
G0NIE,Reserved,Call Sign - Amateur,,,
G7VLD,Allocated,Call Sign - Amateur,,1995-08-05,Amateur Full Radio Licence
G0NIO,Reserved,Call Sign - Amateur,,,
G8SYS,Allocated,Call Sign - Amateur,,1979-07-01,Amateur Full Radio Licence
G0BHW,Reserved,Call Sign - Amateur,,,
G4ISP,Allocated,Call Sign - Amateur,,1991-04-17,Amateur Full Radio Licence
G0NIR,Reserved,Call Sign - Amateur,,,
G0DVS,Allocated,Call Sign - Amateur,,1985-12-12,Amateur Full Radio Licence
G0NIU,Reserved,Call Sign - Amateur,,,
G7VLF,Allocated,Call Sign - Amateur,,1995-08-07,Amateur Full Radio Licence
G0NIW,Reserved,Call Sign - Amateur,,,
G7VLG,Allocated,Call Sign - Amateur,,1995-08-07,Amateur Full Radio Licence
G7LPH,Reserved,Call Sign - Amateur,,,
G7VLJ,Allocated,Call Sign - Amateur,,1995-08-07,Amateur Full Radio Licence
G7LPI,Reserved,Call Sign - Amateur,,,
G7MFR,Allocated,Call Sign - Amateur,,1992-07-19,Amateur Full Radio Licence
G7LPJ,Reserved,Call Sign - Amateur,,,
G7VLL,Allocated,Call Sign - Amateur,,1995-08-07,Amateur Full Radio Licence
G7LPL,Reserved,Call Sign - Amateur,,,
G8FBK,Allocated,Call Sign - Amateur,,1987-07-17,Amateur Full Radio Licence
G0NJA,Reserved,Call Sign - Amateur,,,
G7VMG,Allocated,Call Sign - Amateur,,1995-08-08,Amateur Full Radio Licence
G0MER,Reserved,Call Sign - Amateur,,,
G4NEO,Allocated,Call Sign - Amateur,,1990-12-05,Amateur Full Radio Licence
G7LLA,Reserved,Call Sign - Amateur,,,
G0WIW,Allocated,Call Sign - Amateur,,1995-08-07,Amateur Full Radio Licence
G0BHZ,Reserved,Call Sign - Amateur,,,
G0DVU,Allocated,Call Sign - Amateur,,1985-12-12,Amateur Full Radio Licence
G7LLB,Reserved,Call Sign - Amateur,,,
G7VLV,Reserved,Call Sign - Amateur,,,
G7LLC,Reserved,Call Sign - Amateur,,,
G7VLZ,Allocated,Call Sign - Amateur,,1995-08-08,Amateur Full Radio Licence
G7LLE,Reserved,Call Sign - Amateur,,,
G8WGD,Allocated,Call Sign - Amateur,,1980-04-01,Amateur Full Radio Licence
G0JJN,Reserved,Call Sign - Amateur,,,
G7VMB,Reserved,Call Sign - Amateur,,,
G0JJU,Reserved,Call Sign - Amateur,,,
G7HCO,Allocated,Call Sign - Amateur,,1990-07-20,Amateur Full Radio Licence
G0PQH,Reserved,Call Sign - Amateur,,,
G7VMI,Allocated,Call Sign - Amateur,,1995-08-08,Amateur Full Radio Licence
G7KTO,Allocated,Call Sign - Amateur,,2016-11-18,Amateur Full Radio Licence
M3FSE,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0CEX,Reserved,Call Sign - Amateur,,,
M3BCM,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0JKD,Reserved,Call Sign - Amateur,,,
M3BCN,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0JKF,Reserved,Call Sign - Amateur,,,
M3JBD,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0JKK,Reserved,Call Sign - Amateur,,,
M3BCO,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0JKL,Allocated,Call Sign - Amateur,,2020-04-29,Amateur Full Radio Licence
M3TUC,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0JKO,Reserved,Call Sign - Amateur,,,
M3BCQ,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0NGO,Reserved,Call Sign - Amateur,,,
M3BCT,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0BHO,Reserved,Call Sign - Amateur,,,
M3SWN,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0NGS,Reserved,Call Sign - Amateur,,,
M3FEY,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0NGY,Reserved,Call Sign - Amateur,,,
M3BCW,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0GKV,Reserved,Call Sign - Amateur,,,
M3LTN,Allocated,Call Sign - Amateur,,2005-10-11,Amateur Foundation Radio Licence
G7KIK,Reserved,Call Sign - Amateur,,,
M3GRI,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0GKZ,Reserved,Call Sign - Amateur,,,
M3ECS,Allocated,Call Sign - Amateur,,2002-07-18,Amateur Foundation Radio Licence
G0GLB,Reserved,Call Sign - Amateur,,,
M3RNI,Allocated,Call Sign - Amateur,,2002-07-19,Amateur Foundation Radio Licence
G0ALZ,Reserved,Call Sign - Amateur,,,
M3SPV,Allocated,Call Sign - Amateur,,2002-07-19,Amateur Foundation Radio Licence
G7KIJ,Reserved,Call Sign - Amateur,,,
M3UKV,Allocated,Call Sign - Amateur,,2004-01-30,Amateur Foundation Radio Licence
G0GLD,Reserved,Call Sign - Amateur,,,
M3OPA,Allocated,Call Sign - Amateur,,2004-01-30,Amateur Foundation Radio Licence
G0GLF,Reserved,Call Sign - Amateur,,,
M3MJQ,Allocated,Call Sign - Amateur,,2004-01-30,Amateur Foundation Radio Licence
G7LLF,Reserved,Call Sign - Amateur,,,
M3FPE,Allocated,Call Sign - Amateur,,2004-01-30,Amateur Foundation Radio Licence
G0RIR,Allocated,Call Sign - Amateur,,2019-07-25,Amateur Full Radio Licence
M3CIP,Allocated,Call Sign - Amateur,,2002-07-19,Amateur Foundation Radio Licence
G0MFC,Reserved,Call Sign - Amateur,,,
M3BDA,Allocated,Call Sign - Amateur,,2002-07-19,Amateur Foundation Radio Licence
G0MFD,Reserved,Call Sign - Amateur,,,
M3LDF,Allocated,Call Sign - Amateur,,2005-10-11,Amateur Foundation Radio Licence
G0MFE,Reserved,Call Sign - Amateur,,,
M3LLT,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0MFG,Reserved,Call Sign - Amateur,,,
M3RHV,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GHP,Reserved,Call Sign - Amateur,,,
M3CLF,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GHR,Reserved,Call Sign - Amateur,,,
M3JWN,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GHV,Reserved,Call Sign - Amateur,,,
M3ZTP,Allocated,Call Sign - Amateur,,2005-10-11,Amateur Foundation Radio Licence
G0GHX,Reserved,Call Sign - Amateur,,,
M3DFP,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G7KHY,Reserved,Call Sign - Amateur,,,
M3CLO,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0ALT,Reserved,Call Sign - Amateur,,,
M3SEP,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GIJ,Reserved,Call Sign - Amateur,,,
M3RFT,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GIM,Reserved,Call Sign - Amateur,,,
M3OGM,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GIU,Reserved,Call Sign - Amateur,,,
M3CLR,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GIZ,Reserved,Call Sign - Amateur,,,
M3CLV,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GJB,Reserved,Call Sign - Amateur,,,
M3NDY,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GJO,Reserved,Call Sign - Amateur,,,
M3XBC,Allocated,Call Sign - Amateur,,2005-10-11,Amateur Foundation Radio Licence
G0GJT,Reserved,Call Sign - Amateur,,,
M3NJL,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0ALY,Reserved,Call Sign - Amateur,,,
M3CLZ,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GKB,Reserved,Call Sign - Amateur,,,
M3CMI,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GKD,Reserved,Call Sign - Amateur,,,
M3CSM,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GKJ,Reserved,Call Sign - Amateur,,,
M3STR,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GKS,Reserved,Call Sign - Amateur,,,
M3CMM,Allocated,Call Sign - Amateur,,2003-02-06,Amateur Foundation Radio Licence
G0GKT,Reserved,Call Sign - Amateur,,,
M3JBW,Allocated,Call Sign - Amateur,,2003-02-23,Amateur Foundation Radio Licence
G0PQL,Reserved,Call Sign - Amateur,,,
M3CQK,Allocated,Call Sign - Amateur,,2003-02-23,Amateur Foundation Radio Licence
G7KTT,Reserved,Call Sign - Amateur,,,
M3CQL,Allocated,Call Sign - Amateur,,2003-02-23,Amateur Foundation Radio Licence
G7KTV,Reserved,Call Sign - Amateur,,,
M3VNS,Allocated,Call Sign - Amateur,,2003-02-23,Amateur Foundation Radio Licence
G0JLC,Reserved,Call Sign - Amateur,,,
M3CYN,Reserved,Call Sign - Amateur,,,
G0JLG,Reserved,Call Sign - Amateur,,,
M3CQO,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0JLH,Reserved,Call Sign - Amateur,,,
M3CQP,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0JLK,Reserved,Call Sign - Amateur,,,
M3CQR,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0JLM,Reserved,Call Sign - Amateur,,,
M3CQT,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0JLR,Allocated,Call Sign - Amateur,,2018-03-15,Amateur Full Radio Licence
M3TYL,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0CFA,Reserved,Call Sign - Amateur,,,
M3KTV,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G7KUA,Reserved,Call Sign - Amateur,,,
M3ILY,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G7KUD,Reserved,Call Sign - Amateur,,,
M3CQW,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G7KUE,Reserved,Call Sign - Amateur,,,
M3CQX,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0JLT,Reserved,Call Sign - Amateur,,,
M3CQZ,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0JMA,Reserved,Call Sign - Amateur,,,
M3CRB,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G0JMF,Reserved,Call Sign - Amateur,,,
M3PZF,Allocated,Call Sign - Amateur,,2006-11-22,Amateur Foundation Radio Licence
G0JMM,Reserved,Call Sign - Amateur,,,
M3MPF,Allocated,Call Sign - Amateur,,2003-02-24,Amateur Foundation Radio Licence
G7KUH,Reserved,Call Sign - Amateur,,,
M3CRE,Allocated,Call Sign - Amateur,,2003-02-25,Amateur Foundation Radio Licence
G0CFF,Reserved,Call Sign - Amateur,,,
M3SXR,Allocated,Call Sign - Amateur,,2003-02-25,Amateur Foundation Radio Licence
G7KUI,Reserved,Call Sign - Amateur,,,
M3VAZ,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G7KUK,Reserved,Call Sign - Amateur,,,
M3OWN,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G0JNB,Reserved,Call Sign - Amateur,,,
M3DYU,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G0IZS,Reserved,Call Sign - Amateur,,,
M3UCS,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G0JND,Reserved,Call Sign - Amateur,,,
M3TMM,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G0JNI,Reserved,Call Sign - Amateur,,,
M3CVL,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G0JNO,Reserved,Call Sign - Amateur,,,
M3SEZ,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G7KUO,Reserved,Call Sign - Amateur,,,
M3MIS,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G7KUP,Reserved,Call Sign - Amateur,,,
M3VBK,Allocated,Call Sign - Amateur,,2003-03-12,Amateur Foundation Radio Licence
G7KUQ,Reserved,Call Sign - Amateur,,,
M3CVN,Reserved,Call Sign - Amateur,,,
G0CFG,Reserved,Call Sign - Amateur,,,
M3PLC,Allocated,Call Sign - Amateur,,2003-03-13,Amateur Foundation Radio Licence
G0JNW,Reserved,Call Sign - Amateur,,,
M3FHM,Allocated,Call Sign - Amateur,,2002-09-05,Amateur Foundation Radio Licence
G0JNX,Reserved,Call Sign - Amateur,,,
M3BIK,Allocated,Call Sign - Amateur,,2002-09-05,Amateur Foundation Radio Licence
G0JNY,Allocated,Call Sign - Amateur,,2017-12-15,Amateur Full Radio Licence
M3GRZ,Allocated,Call Sign - Amateur,,2002-09-05,Amateur Foundation Radio Licence
G0JOE,Reserved,Call Sign - Amateur,,,
M3JBM,Allocated,Call Sign - Amateur,,2002-09-06,Amateur Foundation Radio Licence
G0JOI,Reserved,Call Sign - Amateur,,,
M3SHM,Allocated,Call Sign - Amateur,,2002-09-06,Amateur Foundation Radio Licence
G0JOJ,Reserved,Call Sign - Amateur,,,
M3BIM,Allocated,Call Sign - Amateur,,2002-09-06,Amateur Foundation Radio Licence
G7KUS,Reserved,Call Sign - Amateur,,,
M3YAJ,Allocated,Call Sign - Amateur,,2002-02-18,Amateur Foundation Radio Licence
G7KUT,Reserved,Call Sign - Amateur,,,
M3ZLH,Allocated,Call Sign - Amateur,,2002-02-18,Amateur Foundation Radio Licence
20YYX,Allocated,Call Sign - Amateur,,2019-03-28,Amateur Intermediate Radio Licence
M3DRL,Allocated,Call Sign - Amateur,,2002-02-18,Amateur Foundation Radio Licence
G0JEY,Reserved,Call Sign - Amateur,,,
M3OBE,Allocated,Call Sign - Amateur,,2002-02-18,Amateur Foundation Radio Licence
G0JFG,Reserved,Call Sign - Amateur,,,
M3PWL,Allocated,Call Sign - Amateur,,2002-02-18,Amateur Foundation Radio Licence
G0JFI,Reserved,Call Sign - Amateur,,,
M3MIG,Allocated,Call Sign - Amateur,,2002-02-18,Amateur Foundation Radio Licence
G0JFJ,Reserved,Call Sign - Amateur,,,
M3IKV,Allocated,Call Sign - Amateur,,2004-12-23,Amateur Foundation Radio Licence
G0PYK,Reserved,Call Sign - Amateur,,,
M3PTQ,Allocated,Call Sign - Amateur,,2006-11-06,Amateur Foundation Radio Licence
G0CDW,Reserved,Call Sign - Amateur,,,
M3PUC,Reserved,Call Sign - Amateur,,,
G0JFR,Reserved,Call Sign - Amateur,,,
M3PQQ,Allocated,Call Sign - Amateur,,2006-11-02,Amateur Foundation Radio Licence
G0JFS,Reserved,Call Sign - Amateur,,,
M3FRD,Allocated,Call Sign - Amateur,,2002-06-27,Amateur Foundation Radio Licence
G0JFT,Reserved,Call Sign - Amateur,,,
M3PUE,Allocated,Call Sign - Amateur,,2006-11-06,Amateur Foundation Radio Licence
G7KRR,Reserved,Call Sign - Amateur,,,
M3DPP,Allocated,Call Sign - Amateur,,2002-02-28,Amateur Foundation Radio Licence
G0PPV,Reserved,Call Sign - Amateur,,,
M3DFC,Allocated,Call Sign - Amateur,,2003-01-08,Amateur Foundation Radio Licence
G0JFW,Reserved,Call Sign - Amateur,,,
M3SOT,Allocated,Call Sign - Amateur,,2003-05-02,Amateur Foundation Radio Licence
G0JFX,Reserved,Call Sign - Amateur,,,
M3FIZ,Allocated,Call Sign - Amateur,,2003-12-04,Amateur Foundation Radio Licence
G0JFY,Reserved,Call Sign - Amateur,,,
M3OYM,Allocated,Call Sign - Amateur,,2006-09-21,Amateur Foundation Radio Licence
G0BGS,Reserved,Call Sign - Amateur,,,
M3OYN,Allocated,Call Sign - Amateur,,2006-09-21,Amateur Foundation Radio Licence
G0NBK,Reserved,Call Sign - Amateur,,,
M3KYD,Allocated,Call Sign - Amateur,,2002-06-27,Amateur Foundation Radio Licence
G0NBL,Reserved,Call Sign - Amateur,,,
M3AVZ,Allocated,Call Sign - Amateur,,2002-06-19,Amateur Foundation Radio Licence
G0NBN,Reserved,Call Sign - Amateur,,,
M3XAA,Allocated,Call Sign - Amateur,,2006-10-13,Amateur Foundation Radio Licence
G0NBR,Reserved,Call Sign - Amateur,,,
M3TIO,Allocated,Call Sign - Amateur,,2006-10-13,Amateur Foundation Radio Licence
G0NBS,Reserved,Call Sign - Amateur,,,
M3VGC,Allocated,Call Sign - Amateur,,2002-06-27,Amateur Foundation Radio Licence
G0NBT,Reserved,Call Sign - Amateur,,,
M3OWV,Allocated,Call Sign - Amateur,,2006-09-14,Amateur Foundation Radio Licence
G0NBU,Reserved,Call Sign - Amateur,,,
M3OWX,Allocated,Call Sign - Amateur,,2006-09-14,Amateur Foundation Radio Licence
G0NBV,Reserved,Call Sign - Amateur,,,
M3VMV,Allocated,Call Sign - Amateur,,2003-04-22,Amateur Foundation Radio Licence
G0NBX,Reserved,Call Sign - Amateur,,,
M3OWY,Allocated,Call Sign - Amateur,,2006-09-14,Amateur Foundation Radio Licence
G0NBY,Reserved,Call Sign - Amateur,,,
M3OWZ,Allocated,Call Sign - Amateur,,2006-09-14,Amateur Foundation Radio Licence
G0BGZ,Reserved,Call Sign - Amateur,,,
M3OXA,Allocated,Call Sign - Amateur,,2006-09-14,Amateur Foundation Radio Licence
G0NBZ,Reserved,Call Sign - Amateur,,,
M3KLD,Allocated,Call Sign - Amateur,,2002-09-19,Amateur Foundation Radio Licence
G0NCB,Reserved,Call Sign - Amateur,,,
M3OXB,Allocated,Call Sign - Amateur,,2006-09-18,Amateur Foundation Radio Licence
G0NCC,Reserved,Call Sign - Amateur,,,
M3OXG,Allocated,Call Sign - Amateur,,2006-09-18,Amateur Foundation Radio Licence
G0NCD,Reserved,Call Sign - Amateur,,,
M3PQT,Allocated,Call Sign - Amateur,,2006-11-02,Amateur Foundation Radio Licence
G7LOB,Reserved,Call Sign - Amateur,,,
M3TXL,Allocated,Call Sign - Amateur,,2003-03-21,Amateur Foundation Radio Licence
G7LOC,Reserved,Call Sign - Amateur,,,
M3DVK,Allocated,Call Sign - Amateur,,2003-05-20,Amateur Foundation Radio Licence
G0NCG,Reserved,Call Sign - Amateur,,,
M3ITL,Allocated,Call Sign - Amateur,,2003-05-21,Amateur Foundation Radio Licence
G0NCI,Reserved,Call Sign - Amateur,,,
M3DVM,Allocated,Call Sign - Amateur,,2003-05-21,Amateur Foundation Radio Licence
G0NCP,Reserved,Call Sign - Amateur,,,
M3DVO,Reserved,Call Sign - Amateur,,,
G7LOD,Reserved,Call Sign - Amateur,,,
M3EBG,Allocated,Call Sign - Amateur,,2003-05-21,Amateur Foundation Radio Licence
G0BHB,Reserved,Call Sign - Amateur,,,
M3RLR,Allocated,Call Sign - Amateur,,2003-05-21,Amateur Foundation Radio Licence
G0NDG,Reserved,Call Sign - Amateur,,,
M3EQN,Allocated,Call Sign - Amateur,,2003-09-11,Amateur Foundation Radio Licence
G0NDH,Reserved,Call Sign - Amateur,,,
M3EQQ,Allocated,Call Sign - Amateur,,2003-09-11,Amateur Foundation Radio Licence
G0NDI,Reserved,Call Sign - Amateur,,,
M3HPN,Allocated,Call Sign - Amateur,,2003-09-11,Amateur Foundation Radio Licence
G0NDO,Reserved,Call Sign - Amateur,,,
M3DCJ,Allocated,Call Sign - Amateur,,2003-04-02,Amateur Foundation Radio Licence
G0NDR,Reserved,Call Sign - Amateur,,,
M3DCN,Allocated,Call Sign - Amateur,,2003-04-02,Amateur Foundation Radio Licence
G0NDW,Reserved,Call Sign - Amateur,,,
M3DCO,Allocated,Call Sign - Amateur,,2003-04-02,Amateur Foundation Radio Licence
G0NDX,Reserved,Call Sign - Amateur,,,
M3VLN,Allocated,Call Sign - Amateur,,2003-04-03,Amateur Foundation Radio Licence
G0NEA,Reserved,Call Sign - Amateur,,,
M3DDL,Allocated,Call Sign - Amateur,,2003-04-03,Amateur Foundation Radio Licence
G0NEI,Reserved,Call Sign - Amateur,,,
M3DDN,Allocated,Call Sign - Amateur,,2003-04-03,Amateur Foundation Radio Licence
G0NEK,Reserved,Call Sign - Amateur,,,
M3IHD,Allocated,Call Sign - Amateur,,2003-10-09,Amateur Foundation Radio Licence
G0BHC,Reserved,Call Sign - Amateur,,,
M3UPT,Allocated,Call Sign - Amateur,,2003-10-09,Amateur Foundation Radio Licence
G0NEL,Reserved,Call Sign - Amateur,,,
M3EWV,Allocated,Call Sign - Amateur,,2003-10-09,Amateur Foundation Radio Licence
G0NEX,Reserved,Call Sign - Amateur,,,
M3EWW,Allocated,Call Sign - Amateur,,2003-10-09,Amateur Foundation Radio Licence
G0NFC,Reserved,Call Sign - Amateur,,,
M3EWY,Allocated,Call Sign - Amateur,,2003-10-09,Amateur Foundation Radio Licence
G0NFD,Reserved,Call Sign - Amateur,,,
M3VFG,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G7LZR,Reserved,Call Sign - Amateur,,,
M3LLJ,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G7LOJ,Reserved,Call Sign - Amateur,,,
M3DNX,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G0NFK,Reserved,Call Sign - Amateur,,,
M3DNZ,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G0NFM,Reserved,Call Sign - Amateur,,,
M3DOA,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G0NFP,Reserved,Call Sign - Amateur,,,
M3DOE,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G0NFS,Reserved,Call Sign - Amateur,,,
M3DOI,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G0BHJ,Reserved,Call Sign - Amateur,,,
M3GHA,Allocated,Call Sign - Amateur,,2003-04-30,Amateur Foundation Radio Licence
G0NFT,Reserved,Call Sign - Amateur,,,
M3SZY,Allocated,Call Sign - Amateur,,2003-05-01,Amateur Foundation Radio Licence
