callsign,status,licence_class,created_date,last_modified_date,reserved_to_date,licence_cancel_date
G6JAJ,Reserved,,2016-08-12,2016-08-12,,
G6JAZ,Reserved,,2016-08-12,2016-08-12,,
G6JBG,Reserved,,2016-08-02,2016-08-12,,
G6JBH,Reserved,,2016-08-12,2016-08-12,,
G6JBJ,Reserved,,2016-08-12,2016-08-12,,
G6JBK,Reserved,,2016-08-12,2016-08-12,,
G6JBP,Reserved,,2016-08-12,2016-08-12,,
G6JBT,Reserved,,2016-08-12,2016-08-12,,
G6JBW,Reserved,,2016-08-12,2016-08-12,,
G6JBZ,Reserved,,2016-08-12,2016-08-12,,
G6JCE,Reserved,,2016-08-12,2016-08-12,,
G6JCL,Reserved,,2016-08-12,2016-08-12,,
G6JCO,Reserved,,2016-08-12,2016-08-12,,
G6JCQ,Reserved,,2016-08-12,2016-08-12,,
G6JDJ,Reserved,,2016-08-12,2016-08-12,,
G6JDT,Reserved,,2016-07-23,2016-08-12,,1982-06-11
G6JDU,Reserved,,2016-08-12,2016-08-12,,
G6JDY,Reserved,,2016-07-23,2016-07-23,,1984-06-12
G6JEC,Reserved,,2016-08-12,2016-08-12,,
G6JEK,Reserved,,2016-08-12,2016-08-12,,
G6JEL,Reserved,,2016-08-12,2016-08-12,,
G6JEM,Reserved,,2016-08-12,2016-08-12,,
G6JEN,Reserved,,2016-08-12,2016-08-12,,
G6JES,Reserved,,2016-08-12,2016-08-12,,
G6JFB,Reserved,,2016-08-12,2016-08-12,,
G6JFD,Reserved,,2016-08-12,2016-08-12,,
G6JFE,Reserved,,2016-08-12,2016-08-12,,
G6JFJ,Reserved,,2016-08-02,2016-08-02,,
G6JFK,Reserved,,2016-08-02,2016-08-02,,
G6JFM,Reserved,,2016-08-12,2016-08-12,,
G6JFO,Reserved,,2016-08-12,2016-08-12,,
G6JFX,Reserved,,2016-08-12,2016-08-12,,
G6JFZ,Reserved,,2016-07-23,2016-08-12,,1983-06-14
G6JGA,Reserved,,2016-08-12,2016-08-12,,
G6JGE,Reserved,,2016-08-12,2016-08-12,,
G6JGG,Reserved,,2016-08-12,2016-08-12,,
G6JGI,Reserved,,2016-08-12,2016-08-12,,
G6JGK,Reserved,,2016-08-12,2016-08-12,,
G6JGL,Reserved,,2016-08-02,2016-08-12,,
G6JGM,Reserved,,2016-08-12,2016-08-12,,
G6JGU,Reserved,,2016-08-12,2016-08-12,,
G6JHA,Reserved,,2016-08-02,2016-08-02,,
G6JHJ,Reserved,,2016-08-12,2016-08-12,,
G6JHM,Reserved,,2016-08-12,2016-08-12,,
G6JHN,Reserved,,2016-08-12,2016-08-12,,
G6JHY,Reserved,,2016-08-12,2016-08-12,,
G6JIG,Reserved,,2016-08-12,2016-08-12,,
G6JIP,Reserved,,2016-08-12,2016-08-12,,
G6JIX,Reserved,,2016-08-12,2016-08-12,,
G6JIZ,Reserved,,2016-08-12,2016-08-12,,
G6JJC,Reserved,,2016-08-12,2016-08-12,,
G6JJE,Reserved,,2016-07-23,2017-12-14,,2004-08-10
G6JJH,Reserved,,2016-08-12,2016-08-12,,
G6JJO,Reserved,,2016-08-02,2016-08-02,,
G6JJV,Reserved,,2016-08-12,2016-08-12,,
G6JKB,Reserved,,2016-08-12,2016-08-12,,
G6JKJ,Reserved,,2016-08-12,2016-08-12,,
G6JKL,Reserved,,2016-08-12,2016-08-12,,
G6JKM,Reserved,,2016-08-12,2016-08-12,,
G6JKP,Reserved,,2016-08-12,2016-08-12,,
G6JKS,Reserved,,2016-08-12,2016-08-12,,
G6JKX,Reserved,,2016-08-12,2016-08-12,,
G6JLJ,Reserved,,2016-08-12,2016-08-12,,
G6JLP,Reserved,,2016-08-12,2016-08-12,,
G6JLR,Reserved,,2016-08-12,2018-03-14,,2018-02-23
G6JLV,Reserved,,2016-08-12,2016-08-12,,
G6JLY,Reserved,,2016-08-12,2016-08-12,,
G6JMA,Reserved,,2016-08-02,2016-08-02,,
G6JMK,Reserved,,2016-08-12,2016-08-12,,
G6JMS,Reserved,,2016-08-12,2016-08-12,,
G6JMT,Reserved,,2016-08-12,2016-08-12,,
G6JMZ,Reserved,,2016-08-12,2016-08-12,,
G6JNA,Reserved,,2016-08-12,2016-08-12,,
G6JNB,Reserved,,2016-08-02,2016-08-12,,
G6JNC,Reserved,,2016-08-12,2016-08-12,,
G6JND,Reserved,,2016-08-12,2016-08-12,,
G6JNE,Reserved,,2016-07-23,2016-10-24,,1983-06-18
G6JNI,Reserved,,2016-08-12,2016-08-12,,
G6JNK,Reserved,,2016-08-12,2016-08-12,,
G6JNP,Reserved,,2016-08-12,2016-08-12,,
G6JOI,Reserved,,2016-07-23,2016-07-23,,1982-06-24
G6JOY,Reserved,,2016-08-12,2016-08-12,,
G6JOZ,Reserved,,2016-08-12,2016-08-12,,
G6JPI,Reserved,,2016-08-12,2016-08-12,,
G6JPN,Reserved,,2016-08-12,2016-08-12,,
G6JPY,Reserved,,2016-08-12,2016-08-12,,
G6JPZ,Reserved,,2016-08-12,2016-08-12,,
G6JQB,Reserved,,2016-08-12,2016-08-12,,
G6JQQ,Reserved,,2016-08-12,2016-08-12,,
G6JQS,Reserved,,2016-08-12,2016-08-12,,
G6JQT,Reserved,,2016-08-12,2016-08-12,,
G6JRA,Reserved,,2016-08-12,2016-08-12,,
G6JRH,Reserved,,2016-08-12,2016-08-12,,
G6JRO,Reserved,,2016-08-12,2016-08-12,,
G6JRP,Reserved,,2016-08-12,2016-08-12,,
G6JSA,Reserved,,2016-08-12,2016-08-12,,
G6JSC,Reserved,,2016-08-12,2016-08-12,,
G6JSH,Reserved,,2016-08-12,2016-08-12,,
G6JSS,Reserved,,2016-08-12,2016-08-12,,
G6JSZ,Reserved,,2016-08-12,2016-08-12,,
G6JTA,Reserved,,2016-08-12,2016-08-12,,
G6JTJ,Reserved,,2016-08-12,2016-08-12,,
G6JTL,Reserved,,2016-08-12,2016-08-12,,
G6JTS,Reserved,,2016-08-12,2016-08-12,,
G6JTU,Reserved,,2016-08-12,2016-08-12,,
G6JTY,Reserved,,2016-08-12,2016-08-12,,
G6JTZ,Reserved,,2016-08-12,2016-08-12,,
G6JUC,Reserved,,2016-08-12,2016-08-12,,
G6JUG,Reserved,,2016-08-12,2016-08-12,,
G6JUJ,Reserved,,2016-08-12,2016-08-12,,
G6JUL,Reserved,,2016-08-12,2016-08-12,,
G6JUO,Reserved,,2016-08-12,2016-08-12,,
G6JUY,Reserved,,2016-08-12,2016-08-12,,
G6JVG,Reserved,,2016-08-12,2016-08-12,,
G6JVL,Reserved,,2016-08-12,2016-08-12,,
G6JVP,Reserved,,2016-07-23,2017-11-17,,1983-06-24
G6JVQ,Reserved,,2016-08-12,2016-08-12,,
G6JVR,Reserved,,2016-08-12,2016-08-12,,
G6JWC,Reserved,,2016-08-12,2016-08-12,,
G6JWI,Reserved,,2016-08-12,2016-08-12,,
G6JWU,Reserved,,2016-08-12,2016-08-12,,
G6JWX,Reserved,,2016-07-23,2016-08-12,,1983-06-25
G6JWY,Reserved,,2016-08-12,2016-08-12,,
G6JWZ,Reserved,,2016-07-23,2016-08-12,,1983-06-25
G6JXK,Reserved,,2016-08-12,2016-08-12,,
G6JXM,Reserved,,2016-08-12,2016-08-12,,
G6JXO,Reserved,,2016-08-12,2016-08-12,,
G6JXP,Reserved,,2016-08-12,2016-08-12,,
G6JXR,Reserved,,2016-08-12,2016-08-12,,
G6JXW,Reserved,,2016-08-12,2016-08-12,,
G6JYI,Reserved,,2016-08-12,2016-08-12,,
G6JYS,Reserved,,2016-08-12,2016-08-12,,
G6JYT,Reserved,,2016-08-12,2016-08-12,,
G6JYW,Reserved,,2016-08-12,2016-08-12,,
G6JZQ,Reserved,,2016-08-12,2016-08-12,,
G6JZS,Reserved,,2016-08-02,2016-08-12,,
G6JZT,Reserved,,2016-08-12,2016-08-12,,
G6KAA,Reserved,,2016-07-23,2016-08-12,,1982-06-30
G6KAB,Reserved,,2016-08-12,2016-08-12,,
G6KAC,Reserved,,2016-08-02,2016-08-12,,
G6KBA,Reserved,,2016-07-23,2016-08-12,,1982-06-30
G6KBB,Reserved,,2016-08-12,2016-08-12,,
G6KBF,Reserved,,2016-08-12,2016-08-12,,
G6KBI,Reserved,,2016-08-02,2016-08-02,,
G6KCE,Reserved,,2016-08-12,2016-08-12,,
G6KDI,Reserved,,2016-08-12,2016-08-12,,
G6KDJ,Reserved,,2016-08-12,2016-08-12,,
G6KDP,Reserved,,2016-08-12,2016-08-12,,
G6KEA,Reserved,,2016-08-12,2016-08-12,,
G6KEB,Reserved,,2016-08-12,2016-08-12,,
G6KEG,Reserved,,2016-08-12,2016-08-12,,
G6KEJ,Reserved,,2016-07-23,2016-07-23,,1982-06-30
G6KEP,Reserved,,2016-08-12,2016-08-12,,
G6KEQ,Reserved,,2016-08-02,2016-08-12,,
G6KER,Reserved,,2016-08-12,2016-08-12,,
G6KES,Reserved,,2016-08-12,2016-08-12,,
G6KFB,Reserved,,2016-08-12,2016-08-12,,
G6KFC,Reserved,,2016-08-12,2016-08-12,,
G6KFF,Reserved,,2016-08-12,2016-08-12,,
G6KFH,Reserved,,2016-08-12,2016-08-12,,
G6KFI,Reserved,,2016-08-12,2016-08-12,,
G6KFJ,Reserved,,2016-08-12,2016-08-12,,
G6KFK,Reserved,,2016-08-12,2016-08-12,,
G6KFV,Reserved,,2016-08-02,2016-08-02,,
G6KGB,Reserved,,2016-07-23,2016-07-23,,1982-07-02
G6KGD,Reserved,,2016-08-12,2016-08-12,,
G6KGF,Reserved,,2016-08-12,2016-08-12,,
G6KGG,Reserved,,2016-07-23,2017-01-24,,1983-07-07
G6KGH,Reserved,,2016-08-12,2016-08-12,,
G6KGS,Reserved,,2016-08-12,2016-08-12,,
G6KGX,Reserved,,2016-08-12,2016-08-12,,
G6KHC,Reserved,,2016-07-23,2016-07-23,,1982-07-08
G6KHF,Reserved,,2016-08-12,2016-08-12,,
G6KHH,Reserved,,2016-08-12,2016-08-12,,
G6KHP,Reserved,,2016-07-23,2016-10-31,,1989-01-12
G6KHR,Reserved,,2016-08-12,2016-08-12,,
G6KIF,Reserved,,2016-08-12,2016-08-12,,
G6KII,Reserved,,2016-08-12,2016-08-12,,
G6KIJ,Reserved,,2016-08-12,2016-08-12,,
G6KIO,Reserved,,2016-07-23,2016-07-23,,2010-09-02
G6KIT,Reserved,,2016-08-12,2016-08-12,,
G6KJB,Reserved,,2016-08-12,2016-10-11,,
G6KJD,Reserved,,2016-07-23,2016-07-23,,1982-07-08
G6KJF,Reserved,,2016-08-12,2016-08-12,,
G6KJI,Reserved,,2016-08-12,2016-08-12,,
G6KJO,Reserved,,2016-08-02,2016-08-02,,
G6KJQ,Reserved,,2016-08-02,2016-08-02,,
G6KJX,Reserved,,2016-08-12,2016-08-12,,
G6KKD,Reserved,,2016-08-12,2016-08-12,,
G6KKG,Reserved,,2016-08-12,2016-08-12,,
G6KKH,Reserved,,2016-08-12,2016-08-12,,
G6KKL,Reserved,,2016-07-23,2016-08-12,,1982-07-08
G6KKM,Reserved,,2016-08-12,2016-08-12,,
G6KKO,Reserved,,2016-08-12,2016-08-12,,
G6KKP,Reserved,,2016-07-23,2017-02-20,,1982-07-08
G6KKS,Reserved,,2016-08-12,2016-08-12,,
G6KKT,Reserved,,2016-08-12,2016-08-12,,
G6KLA,Reserved,,2016-08-12,2016-08-12,,
G6KLB,Reserved,,2016-08-12,2016-08-12,,
G6KLE,Reserved,,2016-08-12,2016-08-12,,
G6KLK,Reserved,,2016-08-02,2016-08-12,,
G6KLL,Reserved,,2016-08-12,2016-08-12,,
G6KLM,Reserved,,2016-08-02,2016-08-12,,
G6KLO,Reserved,,2016-08-12,2016-08-12,,
G6KLR,Reserved,,2016-08-02,2016-08-02,,
G6KLY,Reserved,,2016-08-12,2016-08-12,,
G6KMC,Reserved,,2016-08-12,2016-08-12,,
G6KMD,Reserved,,2016-08-12,2016-08-12,,
G6KMF,Reserved,,2016-08-12,2016-08-12,,
G6KML,Reserved,,2016-08-12,2016-08-12,,
G6KMX,Reserved,,2016-08-12,2016-08-12,,
G6KNA,Reserved,,2019-07-24,2019-09-17,,2019-07-24
G6KNB,Reserved,,2016-08-12,2019-07-24,,
G6KND,Reserved,,2016-08-12,2016-08-12,,
G6KNI,Reserved,,2016-08-12,2016-08-12,,
G6KNP,Reserved,,2016-08-12,2016-08-12,,
G6KNS,Reserved,,2016-08-12,2016-08-12,,
G6KNZ,Reserved,,2016-08-12,2016-08-12,,
G6KOF,Reserved,,2016-08-12,2016-08-12,,
G6KOO,Reserved,,2016-08-12,2016-08-12,,
G6KOQ,Reserved,,2016-08-12,2016-08-12,,
G6KPF,Reserved,,2016-08-12,2016-08-12,,
G6KPH,Reserved,,2016-08-12,2016-08-12,,
G6KPI,Reserved,,2016-08-02,2016-08-12,,
G6KPN,Reserved,,2016-08-12,2016-08-12,,
G6KPP,Reserved,,2016-08-12,2016-08-12,,
G6KPR,Reserved,,2016-08-02,2016-08-02,,
G6KPV,Reserved,,2016-08-12,2016-08-12,,
G6KPY,Reserved,,2016-08-02,2016-08-02,,
G6KQC,Reserved,,2016-08-12,2016-08-12,,
G6KQF,Reserved,,2016-08-02,2016-08-02,,
G6KQM,Reserved,,2016-08-12,2016-08-12,,
G6KQO,Reserved,,2016-08-12,2016-08-12,,
G6KQV,Reserved,,2016-08-12,2016-08-12,,
G6KQY,Reserved,,2016-08-12,2016-08-12,,
G6KRA,Reserved,,2016-08-12,2016-08-12,,
G6KRC,Available,,2016-07-23,2020-03-26,,
G6KRJ,Reserved,,2016-08-12,2016-08-12,,
G6KRL,Reserved,,2019-11-05,2019-11-07,,2019-11-06
G6KRO,Reserved,,2016-08-12,2016-08-12,,
G6KRQ,Reserved,,2016-07-23,2016-07-23,,1982-07-29
G6KRX,Reserved,,2016-08-12,2016-08-12,,
G6KSA,Reserved,,2016-08-12,2016-08-12,,
G6KSD,Reserved,,2016-08-12,2016-08-12,,
G6KSE,Reserved,,2016-08-12,2016-08-12,,
G6KSF,Reserved,,2016-08-12,2016-08-12,,
G6KSH,Reserved,,2016-08-12,2016-08-12,,
G6KSQ,Reserved,,2016-08-12,2016-08-12,,
G6KSS,Reserved,,2016-08-12,2016-08-12,,
G6KSU,Reserved,,2016-08-12,2016-08-12,,
G6KSY,Reserved,,2016-08-12,2016-08-12,,
G6KTD,Reserved,,2016-08-12,2016-08-12,,
G6KTF,Reserved,,2016-08-12,2016-08-12,,
G6KTU,Reserved,,2016-08-12,2016-08-12,,
G6KTW,Reserved,,2016-08-12,2016-08-12,,
G6KUH,Reserved,,2016-08-12,2016-08-12,,
G6KUL,Reserved,,2016-08-12,2016-08-12,,
G6KUN,Reserved,,2016-08-02,2016-08-12,,
G6KUO,Reserved,,2016-08-12,2016-08-12,,
G6KUR,Reserved,,2016-08-12,2016-08-12,,
G6KUX,Reserved,,2016-08-12,2016-08-12,,
G6KV,Reserved,,2016-07-23,2020-03-24,,2003-01-16
G6KVB,Reserved,,2016-08-12,2016-08-12,,
G6KVV,Reserved,,2016-08-12,2016-08-12,,
G6KVX,Reserved,,2016-07-23,2016-07-23,,1983-08-06
G6KWC,Reserved,,2016-08-02,2016-08-02,,
G6KWE,Reserved,,2016-08-12,2016-08-12,,
G6KWG,Reserved,,2016-08-12,2016-08-12,,
G6KWK,Reserved,,2016-08-12,2016-08-12,,
G6KWX,Reserved,,2016-08-12,2016-08-12,,
G6KXK,Reserved,,2016-08-12,2016-08-12,,
G6KXX,Reserved,,2016-08-12,2016-08-12,,
G6KXY,Reserved,,2016-08-12,2016-08-12,,
G6KXZ,Reserved,,2016-08-12,2016-08-12,,
G6KYH,Reserved,,2016-08-12,2016-08-12,,
G6KYK,Reserved,,2016-08-12,2016-08-12,,
G6KYO,Reserved,,2016-08-12,2016-08-12,,
G6KYR,Reserved,,2016-08-12,2016-08-12,,
G6KYV,Reserved,,2016-08-12,2016-08-12,,
G6KYW,Reserved,,2016-08-12,2016-08-12,,
G6KZA,Reserved,,2016-08-12,2016-08-12,,
G6KZF,Reserved,,2016-08-02,2016-08-02,,
G6KZH,Reserved,,2016-08-12,2016-08-12,,
G6KZM,Reserved,,2016-08-12,2016-08-12,,
G6KZR,Reserved,,2016-08-12,2016-08-12,,
G6KZU,Reserved,,2016-08-12,2016-08-12,,
G6LAH,Reserved,,2016-08-12,2016-08-12,,
G6LAI,Reserved,,2016-08-12,2016-08-12,,
G6LAJ,Reserved,,2016-08-12,2016-08-12,,
G6LAK,Reserved,,2016-08-02,2016-08-12,,
G6LAP,Reserved,,2016-08-12,2019-01-09,,
G6LAQ,Reserved,,2016-08-02,2016-08-12,,
G6LAX,Reserved,,2016-08-12,2016-08-12,,
G6LAY,Reserved,,2016-08-12,2016-08-12,,
G6LBM,Reserved,,2016-08-12,2016-08-12,,
G6LBP,Reserved,,2016-08-12,2016-08-12,,
G6LBV,Reserved,,2016-08-12,2016-08-12,,
G6LBZ,Reserved,,2016-08-12,2016-08-12,,
G6LCB,Reserved,,2016-08-12,2016-08-12,,
G6LCD,Reserved,,2016-08-12,2016-08-12,,
G6LCH,Reserved,,2016-08-12,2016-08-12,,
G6LCM,Reserved,,2016-08-12,2016-08-12,,
G6LCR,Reserved,,2016-08-12,2016-08-12,,
G6LDH,Reserved,,2016-08-12,2016-08-12,,
G6LDQ,Reserved,,2016-08-12,2016-08-12,,
G6LED,Reserved,,2016-08-12,2016-08-12,,
G6LEH,Reserved,,2016-08-12,2016-08-12,,
G6LEL,Reserved,,2016-08-12,2016-08-12,,
G6LEN,Reserved,,2016-08-12,2016-08-12,,
G6LES,Reserved,,2016-08-12,2016-08-12,,
G6LFK,Reserved,,2016-08-12,2016-08-12,,
G6LFP,Reserved,,2016-08-12,2016-08-12,,
G6LGA,Reserved,,2016-08-12,2016-08-12,,
G6LGC,Reserved,,2016-08-02,2016-08-02,,
G6LGH,Reserved,,2016-08-02,2016-08-02,,
G6LGN,Reserved,,2016-08-12,2016-08-12,,
G6LGO,Reserved,,2016-08-12,2016-08-12,,
G6LGQ,Reserved,,2016-08-12,2016-08-12,,
G6LGU,Reserved,,2016-08-12,2016-08-12,,
G6LHB,Reserved,,2016-08-12,2016-08-12,,
G6LHI,Reserved,,2016-08-12,2016-08-12,,
G6LHV,Reserved,,2016-08-12,2016-08-12,,
G6LIE,Reserved,,2016-08-12,2016-08-12,,
G6LIH,Reserved,,2016-08-12,2016-08-12,,
G6LIP,Reserved,,2016-08-12,2016-08-12,,
G6LIY,Reserved,,2016-08-12,2016-08-12,,
G6LJA,Reserved,,2016-08-02,2016-08-12,,
G6LJB,Reserved,,2016-08-12,2016-08-12,,
G6LJL,Reserved,,2016-08-12,2016-08-12,,
G6LJP,Reserved,,2016-08-12,2016-08-12,,
G6LKK,Reserved,,2016-08-12,2016-08-12,,
G6LKM,Reserved,,2016-08-12,2016-08-12,,
G6LKS,Reserved,,2016-08-12,2016-08-12,,
G6LKT,Reserved,,2016-08-12,2016-08-12,,
G6LKY,Reserved,,2016-07-23,2016-07-23,,1982-09-02
G6LLJ,Reserved,,2016-08-12,2016-08-12,,
G6LLR,Reserved,,2016-07-23,2016-07-23,,1982-09-06
G6LLT,Reserved,,2016-08-12,2016-08-12,,
G6LMF,Reserved,,2016-07-23,2016-08-12,,1982-09-06
G6LMG,Reserved,,2016-08-12,2016-08-12,,
G6LMK,Reserved,,2016-07-23,2019-05-20,,1982-09-06
G6LML,Reserved,,2016-08-12,2016-08-12,,
G6LMU,Reserved,,2016-07-23,2016-08-12,,1982-09-06
G6LMV,Reserved,,2016-08-12,2016-08-12,,
G6LMW,Reserved,,2016-08-12,2016-08-12,,
G6LMX,Reserved,,2016-08-12,2016-08-12,,
G6LNA,Reserved,,2016-08-12,2016-08-12,,
G6LNB,Reserved,,2016-08-12,2016-08-12,,
G6LNH,Reserved,,2016-08-12,2016-08-12,,
G6LNK,Reserved,,2016-08-12,2016-08-12,,
G6LNM,Reserved,,2016-08-12,2016-08-12,,
G6LNO,Reserved,,2016-08-12,2016-08-12,,
G6LNP,Reserved,,2016-08-12,2016-08-12,,
G6LNR,Reserved,,2016-08-12,2016-08-12,,
G6LNW,Reserved,,2016-07-23,2016-07-23,,1983-09-07
G6LNY,Reserved,,2016-08-12,2016-08-12,,
G6LOB,Reserved,,2016-08-12,2016-08-12,,
G6LOE,Reserved,,2016-08-12,2016-08-12,,
G6LOG,Reserved,,2016-08-12,2016-08-12,,
G6LON,Reserved,,2016-08-12,2016-08-12,,
G6LOX,Reserved,,2016-08-12,2016-08-12,,
G6LOY,Reserved,,2016-08-02,2016-08-12,,
G6LPI,Reserved,,2016-08-12,2016-08-12,,
G6LQD,Reserved,,2016-07-23,2016-07-23,,1982-09-07
G6LQL,Reserved,,2016-08-12,2016-08-12,,
G6LQO,Reserved,,2016-08-12,2016-08-12,,
G6LQV,Reserved,,2016-08-12,2016-08-12,,
G6LQY,Reserved,,2016-08-12,2016-08-12,,
G6LQZ,Reserved,,2016-08-12,2016-08-12,,
G6LRA,Reserved,,2016-08-12,2016-08-12,,
G6LRD,Reserved,,2016-08-12,2016-08-12,,
G6LRF,Reserved,,2016-08-12,2016-08-12,,
G6LRG,Reserved,,2016-08-12,2016-08-12,,
G6LRL,Reserved,,2016-08-12,2016-08-12,,
G6LRP,Reserved,,2016-08-12,2016-08-12,,
G6LSG,Reserved,,2016-08-12,2016-08-12,,
G6LSV,Reserved,,2016-08-12,2016-08-12,,
G6LTE,Reserved,,2016-08-12,2016-08-12,,
G6LTF,Reserved,,2016-08-12,2016-08-12,,
G6LTL,Reserved,,2016-07-23,2016-08-12,,1982-09-10
G6LTM,Reserved,,2016-08-12,2016-08-12,,
G6LTQ,Reserved,,2016-08-12,2016-08-12,,
G6LTY,Reserved,,2016-08-12,2016-08-12,,
G6LUB,Reserved,,2016-08-12,2016-08-12,,
G6LUI,Reserved,,2016-08-12,2016-08-12,,
G6LUL,Reserved,,2016-08-12,2016-08-12,,
G6LUP,Reserved,,2016-08-12,2016-08-12,,
G6LUQ,Reserved,,2016-08-12,2016-08-12,,
G6LVE,Reserved,,2016-08-02,2016-08-02,,
G6LVO,Reserved,,2016-08-12,2016-08-12,,
G6LWE,Reserved,,2016-08-12,2016-08-12,,
G6LWH,Reserved,,2016-08-02,2016-08-02,,
G6LWO,Reserved,,2016-08-12,2016-08-12,,
G6LWQ,Reserved,,2016-08-12,2016-08-12,,
G6LXA,Reserved,,2016-08-12,2016-08-12,,
G6LXB,Reserved,,2016-08-12,2016-08-12,,
G6LXG,Reserved,,2016-08-12,2016-08-12,,
G6LXI,Reserved,,2016-08-12,2016-08-12,,
G6LXJ,Reserved,,2016-08-12,2016-08-12,,
G6LXM,Reserved,,2016-08-12,2016-08-12,,
G6LYK,Reserved,,2016-08-12,2016-08-12,,
G6LYS,Reserved,,2016-08-12,2016-08-12,,
G6LYZ,Reserved,,2016-08-12,2016-08-12,,
G6LZH,Reserved,,2016-07-23,2016-07-23,,1982-09-15
G6LZJ,Reserved,,2016-08-12,2016-08-12,,
G6LZO,Reserved,,2016-08-12,2016-08-12,,
G6LZP,Reserved,,2016-08-12,2016-08-12,,
G6LZQ,Reserved,,2016-08-12,2016-08-12,,
G6LZV,Reserved,,2016-08-12,2016-08-12,,
G6MAE,Reserved,,2016-08-12,2016-08-12,,
G6MAK,Reserved,,2016-08-12,2016-08-12,,
G6MAO,Reserved,,2016-08-12,2016-08-12,,
G6MAP,Reserved,,2016-08-12,2016-08-12,,
G6MBG,Reserved,,2016-08-02,2016-08-02,,
G6MBO,Reserved,,2016-08-12,2016-08-12,,
G6MBU,Reserved,,2016-07-23,2016-07-23,,2006-08-22
G6MBW,Reserved,,2016-08-12,2016-08-12,,
G6MBY,Reserved,,2016-08-12,2016-08-12,,
G6MCD,Reserved,,2016-08-12,2016-08-12,,
G6MCO,Reserved,,2016-08-12,2016-08-12,,
G6MCS,Reserved,,2016-08-12,2016-08-12,,
G6MCT,Reserved,,2016-08-12,2016-08-12,,
G6MCU,Reserved,,2016-08-12,2016-08-12,,
G6MDB,Reserved,,2016-08-02,2016-08-02,,
G6MDF,Reserved,,2016-07-23,2017-07-04,,1982-09-16
G6MDV,Reserved,,2016-08-12,2016-08-12,,
G6MDW,Reserved,,2016-08-12,2016-08-12,,
G6MDY,Reserved,,2016-08-12,2016-08-12,,
G6MEB,Reserved,,2016-08-12,2016-08-12,,
G6MEE,Reserved,,2016-08-02,2016-08-02,,
G6MEJ,Reserved,,2016-08-12,2016-08-12,,
G6MEM,Reserved,,2016-08-12,2016-08-12,,
G6MFH,Reserved,,2016-07-23,2016-08-04,,1982-09-20
G6MFI,Reserved,,2016-08-02,2016-08-02,,
G6MFL,Reserved,,2016-08-12,2016-08-12,,
G6MFM,Reserved,,2016-07-23,2017-01-19,,1982-09-20
G6MFP,Reserved,,2016-08-12,2016-08-12,,
G6MFT,Reserved,,2016-08-12,2016-08-12,,
G6MGE,Reserved,,2016-08-12,2016-08-12,,
G6MGP,Reserved,,2016-08-12,2016-08-12,,
G6MGR,Reserved,,2016-08-12,2016-08-12,,
G6MGU,Reserved,,2016-08-12,2016-08-12,,
G6MGW,Reserved,,2016-08-12,2016-08-12,,
G6MGX,Reserved,,2016-08-02,2016-08-12,,
G6MGY,Reserved,,2016-08-12,2016-08-12,,
G6MHG,Reserved,,2016-07-23,2018-09-27,,1982-09-21
G6MHK,Reserved,,2016-08-12,2016-08-12,,
G6MHM,Reserved,,2016-08-12,2016-08-12,,
G6MHN,Reserved,,2016-08-12,2016-08-12,,
G6MHP,Reserved,,2016-08-12,2016-08-12,,
G6MHU,Reserved,,2016-08-12,2016-08-12,,
G6MIB,Reserved,,2016-08-12,2016-08-12,,
G6MIJ,Reserved,,2016-08-12,2016-08-12,,
G6MIP,Reserved,,2016-08-12,2016-08-12,,
G6MIR,Reserved,,2016-08-12,2016-08-12,,
G6MIV,Reserved,,2016-08-12,2016-08-12,,
G6MJD,Reserved,,2016-08-12,2016-08-12,,
G6MJK,Reserved,,2016-08-12,2016-08-12,,
G6MJR,Reserved,,2016-07-23,2016-08-12,,1986-01-27
G6MJS,Reserved,,2016-08-12,2016-08-12,,
G6MJV,Reserved,,2016-07-23,2016-07-23,,1982-09-22
G6MKB,Reserved,,2016-08-12,2016-08-12,,
G6MKC,Reserved,,2016-08-02,2016-08-12,,
G6MKH,Reserved,,2016-08-12,2016-08-12,,
G6MKI,Reserved,,2016-08-12,2016-08-12,,
G6MKK,Reserved,,2016-08-12,2016-08-12,,
G6MKT,Reserved,,2016-08-12,2016-08-12,,
G6MKV,Reserved,,2016-07-23,2016-07-23,,1982-09-22
G6MLF,Reserved,,2016-08-12,2016-08-12,,
G6MLM,Reserved,,2016-08-12,2016-08-12,,
G6MLT,Reserved,,2016-08-12,2016-08-12,,
G6MLX,Reserved,,2016-07-23,2016-07-23,,1982-09-23
G6MMF,Reserved,,2016-08-12,2016-08-12,,
G6MMV,Reserved,,2016-08-12,2016-08-12,,
G6MMZ,Reserved,,2016-08-02,2016-08-12,,
G6MNA,Reserved,,2016-08-12,2016-08-12,,
G6MNF,Reserved,,2016-08-12,2016-08-12,,
G6MNK,Reserved,,2016-08-12,2016-08-12,,
G6MNX,Reserved,,2016-08-12,2016-08-12,,
G6MNZ,Reserved,,2016-08-12,2016-08-12,,
G6MOB,Reserved,,2016-08-12,2016-08-12,,
G6MOF,Reserved,,2016-08-12,2016-08-12,,
G6MOM,Reserved,,2016-08-12,2016-08-12,,
G6MON,Reserved,,2016-08-12,2016-08-12,,
G6MOR,Reserved,,2016-08-12,2016-08-12,,
G6MOS,Reserved,,2016-08-12,2016-08-12,,
G6MOV,Reserved,,2016-08-12,2016-08-12,,
