Value,Status,Type,Call Sign MMSI: Created Date,Call Sign MMSI: Last Modified Date,Reserved to Date,Licence Cancel Date
G1RHQ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1RHX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RIE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RII,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RIQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RIS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RJB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RJE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RJF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RJH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RJO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RJY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RKA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RKM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RKP,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1RKQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RLC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RLE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RLH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RLN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RLY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RLZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RME,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RML,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RMZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RNF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RNO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RNR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RNU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RNY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ROL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ROS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ROV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ROW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1ROY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPN,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1RPQ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1RPR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RPY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RQZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RRZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RSO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RSP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RST,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RTZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RUI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RUM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RUR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RVA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RVQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RVR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RVZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RWD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RWI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RWJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RWL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RWM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RWV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RWZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RXA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RXB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RXH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RXK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RXQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RXX,Reserved,Call Sign - Amateur,2016-08-12,2020-01-03,,
G1RXY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RYW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1RZU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SAX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SBY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SCD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SCE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SCM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SCZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SDA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SDO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SDP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SDV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SDW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SEC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SEG,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1SEI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SEJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SEL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SEM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SEU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SFA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SFD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SFG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SFK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SFP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SFR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SGW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SHZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIT,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1SIV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SIY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SJA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SJJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SJP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SJR,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1SJS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SJY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SKA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SKB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SKD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SKF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1SKM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SKN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SKX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SLF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SLH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SLK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SLQ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1SLS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SLV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SLZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SMD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SMF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SMK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SMW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SMZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SND,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SNZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SOF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SOJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SOL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SOR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SOT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SOZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SPE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SPG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SPK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SPL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SPY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SPZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SQT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SRF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SRG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SRJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SRN,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1SSA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SSF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SSH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1SSJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SSK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SSN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SSW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1STA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1STF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1STH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1STL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1SUD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SUE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SUJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SUR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SUW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SUX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SVG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SWL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SWP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SWQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SWW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SXA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SXF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SXH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SXK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SXP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SXQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SYK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SYN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SYO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SYR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SYT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SYX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SZF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SZG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SZH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SZJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SZL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1SZN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TAC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TAH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TAK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TAL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TAO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TAV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TAX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TBB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TBM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TBR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TBV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TCA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TCD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TCE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TCF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1TCH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TCT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TCZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TDA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TDC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TDD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TDH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TDK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TDW,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1TDX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TDY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TER,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TES,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
G1TEU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TEZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TFW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TGW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1THC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1THE,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1THL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1THM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1THO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1THT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1THY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1THZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TID,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TIE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TII,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TIL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TIM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TIO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TIU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TJL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TJV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TJX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKA,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
G1TKD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TKT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TLI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TLT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TLU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
G1TMA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
