callsign,status,licence_class,last_modified_date
20FGW,Allocated,Amateur Intermediate Radio Licence,2019-03-27
20FGX,Allocated,Amateur Intermediate Radio Licence,2021-08-24
20FGY,Allocated,Amateur Intermediate Radio Licence,2019-03-27
20FGZ,Allocated,Amateur Intermediate Radio Licence,2019-03-28
20FHA,Allocated,Amateur Intermediate Radio Licence,2019-03-29
20FHB,Allocated,Amateur Intermediate Radio Licence,2019-04-01
20FHC,Allocated,Amateur Intermediate Radio Licence,2019-04-03
20FHD,Allocated,Amateur Intermediate Radio Licence,2019-04-03
20FHE,Allocated,Amateur Intermediate Radio Licence,2019-04-03
20FHF,Allocated,Amateur Intermediate Radio Licence,2019-04-03
20FHG,Reserved,Amateur Intermediate Radio Licence,2021-03-16
20FHH,Allocated,Amateur Intermediate Radio Licence,2019-04-04
20FHI,Allocated,Amateur Intermediate Radio Licence,2019-04-05
20FHJ,Allocated,Amateur Intermediate Radio Licence,2021-01-27
20FHK,Allocated,Amateur Intermediate Radio Licence,2019-04-07
20FHL,Allocated,Amateur Intermediate Radio Licence,2021-06-07
20FHM,Allocated,Amateur Intermediate Radio Licence,2019-04-11
20FHN,Allocated,Amateur Intermediate Radio Licence,2019-04-14
20FHO,Allocated,Amateur Intermediate Radio Licence,2019-04-14
20FHP,Allocated,Amateur Intermediate Radio Licence,2019-04-14
20FHQ,Allocated,Amateur Intermediate Radio Licence,2022-12-18
20FHR,Allocated,Amateur Intermediate Radio Licence,2022-08-04
20FHS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FHT,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FHU,Allocated,Amateur Intermediate Radio Licence,2019-04-16
20FHV,Allocated,Amateur Intermediate Radio Licence,2021-07-14
20FHW,Allocated,Amateur Intermediate Radio Licence,2022-11-29
20FHX,Allocated,Amateur Intermediate Radio Licence,2019-04-19
20FHY,Allocated,Amateur Intermediate Radio Licence,2019-04-19
20FHZ,Allocated,Amateur Intermediate Radio Licence,2021-08-26
20FIA,Allocated,Amateur Intermediate Radio Licence,2019-04-19
20FIB,Allocated,Amateur Intermediate Radio Licence,2019-04-28
20FID,Allocated,Amateur Intermediate Radio Licence,2019-04-28
20FIE,Allocated,Amateur Intermediate Radio Licence,2019-04-28
20FIF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FIG,Allocated,Amateur Intermediate Radio Licence,2020-11-12
20FIH,Allocated,Amateur Intermediate Radio Licence,2022-08-18
20FII,Allocated,Amateur Intermediate Radio Licence,2019-04-29
20FIJ,Allocated,Amateur Intermediate Radio Licence,2020-03-14
20FIK,Allocated,Amateur Intermediate Radio Licence,2023-07-03
20FIL,Reserved,,2019-04-29
20FIM,Reserved,Amateur Intermediate Radio Licence,2019-11-26
20FIN,Allocated,Amateur Intermediate Radio Licence,2019-04-29
20FIO,Allocated,Amateur Intermediate Radio Licence,2019-04-29
20FIP,Allocated,Amateur Intermediate Radio Licence,2019-04-29
20FIQ,Allocated,Amateur Intermediate Radio Licence,2019-04-29
20FIR,Allocated,Amateur Intermediate Radio Licence,2017-08-22
20FIS,Allocated,Amateur Intermediate Radio Licence,2017-08-22
20FIT,Reserved,Amateur Intermediate Radio Licence,2023-07-05
20FIU,Allocated,Amateur Intermediate Radio Licence,2021-03-28
20FIV,Allocated,Amateur Intermediate Radio Licence,2022-05-16
20FIW,Allocated,Amateur Intermediate Radio Licence,2019-05-02
20FIX,Reserved,,2019-05-03
20FIY,Allocated,Amateur Intermediate Radio Licence,2019-05-03
20FIZ,Allocated,Amateur Intermediate Radio Licence,2022-06-01
20FJA,Allocated,Amateur Intermediate Radio Licence,2019-05-10
20FJB,Allocated,Amateur Intermediate Radio Licence,2019-05-10
20FJC,Allocated,Amateur Intermediate Radio Licence,2019-05-10
20FJD,Allocated,Amateur Intermediate Radio Licence,2019-05-11
20FJE,Allocated,Amateur Intermediate Radio Licence,2023-02-04
20FJF,Allocated,Amateur Intermediate Radio Licence,2019-05-14
20FJG,Allocated,Amateur Intermediate Radio Licence,2019-05-16
20FJH,Allocated,Amateur Intermediate Radio Licence,2020-07-23
20FJI,Allocated,Amateur Intermediate Radio Licence,2021-06-17
20FJJ,Allocated,Amateur Intermediate Radio Licence,2023-05-01
20FJK,Allocated,Amateur Intermediate Radio Licence,2019-05-19
20FJL,Allocated,Amateur Intermediate Radio Licence,2019-05-19
20FJM,Reserved,,2019-05-20
20FJN,Allocated,Amateur Intermediate Radio Licence,2019-05-22
20FJO,Allocated,Amateur Intermediate Radio Licence,2019-05-22
20FJP,Allocated,Amateur Intermediate Radio Licence,2019-05-22
20FJQ,Allocated,Amateur Intermediate Radio Licence,2019-05-22
20FJR,Allocated,Amateur Intermediate Radio Licence,2019-05-22
20FJS,Reserved,Amateur Intermediate Radio Licence,2019-05-22
20FJT,Allocated,Amateur Intermediate Radio Licence,2022-02-07
20FJU,Allocated,Amateur Intermediate Radio Licence,2022-02-07
20FJV,Allocated,Amateur Intermediate Radio Licence,2019-05-28
20FJW,Allocated,Amateur Intermediate Radio Licence,2019-05-28
20FJX,Allocated,Amateur Intermediate Radio Licence,2019-05-29
20FJY,Allocated,Amateur Intermediate Radio Licence,2022-05-13
20FJZ,Reserved,Amateur Intermediate Radio Licence,2021-06-24
20FKA,Allocated,Amateur Intermediate Radio Licence,2019-05-22
20FKB,Allocated,Amateur Intermediate Radio Licence,2019-05-30
20FKC,Allocated,Amateur Intermediate Radio Licence,2019-05-30
20FKD,Allocated,Amateur Intermediate Radio Licence,2019-05-30
20FKE,Allocated,Amateur Intermediate Radio Licence,2019-06-01
20FKF,Allocated,Amateur Intermediate Radio Licence,2022-08-07
20FKG,Reserved,Amateur Intermediate Radio Licence,2019-06-01
20FKH,Allocated,Amateur Intermediate Radio Licence,2023-03-06
20FKI,Allocated,Amateur Intermediate Radio Licence,2019-06-04
20FKJ,Allocated,Amateur Intermediate Radio Licence,2019-06-04
20FKK,Reserved,Amateur Intermediate Radio Licence,2022-12-27
20FKL,Allocated,Amateur Intermediate Radio Licence,2019-06-06
20FKM,Allocated,Amateur Intermediate Radio Licence,2019-06-06
20FKN,Reserved,Amateur Intermediate Radio Licence,2020-11-11
20FKO,Allocated,Amateur Intermediate Radio Licence,2019-06-07
20FKP,Allocated,Amateur Intermediate Radio Licence,2019-06-07
20FKQ,Allocated,Amateur Intermediate Radio Licence,2019-06-08
20FKR,Allocated,Amateur Intermediate Radio Licence,2019-06-08
20FKS,Allocated,Amateur Intermediate Radio Licence,2019-06-10
20FKT,Allocated,Amateur Intermediate Radio Licence,2023-05-19
20FKU,Allocated,Amateur Intermediate Radio Licence,2020-06-29
20FKV,Reserved,Amateur Intermediate Radio Licence,2019-06-13
20FKW,Allocated,Amateur Intermediate Radio Licence,2021-12-29
20FKX,Allocated,Amateur Intermediate Radio Licence,2021-05-21
20FKY,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FKZ,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FLA,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FLB,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FLC,Allocated,Amateur Intermediate Radio Licence,2020-11-01
20FLD,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FLE,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FLF,Allocated,Amateur Intermediate Radio Licence,2019-08-03
20FLG,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FLH,Allocated,Amateur Intermediate Radio Licence,2022-04-13
20FLI,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FLJ,Allocated,Amateur Intermediate Radio Licence,2019-06-27
20FLK,Allocated,Amateur Intermediate Radio Licence,2019-06-27
20FLL,Allocated,Amateur Intermediate Radio Licence,2019-06-28
20FLM,Allocated,Amateur Intermediate Radio Licence,2019-06-28
20FLN,Allocated,Amateur Intermediate Radio Licence,2021-03-04
20FLO,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FLP,Allocated,Amateur Intermediate Radio Licence,2019-06-29
20FLQ,Allocated,Amateur Intermediate Radio Licence,2019-06-29
20FLR,Allocated,Amateur Intermediate Radio Licence,2019-07-01
20FLS,Allocated,Amateur Intermediate Radio Licence,2019-07-01
20FLT,Allocated,Amateur Intermediate Radio Licence,2021-04-27
20FLU,Allocated,Amateur Intermediate Radio Licence,2019-07-04
20FLV,Allocated,Amateur Intermediate Radio Licence,2019-07-04
20FLW,Allocated,Amateur Intermediate Radio Licence,2020-04-06
20FLX,Allocated,Amateur Intermediate Radio Licence,2017-11-16
20FLY,Allocated,Amateur Intermediate Radio Licence,2021-01-25
20FLZ,Allocated,Amateur Intermediate Radio Licence,2019-07-07
20FMA,Allocated,Amateur Intermediate Radio Licence,2019-07-07
20FMB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FMC,Allocated,Amateur Intermediate Radio Licence,2023-07-05
20FMD,Allocated,Amateur Intermediate Radio Licence,2020-09-14
20FME,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FMF,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20FMG,Allocated,Amateur Intermediate Radio Licence,2019-07-08
20FMH,Allocated,Amateur Intermediate Radio Licence,2019-07-08
20FMI,Allocated,Amateur Intermediate Radio Licence,2019-07-09
20FMJ,Allocated,Amateur Intermediate Radio Licence,2019-12-16
20FMK,Allocated,Amateur Intermediate Radio Licence,2023-07-20
20FML,Allocated,Amateur Intermediate Radio Licence,2019-07-10
20FMM,Allocated,Amateur Intermediate Radio Licence,2019-07-10
20FMN,Allocated,Amateur Intermediate Radio Licence,2019-07-11
20FMO,Allocated,Amateur Intermediate Radio Licence,2019-07-16
20FMP,Allocated,Amateur Intermediate Radio Licence,2019-07-24
20FMQ,Allocated,Amateur Intermediate Radio Licence,2019-07-25
20FMR,Allocated,Amateur Intermediate Radio Licence,2019-07-25
20FMS,Allocated,Amateur Intermediate Radio Licence,2019-07-31
20FMT,Allocated,Amateur Intermediate Radio Licence,2022-10-10
20FMU,Allocated,Amateur Intermediate Radio Licence,2019-08-04
20FMV,Allocated,Amateur Intermediate Radio Licence,2019-08-04
20FMW,Allocated,Amateur Intermediate Radio Licence,2019-08-04
20FMX,Allocated,Amateur Intermediate Radio Licence,2019-08-04
20FMY,Allocated,Amateur Intermediate Radio Licence,2019-08-06
20FMZ,Allocated,Amateur Intermediate Radio Licence,2023-06-14
20FNA,Allocated,Amateur Intermediate Radio Licence,2019-08-06
20FNB,Allocated,Amateur Intermediate Radio Licence,2019-08-06
20FNC,Allocated,Amateur Intermediate Radio Licence,2022-10-18
20FND,Allocated,Amateur Intermediate Radio Licence,2022-10-08
20FNE,Allocated,Amateur Intermediate Radio Licence,2019-08-14
20FNF,Allocated,Amateur Intermediate Radio Licence,2019-08-14
20FNG,Allocated,Amateur Intermediate Radio Licence,2019-08-16
20FNH,Allocated,Amateur Intermediate Radio Licence,2019-08-16
20FNI,Allocated,Amateur Intermediate Radio Licence,2019-08-17
20FNJ,Allocated,Amateur Intermediate Radio Licence,2019-08-17
20FNK,Allocated,Amateur Intermediate Radio Licence,2019-08-17
20FNL,Allocated,Amateur Intermediate Radio Licence,2019-08-21
20FNM,Allocated,Amateur Intermediate Radio Licence,2019-08-21
20FNN,Allocated,Amateur Intermediate Radio Licence,2019-08-23
20FNO,Allocated,Amateur Intermediate Radio Licence,2019-08-23
20FNP,Allocated,Amateur Intermediate Radio Licence,2019-08-23
20FNQ,Allocated,Amateur Intermediate Radio Licence,2019-08-26
20FNR,Reserved,Amateur Intermediate Radio Licence,2019-08-27
20FNS,Reserved,Amateur Intermediate Radio Licence,2022-01-29
20FNT,Allocated,Amateur Intermediate Radio Licence,2020-10-06
20FNU,Allocated,Amateur Intermediate Radio Licence,2020-10-28
20FNV,Allocated,Amateur Intermediate Radio Licence,2019-08-29
20FNW,Allocated,Amateur Intermediate Radio Licence,2023-05-20
20FNX,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FNY,Allocated,Amateur Intermediate Radio Licence,2019-08-30
20FNZ,Allocated,Amateur Intermediate Radio Licence,2019-09-03
20FOA,Allocated,Amateur Intermediate Radio Licence,2019-09-03
20FOB,Allocated,Amateur Intermediate Radio Licence,2019-09-03
20FOD,Allocated,Amateur Intermediate Radio Licence,2019-05-05
20FOE,Allocated,Amateur Intermediate Radio Licence,2021-01-31
20FOG,Allocated,Amateur Intermediate Radio Licence,2019-09-04
20FOH,Allocated,Amateur Intermediate Radio Licence,2019-09-04
20FOI,Allocated,Amateur Intermediate Radio Licence,2020-11-03
20FOJ,Allocated,Amateur Intermediate Radio Licence,2021-03-03
20FOK,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FOL,Allocated,Amateur Intermediate Radio Licence,2022-12-15
20FOM,Allocated,Amateur Intermediate Radio Licence,2019-09-05
20FON,Allocated,Amateur Intermediate Radio Licence,2019-09-16
20FOP,Allocated,Amateur Intermediate Radio Licence,2019-09-06
20FOQ,Allocated,Amateur Intermediate Radio Licence,2019-09-06
20FOR,Allocated,Amateur Intermediate Radio Licence,2019-09-06
20FOS,Allocated,Amateur Intermediate Radio Licence,2019-09-06
20FOT,Allocated,Amateur Intermediate Radio Licence,2019-09-06
20FOU,Allocated,Amateur Intermediate Radio Licence,2020-05-09
20FOV,Allocated,Amateur Intermediate Radio Licence,2019-09-07
20FOW,Allocated,Amateur Intermediate Radio Licence,2019-09-07
20FOX,Allocated,Amateur Intermediate Radio Licence,2019-09-07
20FOY,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20FOZ,Reserved,,2016-08-02
20FPA,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20FPB,Allocated,Amateur Intermediate Radio Licence,2017-03-07
20FPC,Reserved,Amateur Intermediate Radio Licence,2019-09-09
20FPD,Reserved,Amateur Intermediate Radio Licence,2019-09-09
20FPE,Allocated,Amateur Intermediate Radio Licence,2022-05-17
20FPF,Allocated,Amateur Intermediate Radio Licence,2023-05-18
20FPG,Allocated,Amateur Intermediate Radio Licence,2019-09-10
20FPH,Allocated,Amateur Intermediate Radio Licence,2023-08-09
20FPI,Allocated,Amateur Intermediate Radio Licence,2022-08-10
20FPJ,Allocated,Amateur Intermediate Radio Licence,2019-09-12
20FPK,Reserved,Amateur Intermediate Radio Licence,2019-09-17
20FPL,Allocated,Amateur Intermediate Radio Licence,2022-10-07
20FPM,Reserved,Amateur Intermediate Radio Licence,2019-10-02
20FPN,Allocated,Amateur Intermediate Radio Licence,2019-10-02
20FPO,Allocated,Amateur Intermediate Radio Licence,2022-07-25
20FPP,Allocated,Amateur Intermediate Radio Licence,2019-10-03
20FPQ,Allocated,Amateur Intermediate Radio Licence,2019-10-22
20FPR,Allocated,Amateur Intermediate Radio Licence,2019-10-22
20FPS,Allocated,Amateur Intermediate Radio Licence,2019-10-22
20FPT,Allocated,Amateur Intermediate Radio Licence,2021-03-26
20FPU,Allocated,Amateur Intermediate Radio Licence,2019-10-28
20FPV,Allocated,Amateur Intermediate Radio Licence,2022-03-09
20FPW,Allocated,Amateur Intermediate Radio Licence,2019-10-30
20FPX,Allocated,Amateur Intermediate Radio Licence,2021-10-09
20FPY,Allocated,Amateur Intermediate Radio Licence,2020-04-08
20FPZ,Allocated,Amateur Intermediate Radio Licence,2019-11-05
20FQA,Allocated,Amateur Intermediate Radio Licence,2019-11-05
20FQB,Allocated,Amateur Intermediate Radio Licence,2019-11-05
20FQC,Allocated,Amateur Intermediate Radio Licence,2019-11-05
20FQD,Allocated,Amateur Intermediate Radio Licence,2019-11-06
20FQE,Allocated,Amateur Intermediate Radio Licence,2023-04-01
20FQF,Allocated,Amateur Intermediate Radio Licence,2019-11-12
20FQG,Allocated,Amateur Intermediate Radio Licence,2019-11-12
20FQH,Allocated,Amateur Intermediate Radio Licence,2019-11-13
20FQI,Allocated,Amateur Intermediate Radio Licence,2023-01-23
20FQJ,Allocated,Amateur Intermediate Radio Licence,2019-11-21
20FQK,Allocated,Amateur Intermediate Radio Licence,2019-11-22
20FQL,Allocated,Amateur Intermediate Radio Licence,2019-12-01
20FQM,Allocated,Amateur Intermediate Radio Licence,2021-01-05
20FQN,Allocated,Amateur Intermediate Radio Licence,2019-12-06
20FQO,Allocated,Amateur Intermediate Radio Licence,2019-12-17
20FQP,Allocated,Amateur Intermediate Radio Licence,2019-12-18
20FQQ,Allocated,Amateur Intermediate Radio Licence,2022-06-30
20FQR,Allocated,Amateur Intermediate Radio Licence,2019-12-18
20FQS,Allocated,Amateur Intermediate Radio Licence,2019-12-18
20FQT,Allocated,Amateur Intermediate Radio Licence,2019-12-31
20FQU,Allocated,Amateur Intermediate Radio Licence,2019-12-31
20FQV,Allocated,Amateur Intermediate Radio Licence,2020-01-24
20FQW,Allocated,Amateur Intermediate Radio Licence,2020-02-01
20FQX,Allocated,Amateur Intermediate Radio Licence,2020-02-01
20FQY,Allocated,Amateur Intermediate Radio Licence,2020-02-03
20FQZ,Allocated,Amateur Intermediate Radio Licence,2020-02-03
20FRA,Allocated,Amateur Intermediate Radio Licence,2020-02-03
20FRB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FRC,Allocated,Amateur Intermediate Radio Licence,2019-05-29
20FRD,Allocated,Amateur Intermediate Radio Licence,2019-05-29
20FRE,Allocated,Amateur Intermediate Radio Licence,2020-04-10
20FRF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FRG,Allocated,Amateur Intermediate Radio Licence,2020-02-04
20FRH,Allocated,Amateur Intermediate Radio Licence,2020-02-04
20FRI,Allocated,Amateur Intermediate Radio Licence,2020-02-04
20FRJ,Allocated,Amateur Intermediate Radio Licence,2019-08-27
20FRK,Allocated,Amateur Intermediate Radio Licence,2019-03-06
20FRL,Allocated,Amateur Intermediate Radio Licence,2021-10-16
20FRM,Allocated,Amateur Intermediate Radio Licence,2020-02-11
20FRN,Allocated,Amateur Intermediate Radio Licence,2020-02-11
20FRO,Allocated,Amateur Intermediate Radio Licence,2020-02-19
20FRP,Allocated,Amateur Intermediate Radio Licence,2020-02-19
20FRQ,Allocated,Amateur Intermediate Radio Licence,2021-10-02
20FRR,Allocated,Amateur Intermediate Radio Licence,2020-10-08
20FRS,Allocated,Amateur Intermediate Radio Licence,2023-04-18
20FRT,Allocated,Amateur Intermediate Radio Licence,2017-10-11
20FRU,Allocated,Amateur Intermediate Radio Licence,2017-02-03
20FRV,Reserved,,2017-02-03
20FRW,Allocated,Amateur Intermediate Radio Licence,2019-10-29
20FRX,Reserved,,2016-08-12
20FRY,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20FRZ,Reserved,,2020-02-26
20FSA,Allocated,Amateur Intermediate Radio Licence,2020-02-26
20FSB,Allocated,Amateur Intermediate Radio Licence,2020-03-06
20FSC,Allocated,Amateur Intermediate Radio Licence,2022-08-19
20FSD,Allocated,Amateur Intermediate Radio Licence,2020-03-06
20FSE,Allocated,Amateur Intermediate Radio Licence,2021-01-10
20FSF,Reserved,Amateur Intermediate Radio Licence,2018-11-27
20FSG,Allocated,Amateur Intermediate Radio Licence,2019-08-11
20FSH,Allocated,Amateur Intermediate Radio Licence,2019-12-11
20FSI,Allocated,Amateur Intermediate Radio Licence,2021-03-12
20FSJ,Allocated,Amateur Intermediate Radio Licence,2020-03-06
20FSK,Allocated,Amateur Intermediate Radio Licence,2020-03-06
20FSL,Allocated,Amateur Intermediate Radio Licence,2020-04-15
20FSM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FSN,Allocated,Amateur Intermediate Radio Licence,2019-09-06
20FSO,Allocated,Amateur Intermediate Radio Licence,2019-09-06
20FSP,Allocated,Amateur Intermediate Radio Licence,2020-03-08
20FSQ,Allocated,Amateur Intermediate Radio Licence,2020-03-08
20FSR,Reserved,,2020-03-09
20FSS,Allocated,Amateur Intermediate Radio Licence,2020-03-09
20FST,Allocated,Amateur Intermediate Radio Licence,2020-03-10
20FSU,Allocated,Amateur Intermediate Radio Licence,2022-09-03
20FSV,Allocated,Amateur Intermediate Radio Licence,2020-03-17
20FSW,Allocated,Amateur Intermediate Radio Licence,2021-01-15
20FSX,Allocated,Amateur Intermediate Radio Licence,2020-03-27
20FSY,Allocated,Amateur Intermediate Radio Licence,2022-07-08
