callsign,status,licence_class,last_modified_date
20EQI,Allocated,Amateur Intermediate Radio Licence,2018-02-14
20EQJ,Allocated,Amateur Intermediate Radio Licence,2018-02-16
20EQK,Allocated,Amateur Intermediate Radio Licence,2018-02-17
20EQL,Allocated,Amateur Intermediate Radio Licence,2018-02-19
20EQM,Allocated,Amateur Intermediate Radio Licence,2018-02-22
20EQN,Allocated,Amateur Intermediate Radio Licence,2018-02-22
20EQO,Allocated,Amateur Intermediate Radio Licence,2022-10-23
20EQP,Allocated,Amateur Intermediate Radio Licence,2018-02-27
20EQQ,Allocated,Amateur Intermediate Radio Licence,2021-01-26
20EQR,Allocated,Amateur Intermediate Radio Licence,2018-02-27
20EQS,Allocated,Amateur Intermediate Radio Licence,2018-02-28
20EQT,Allocated,Amateur Intermediate Radio Licence,2018-03-01
20EQU,Allocated,Amateur Intermediate Radio Licence,2022-08-06
20EQV,Allocated,Amateur Intermediate Radio Licence,2018-03-14
20EQW,Allocated,Amateur Intermediate Radio Licence,2018-03-14
20EQX,Allocated,Amateur Intermediate Radio Licence,2018-03-15
20EQY,Allocated,Amateur Intermediate Radio Licence,2018-03-16
20EQZ,Allocated,Amateur Intermediate Radio Licence,2018-03-16
20ERA,Reserved,Amateur Intermediate Radio Licence,2018-03-22
20ERB,Allocated,Amateur Intermediate Radio Licence,2018-03-22
20ERC,Allocated,Amateur Intermediate Radio Licence,2018-03-22
20ERD,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20ERE,Allocated,Amateur Intermediate Radio Licence,2018-11-04
20ERF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20ERG,Allocated,Amateur Intermediate Radio Licence,2019-09-05
20ERH,Allocated,Amateur Intermediate Radio Licence,2018-03-22
20ERI,Allocated,Amateur Intermediate Radio Licence,2018-03-24
20ERJ,Allocated,Amateur Intermediate Radio Licence,2021-12-18
20ERK,Allocated,Amateur Intermediate Radio Licence,2018-03-26
20ERL,Allocated,Amateur Intermediate Radio Licence,2022-08-29
20ERM,Allocated,Amateur Intermediate Radio Licence,2020-03-23
20ERN,Reserved,,2017-02-28
20ERO,Allocated,Amateur Intermediate Radio Licence,2017-02-28
20ERP,Allocated,Amateur Intermediate Radio Licence,2020-06-07
20ERQ,Allocated,Amateur Intermediate Radio Licence,2018-03-28
20ERR,Reserved,Amateur Intermediate Radio Licence,2018-06-05
20ERS,Allocated,Amateur Intermediate Radio Licence,2018-09-25
20ERT,Allocated,Amateur Intermediate Radio Licence,2018-03-28
20ERU,Allocated,Amateur Intermediate Radio Licence,2018-03-28
20ERV,Allocated,Amateur Intermediate Radio Licence,2018-03-28
20ERW,Allocated,Amateur Intermediate Radio Licence,2018-03-28
20ERX,Allocated,Amateur Intermediate Radio Licence,2018-03-28
20ERY,Allocated,Amateur Intermediate Radio Licence,2022-06-03
20ERZ,Allocated,Amateur Intermediate Radio Licence,2022-01-06
20ESA,Allocated,Amateur Intermediate Radio Licence,2018-03-29
20ESB,Allocated,Amateur Intermediate Radio Licence,2022-02-03
20ESC,Allocated,Amateur Intermediate Radio Licence,2022-06-22
20ESD,Allocated,Amateur Intermediate Radio Licence,2017-02-04
20ESE,Allocated,Amateur Intermediate Radio Licence,2021-10-14
20ESF,Allocated,Amateur Intermediate Radio Licence,2018-03-30
20ESG,Allocated,Amateur Intermediate Radio Licence,2018-03-31
20ESH,Allocated,Amateur Intermediate Radio Licence,2018-04-01
20ESI,Allocated,Amateur Intermediate Radio Licence,2018-04-01
20ESJ,Allocated,Amateur Intermediate Radio Licence,2018-04-03
20ESK,Allocated,Amateur Intermediate Radio Licence,2018-04-03
20ESL,Allocated,Amateur Intermediate Radio Licence,2020-06-19
20ESM,Allocated,Amateur Intermediate Radio Licence,2020-08-08
20ESN,Allocated,Amateur Intermediate Radio Licence,2018-04-04
20ESO,Allocated,Amateur Intermediate Radio Licence,2018-04-04
20ESP,Reserved,,2018-04-05
20ESQ,Allocated,Amateur Intermediate Radio Licence,2018-04-05
20ESR,Allocated,Amateur Intermediate Radio Licence,2018-04-05
20ESS,Allocated,Amateur Intermediate Radio Licence,2020-04-21
20EST,Allocated,Amateur Intermediate Radio Licence,2022-11-24
20ESU,Allocated,Amateur Intermediate Radio Licence,2017-04-21
20ESV,Allocated,Amateur Intermediate Radio Licence,2017-04-21
20ESW,Reserved,,2017-04-21
20ESX,Allocated,Amateur Intermediate Radio Licence,2018-04-05
20ESY,Allocated,Amateur Intermediate Radio Licence,2023-01-19
20ESZ,Allocated,Amateur Intermediate Radio Licence,2018-04-11
20ETA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20ETB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20ETC,Allocated,Amateur Intermediate Radio Licence,2023-03-23
20ETD,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20ETE,Allocated,Amateur Intermediate Radio Licence,2018-02-28
20ETF,Allocated,Amateur Intermediate Radio Licence,2018-04-11
20ETG,Allocated,Amateur Intermediate Radio Licence,2021-03-11
20ETH,Allocated,Amateur Intermediate Radio Licence,2018-04-11
20ETI,Allocated,Amateur Intermediate Radio Licence,2018-04-24
20ETJ,Allocated,Amateur Intermediate Radio Licence,2018-04-24
20ETK,Allocated,Amateur Intermediate Radio Licence,2018-04-24
20ETL,Allocated,Amateur Intermediate Radio Licence,2021-03-12
20ETM,Allocated,Amateur Intermediate Radio Licence,2020-09-29
20ETN,Allocated,Amateur Intermediate Radio Licence,2019-06-14
20ETO,Allocated,Amateur Intermediate Radio Licence,2018-09-14
20ETP,Allocated,Amateur Intermediate Radio Licence,2018-04-25
20ETQ,Allocated,Amateur Intermediate Radio Licence,2018-04-25
20ETR,Allocated,Amateur Intermediate Radio Licence,2022-01-27
20ETS,Allocated,Amateur Intermediate Radio Licence,2017-06-30
20ETT,Allocated,Amateur Intermediate Radio Licence,2018-04-25
20ETU,Allocated,Amateur Intermediate Radio Licence,2022-11-14
20ETV,Allocated,Amateur Intermediate Radio Licence,2018-04-25
20ETW,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20ETX,Reserved,,2018-05-02
20ETY,Allocated,Amateur Intermediate Radio Licence,2018-05-03
20ETZ,Allocated,Amateur Intermediate Radio Licence,2018-05-03
20EUA,Allocated,Amateur Intermediate Radio Licence,2021-09-05
20EUB,Allocated,Amateur Intermediate Radio Licence,2018-05-17
20EUC,Allocated,Amateur Intermediate Radio Licence,2021-03-23
20EUD,Allocated,Amateur Intermediate Radio Licence,2019-07-08
20EUE,Reserved,Amateur Intermediate Radio Licence,2018-06-06
20EUF,Allocated,Amateur Intermediate Radio Licence,2022-08-03
20EUG,Allocated,Amateur Intermediate Radio Licence,2018-06-16
20EUH,Allocated,Amateur Intermediate Radio Licence,2021-01-26
20EUI,Allocated,Amateur Intermediate Radio Licence,2018-06-16
20EUJ,Allocated,Amateur Intermediate Radio Licence,2018-06-16
20EUK,Reserved,,2018-06-16
20EUL,Allocated,Amateur Intermediate Radio Licence,2021-02-18
20EUM,Allocated,Amateur Intermediate Radio Licence,2018-06-18
20EUN,Allocated,Amateur Intermediate Radio Licence,2022-11-01
20EUO,Allocated,Amateur Intermediate Radio Licence,2018-06-20
20EUP,Allocated,Amateur Intermediate Radio Licence,2018-06-20
20EUQ,Reserved,Amateur Intermediate Radio Licence,2020-11-19
20EUR,Allocated,Amateur Intermediate Radio Licence,2018-06-20
20EUS,Reserved,,2018-06-21
20EUT,Allocated,Amateur Intermediate Radio Licence,2018-06-22
20EUU,Allocated,Amateur Intermediate Radio Licence,2018-07-05
20EUV,Allocated,Amateur Intermediate Radio Licence,2022-10-11
20EUW,Allocated,Amateur Intermediate Radio Licence,2018-07-06
20EUX,Allocated,Amateur Intermediate Radio Licence,2021-12-24
20EUY,Allocated,Amateur Intermediate Radio Licence,2018-07-06
20EUZ,Allocated,Amateur Intermediate Radio Licence,2023-07-03
20EVA,Allocated,Amateur Intermediate Radio Licence,2018-07-06
20EVB,Reserved,Amateur Intermediate Radio Licence,2020-06-02
20EVC,Allocated,Amateur Intermediate Radio Licence,2018-07-08
20EVD,Allocated,Amateur Intermediate Radio Licence,2018-07-08
20EVE,Allocated,Amateur Intermediate Radio Licence,2019-12-16
20EVF,Allocated,Amateur Intermediate Radio Licence,2017-12-23
20EVG,Allocated,Amateur Intermediate Radio Licence,2018-07-09
20EVH,Allocated,Amateur Intermediate Radio Licence,2018-07-12
20EVI,Allocated,Amateur Intermediate Radio Licence,2020-03-19
20EVJ,Allocated,Amateur Intermediate Radio Licence,2019-01-29
20EVK,Reserved,Amateur Intermediate Radio Licence,2017-11-08
20EVL,Allocated,Amateur Intermediate Radio Licence,2018-07-17
20EVM,Allocated,Amateur Intermediate Radio Licence,2022-12-29
20EVN,Allocated,Amateur Intermediate Radio Licence,2022-07-21
20EVO,Allocated,Amateur Intermediate Radio Licence,2022-09-14
20EVP,Allocated,Amateur Intermediate Radio Licence,2018-07-24
20EVQ,Allocated,Amateur Intermediate Radio Licence,2019-08-19
20EVR,Allocated,Amateur Intermediate Radio Licence,2021-05-21
20EVS,Reserved,Amateur Intermediate Radio Licence,2019-11-07
20EVT,Allocated,Amateur Intermediate Radio Licence,2018-07-26
20EVU,Allocated,Amateur Intermediate Radio Licence,2020-03-29
20EVV,Allocated,Amateur Intermediate Radio Licence,2018-07-27
20EVW,Allocated,Amateur Intermediate Radio Licence,2018-07-27
20EVX,Allocated,Amateur Intermediate Radio Licence,2018-07-27
20EVY,Allocated,Amateur Intermediate Radio Licence,2018-07-27
20EVZ,Allocated,Amateur Intermediate Radio Licence,2020-06-04
20EWA,Reserved,Amateur Intermediate Radio Licence,2018-07-28
20EWB,Allocated,Amateur Intermediate Radio Licence,2018-07-28
20EWC,Allocated,Amateur Intermediate Radio Licence,2018-07-28
20EWD,Allocated,Amateur Intermediate Radio Licence,2018-07-28
20EWE,Reserved,Amateur Intermediate Radio Licence,2018-07-28
20EWF,Allocated,Amateur Intermediate Radio Licence,2022-12-30
20EWG,Allocated,Amateur Intermediate Radio Licence,2021-05-22
20EWH,Allocated,Amateur Intermediate Radio Licence,2020-07-29
20EWI,Allocated,Amateur Intermediate Radio Licence,2018-07-29
20EWJ,Allocated,Amateur Intermediate Radio Licence,2018-07-30
20EWK,Allocated,Amateur Intermediate Radio Licence,2021-03-03
20EWL,Allocated,Amateur Intermediate Radio Licence,2018-07-30
20EWM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20EWN,Allocated,Amateur Intermediate Radio Licence,2018-07-30
20EWO,Allocated,Amateur Intermediate Radio Licence,2018-07-30
20EWP,Reserved,,2018-08-03
20EWQ,Allocated,Amateur Intermediate Radio Licence,2020-01-05
20EWR,Allocated,Amateur Intermediate Radio Licence,2018-08-03
20EWS,Allocated,Amateur Intermediate Radio Licence,2018-08-03
20EWT,Allocated,Amateur Intermediate Radio Licence,2019-01-26
20EWU,Allocated,Amateur Intermediate Radio Licence,2021-04-06
20EWV,Allocated,Amateur Intermediate Radio Licence,2018-08-08
20EWW,Allocated,Amateur Intermediate Radio Licence,2023-03-16
20EWX,Allocated,Amateur Intermediate Radio Licence,2020-04-02
20EWY,Allocated,Amateur Intermediate Radio Licence,2021-01-13
20EWZ,Allocated,Amateur Intermediate Radio Licence,2018-08-15
20EXA,Allocated,Amateur Intermediate Radio Licence,2018-08-15
20EXB,Allocated,Amateur Intermediate Radio Licence,2018-08-15
20EXC,Allocated,Amateur Intermediate Radio Licence,2023-01-24
20EXD,Reserved,,2016-08-12
20EXE,Reserved,,2018-08-22
20EXF,Allocated,Amateur Intermediate Radio Licence,2022-03-23
20EXG,Allocated,Amateur Intermediate Radio Licence,2021-05-13
20EXH,Allocated,Amateur Intermediate Radio Licence,2018-09-04
20EXI,Allocated,Amateur Intermediate Radio Licence,2022-08-29
20EXJ,Allocated,Amateur Intermediate Radio Licence,2018-09-06
20EXK,Allocated,Amateur Intermediate Radio Licence,2019-09-10
20EXL,Allocated,Amateur Intermediate Radio Licence,2018-09-06
20EXM,Allocated,Amateur Intermediate Radio Licence,2018-09-06
20EXN,Allocated,Amateur Intermediate Radio Licence,2021-12-24
20EXO,Allocated,Amateur Intermediate Radio Licence,2018-09-06
20EXP,Allocated,Amateur Intermediate Radio Licence,2018-09-09
20EXQ,Allocated,Amateur Intermediate Radio Licence,2021-03-12
20EXR,Reserved,Amateur Intermediate Radio Licence,2018-09-09
20EXS,Reserved,Amateur Intermediate Radio Licence,2018-09-11
20EXT,Allocated,Amateur Intermediate Radio Licence,2019-10-08
20EXU,Allocated,Amateur Intermediate Radio Licence,2018-09-20
20EXV,Allocated,Amateur Intermediate Radio Licence,2022-06-08
20EXW,Allocated,Amateur Intermediate Radio Licence,2019-07-24
20EXX,Allocated,Amateur Intermediate Radio Licence,2022-08-05
20EXY,Allocated,Amateur Intermediate Radio Licence,2018-09-20
20EXZ,Allocated,Amateur Intermediate Radio Licence,2018-09-21
20EYA,Allocated,Amateur Intermediate Radio Licence,2018-09-21
20EYB,Allocated,Amateur Intermediate Radio Licence,2018-09-21
20EYC,Allocated,Amateur Intermediate Radio Licence,2018-09-28
20EYD,Allocated,Amateur Intermediate Radio Licence,2018-09-28
20EYE,Allocated,Amateur Intermediate Radio Licence,2019-03-04
20EYF,Allocated,Amateur Intermediate Radio Licence,2022-11-12
20EYG,Allocated,Amateur Intermediate Radio Licence,2018-10-01
20EYH,Allocated,Amateur Intermediate Radio Licence,2019-01-18
20EYI,Allocated,Amateur Intermediate Radio Licence,2018-10-04
20EYJ,Available,Amateur Intermediate Radio Licence,2018-10-09
20EYK,Allocated,Amateur Intermediate Radio Licence,2022-05-24
20EYL,Allocated,Amateur Intermediate Radio Licence,2018-10-12
20EYM,Allocated,Amateur Intermediate Radio Licence,2021-10-16
20EYN,Allocated,Amateur Intermediate Radio Licence,2018-10-17
20EYO,Allocated,Amateur Intermediate Radio Licence,2018-10-17
20EYP,Allocated,Amateur Intermediate Radio Licence,2020-04-07
20EYQ,Reserved,Amateur Intermediate Radio Licence,2018-10-17
20EYR,Allocated,Amateur Intermediate Radio Licence,2018-10-17
20EYS,Allocated,Amateur Intermediate Radio Licence,2019-08-01
20EYT,Allocated,Amateur Intermediate Radio Licence,2018-10-17
20EYU,Allocated,Amateur Intermediate Radio Licence,2018-10-21
20EYV,Allocated,Amateur Intermediate Radio Licence,2018-10-23
20EYW,Allocated,Amateur Intermediate Radio Licence,2018-10-23
20EYX,Reserved,,2018-10-24
20EYY,Allocated,Amateur Intermediate Radio Licence,2018-10-24
20EYZ,Allocated,Amateur Intermediate Radio Licence,2018-10-27
20EZA,Allocated,Amateur Intermediate Radio Licence,2018-10-27
20EZB,Allocated,Amateur Intermediate Radio Licence,2018-10-27
20EZC,Allocated,Amateur Intermediate Radio Licence,2022-10-27
20EZD,Allocated,Amateur Intermediate Radio Licence,2018-10-27
20EZE,Allocated,Amateur Intermediate Radio Licence,2020-01-14
20EZF,Allocated,Amateur Intermediate Radio Licence,2018-10-27
20EZG,Allocated,Amateur Intermediate Radio Licence,2022-09-11
20EZH,Allocated,Amateur Intermediate Radio Licence,2019-01-18
20EZI,Reserved,Amateur Intermediate Radio Licence,2018-10-27
20EZJ,Allocated,Amateur Intermediate Radio Licence,2023-07-01
20EZK,Allocated,Amateur Intermediate Radio Licence,2023-03-09
20EZL,Allocated,Amateur Intermediate Radio Licence,2018-10-27
20EZM,Allocated,Amateur Intermediate Radio Licence,2018-10-27
20EZN,Allocated,Amateur Intermediate Radio Licence,2019-06-12
20EZO,Allocated,Amateur Intermediate Radio Licence,2018-11-06
20EZP,Allocated,Amateur Intermediate Radio Licence,2019-03-03
20EZQ,Allocated,Amateur Intermediate Radio Licence,2018-11-06
20EZR,Allocated,Amateur Intermediate Radio Licence,2023-02-27
20EZS,Allocated,Amateur Intermediate Radio Licence,2018-11-07
20EZT,Allocated,Amateur Intermediate Radio Licence,2021-02-18
20EZU,Allocated,Amateur Intermediate Radio Licence,2018-11-08
20EZV,Reserved,Amateur Intermediate Radio Licence,2023-07-07
20EZW,Allocated,Amateur Intermediate Radio Licence,2018-11-08
20EZX,Allocated,Amateur Intermediate Radio Licence,2022-06-07
20EZY,Allocated,Amateur Intermediate Radio Licence,2018-11-09
20EZZ,Allocated,Amateur Intermediate Radio Licence,2023-07-01
20FAA,Allocated,Amateur Intermediate Radio Licence,2018-11-09
20FAB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAD,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAE,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAH,Allocated,Amateur Intermediate Radio Licence,2016-10-19
20FAI,Allocated,Amateur Intermediate Radio Licence,2021-06-06
20FAJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAK,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20FAL,Allocated,Amateur Intermediate Radio Licence,2021-04-18
20FAM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAN,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAO,Allocated,Amateur Intermediate Radio Licence,2021-09-09
20FAP,Allocated,Amateur Intermediate Radio Licence,2021-01-15
20FAQ,Allocated,Amateur Intermediate Radio Licence,2022-04-17
20FAR,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAS,Allocated,Amateur Intermediate Radio Licence,2021-06-16
20FAT,Reserved,,2016-08-02
20FAU,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20FAV,Allocated,Amateur Intermediate Radio Licence,2018-03-14
20FAW,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAX,Allocated,Amateur Intermediate Radio Licence,2023-02-21
20FAY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FAZ,Allocated,Amateur Intermediate Radio Licence,2021-07-22
20FBA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FBB,Allocated,Amateur Intermediate Radio Licence,2020-03-18
20FBC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FBD,Allocated,Amateur Intermediate Radio Licence,2020-03-18
20FBE,Allocated,Amateur Intermediate Radio Licence,2020-09-07
20FBF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FBG,Allocated,Amateur Intermediate Radio Licence,2023-03-23
20FBH,Allocated,Amateur Intermediate Radio Licence,2022-12-24
20FBI,Reserved,,2018-11-09
20FBJ,Allocated,Amateur Intermediate Radio Licence,2018-11-09
20FBK,Allocated,Amateur Intermediate Radio Licence,2018-11-09
20FBL,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FBM,Reserved,Amateur Intermediate Radio Licence,2021-06-09
20FBN,Allocated,Amateur Intermediate Radio Licence,2021-02-17
20FBO,Allocated,Amateur Intermediate Radio Licence,2020-12-19
20FBP,Allocated,Amateur Intermediate Radio Licence,2022-02-15
20FBQ,Allocated,Amateur Intermediate Radio Licence,2022-02-11
20FBR,Allocated,Amateur Intermediate Radio Licence,2018-11-10
20FBS,Reserved,Amateur Intermediate Radio Licence,2018-11-10
20FBT,Allocated,Amateur Intermediate Radio Licence,2022-11-14
20FBU,Allocated,Amateur Intermediate Radio Licence,2018-11-14
20FBV,Allocated,Amateur Intermediate Radio Licence,2018-11-15
20FBW,Allocated,Amateur Intermediate Radio Licence,2018-11-17
20FBX,Allocated,Amateur Intermediate Radio Licence,2018-11-17
20FBY,Allocated,Amateur Intermediate Radio Licence,2018-11-18
20FBZ,Allocated,Amateur Intermediate Radio Licence,2023-07-18
20FCA,Allocated,Amateur Intermediate Radio Licence,2018-11-19
20FCB,Allocated,Amateur Intermediate Radio Licence,2018-11-19
20FCC,Allocated,Amateur Intermediate Radio Licence,2018-11-22
20FCD,Allocated,Amateur Intermediate Radio Licence,2023-01-03
20FCE,Allocated,Amateur Intermediate Radio Licence,2019-01-29
20FCF,Allocated,Amateur Intermediate Radio Licence,2018-11-28
20FCG,Allocated,Amateur Intermediate Radio Licence,2021-12-15
20FCH,Allocated,Amateur Intermediate Radio Licence,2018-11-28
20FCI,Allocated,Amateur Intermediate Radio Licence,2021-10-09
20FCJ,Allocated,Amateur Intermediate Radio Licence,2023-08-17
20FCK,Allocated,Amateur Intermediate Radio Licence,2018-11-29
20FCL,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FCM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FCN,Allocated,Amateur Intermediate Radio Licence,2020-11-03
20FCO,Allocated,Amateur Intermediate Radio Licence,2023-03-01
20FCP,Allocated,Amateur Intermediate Radio Licence,2019-11-17
20FCQ,Allocated,Amateur Intermediate Radio Licence,2018-11-30
20FCR,Allocated,Amateur Intermediate Radio Licence,2018-11-30
20FCS,Allocated,Amateur Intermediate Radio Licence,2018-11-30
20FCT,Allocated,Amateur Intermediate Radio Licence,2019-06-01
20FCU,Allocated,Amateur Intermediate Radio Licence,2018-12-01
20FCV,Allocated,Amateur Intermediate Radio Licence,2018-12-01
20FCW,Reserved,,2018-12-02
20FCX,Allocated,Amateur Intermediate Radio Licence,2021-02-10
20FCY,Allocated,Amateur Intermediate Radio Licence,2018-12-02
20FCZ,Allocated,Amateur Intermediate Radio Licence,2018-12-06
20FDA,Allocated,Amateur Intermediate Radio Licence,2022-03-03
20FDB,Allocated,Amateur Intermediate Radio Licence,2018-12-06
20FDC,Allocated,Amateur Intermediate Radio Licence,2018-12-06
20FDD,Allocated,Amateur Intermediate Radio Licence,2018-12-07
20FDE,Allocated,Amateur Intermediate Radio Licence,2018-12-07
20FDF,Allocated,Amateur Intermediate Radio Licence,2018-12-07
20FDG,Allocated,Amateur Intermediate Radio Licence,2020-05-22
20FDH,Allocated,Amateur Intermediate Radio Licence,2018-12-17
20FDI,Allocated,Amateur Intermediate Radio Licence,2021-03-22
20FDJ,Reserved,,2018-12-18
20FDK,Allocated,Amateur Intermediate Radio Licence,2021-04-05
20FDL,Allocated,Amateur Intermediate Radio Licence,2018-12-18
20FDM,Allocated,Amateur Intermediate Radio Licence,2018-12-18
20FDN,Allocated,Amateur Intermediate Radio Licence,2023-03-27
20FDO,Allocated,Amateur Intermediate Radio Licence,2018-12-19
20FDP,Allocated,Amateur Intermediate Radio Licence,2019-10-06
20FDQ,Reserved,Amateur Intermediate Radio Licence,2018-12-20
20FDR,Allocated,Amateur Intermediate Radio Licence,2018-12-20
20FDS,Allocated,Amateur Intermediate Radio Licence,2018-07-18
20FDT,Allocated,Amateur Intermediate Radio Licence,2018-12-20
20FDU,Allocated,Amateur Intermediate Radio Licence,2018-12-20
20FDV,Allocated,Amateur Intermediate Radio Licence,2018-12-21
20FDW,Allocated,Amateur Intermediate Radio Licence,2021-11-25
20FDX,Allocated,Amateur Intermediate Radio Licence,2021-11-04
20FDY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FDZ,Allocated,Amateur Intermediate Radio Licence,2018-12-22
20FEA,Allocated,Amateur Intermediate Radio Licence,2018-12-22
20FEB,Allocated,Amateur Intermediate Radio Licence,2018-12-22
20FEC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FED,Allocated,Amateur Intermediate Radio Licence,2022-04-01
20FEE,Allocated,Amateur Intermediate Radio Licence,2021-04-16
20FEF,Allocated,Amateur Intermediate Radio Licence,2021-05-10
20FEG,Allocated,Amateur Intermediate Radio Licence,2018-12-25
20FEH,Allocated,Amateur Intermediate Radio Licence,2018-12-25
20FEI,Allocated,Amateur Intermediate Radio Licence,2019-01-03
20FEJ,Allocated,Amateur Intermediate Radio Licence,2021-10-24
20FEK,Allocated,Amateur Intermediate Radio Licence,2023-04-02
20FEL,Allocated,Amateur Intermediate Radio Licence,2021-02-22
20FEM,Allocated,Amateur Intermediate Radio Licence,2019-01-03
20FEN,Allocated,Amateur Intermediate Radio Licence,2022-08-08
20FEO,Allocated,Amateur Intermediate Radio Licence,2019-01-08
20FEP,Allocated,Amateur Intermediate Radio Licence,2019-01-15
20FEQ,Allocated,Amateur Intermediate Radio Licence,2021-01-11
20FER,Reserved,Amateur Intermediate Radio Licence,2019-01-15
20FES,Allocated,Amateur Intermediate Radio Licence,2020-05-28
20FET,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20FEU,Reserved,,2019-01-23
20FEV,Allocated,Amateur Intermediate Radio Licence,2021-03-20
20FEW,Allocated,Amateur Intermediate Radio Licence,2021-04-12
20FEX,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FEY,Allocated,Amateur Intermediate Radio Licence,2019-01-24
20FEZ,Allocated,Amateur Intermediate Radio Licence,2019-06-26
20FFA,Allocated,Amateur Intermediate Radio Licence,2020-04-05
20FFB,Allocated,Amateur Intermediate Radio Licence,2019-07-31
20FFC,Allocated,Amateur Intermediate Radio Licence,2021-05-20
20FFD,Allocated,Amateur Intermediate Radio Licence,2019-01-31
20FFE,Allocated,Amateur Intermediate Radio Licence,2019-01-31
20FFF,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20FFG,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20FFH,Reserved,Amateur Intermediate Radio Licence,2019-02-02
20FFI,Allocated,Amateur Intermediate Radio Licence,2019-02-18
20FFJ,Allocated,Amateur Intermediate Radio Licence,2019-02-19
20FFK,Allocated,Amateur Intermediate Radio Licence,2019-02-19
20FFL,Allocated,Amateur Intermediate Radio Licence,2019-02-19
20FFM,Allocated,Amateur Intermediate Radio Licence,2022-05-03
20FFN,Allocated,Amateur Intermediate Radio Licence,2019-02-21
20FFO,Allocated,Amateur Intermediate Radio Licence,2019-02-21
20FFP,Allocated,Amateur Intermediate Radio Licence,2023-01-27
20FFQ,Allocated,Amateur Intermediate Radio Licence,2018-09-28
20FFR,Reserved,Amateur Intermediate Radio Licence,2016-10-03
20FFS,Allocated,Amateur Intermediate Radio Licence,2021-02-16
20FFT,Allocated,Amateur Intermediate Radio Licence,2019-02-22
20FFU,Allocated,Amateur Intermediate Radio Licence,2019-02-27
20FFV,Allocated,Amateur Intermediate Radio Licence,2019-02-27
20FFW,Allocated,Amateur Intermediate Radio Licence,2019-02-27
20FFX,Allocated,Amateur Intermediate Radio Licence,2019-02-28
20FFY,Allocated,Amateur Intermediate Radio Licence,2020-04-06
20FFZ,Allocated,Amateur Intermediate Radio Licence,2019-02-28
20FGA,Allocated,Amateur Intermediate Radio Licence,2019-03-07
20FGB,Allocated,Amateur Intermediate Radio Licence,2019-03-07
20FGC,Allocated,Amateur Intermediate Radio Licence,2019-03-12
20FGD,Allocated,Amateur Intermediate Radio Licence,2019-03-12
20FGE,Allocated,Amateur Intermediate Radio Licence,2022-11-06
20FGF,Reserved,Amateur Intermediate Radio Licence,2022-02-06
20FGG,Allocated,Amateur Intermediate Radio Licence,2022-10-05
20FGH,Allocated,Amateur Intermediate Radio Licence,2019-07-10
20FGI,Allocated,Amateur Intermediate Radio Licence,2023-08-15
20FGJ,Allocated,Amateur Intermediate Radio Licence,2019-03-13
20FGK,Allocated,Amateur Intermediate Radio Licence,2019-09-24
20FGL,Allocated,Amateur Intermediate Radio Licence,2022-02-02
20FGM,Allocated,Amateur Intermediate Radio Licence,2019-03-13
20FGN,Allocated,Amateur Intermediate Radio Licence,2021-05-29
20FGO,Allocated,Amateur Intermediate Radio Licence,2021-04-03
20FGP,Allocated,Amateur Intermediate Radio Licence,2020-12-31
20FGQ,Allocated,Amateur Intermediate Radio Licence,2019-03-20
20FGR,Allocated,Amateur Intermediate Radio Licence,2019-03-20
20FGS,Reserved,Amateur Intermediate Radio Licence,2019-09-11
20FGT,Allocated,Amateur Intermediate Radio Licence,2019-03-21
20FGU,Allocated,Amateur Intermediate Radio Licence,2019-03-27
20FGV,Allocated,Amateur Intermediate Radio Licence,2019-03-27
