Value,Product,Status,Type,Call Sign MMSI: Last Modified Date
G0GUE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-19
G0GYK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-03
G0HAN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-03-10
G0HBS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-07
G0HEI,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2023-05-09
G0HFO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-09-28
G0HHG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-12-10
G0HKU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-11-15
G0HNB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-09-15
G0HQH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-18
G0HSX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-02-07
G0HUH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-11-17
G0HUX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-01-15
G0IBJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-10-16
G0IDS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-11-16
G0IEX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-20
G0IFB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-08-17
G0IFW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-10-04
G0IIZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-04-28
G0ILV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-02
G0INC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-04-26
G0INV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-02-18
G0IOH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-03
G0IZG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-11-14
G0IZY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-02-25
G0JDK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-02-05
G0JHS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-04-29
G0JIW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-05-04
G0JKL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-09-08
G0JLR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-06
G0JNY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-12-20
G0JPT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-08-11
G0JWC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-01
G0JWM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-02-08
G0JXY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-02-05
G0JZI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-03-14
G0KAR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-10-11
G0KAY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-04-27
G0KFD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-10
G0KJR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-05-12
G0KKJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-30
G0KKQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-27
G0KWC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-12-27
G0LAP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-17
G0LBK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-24
G0LBR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-13
G0LHG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-12-22
G0LIZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-23
G0LJT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-03-16
G0LJU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-30
G0LLU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-03
G0LLY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-25
G0LOU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-09-11
G0LQP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-03-05
G0LRH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-30
G0LSV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-03-05
G0MEM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-15
G0MET,Amateur Club Radio Licence,Allocated,Call Sign - Amateur,2023-08-01
G0MGG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-11
G0MLQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2020-10-02
G0MTS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-12-31
G0MZS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-02
G0NAD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-12
G0NAN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-15
G0NTM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-04-20
G0ODG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-08
G0ODL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-02-25
G0OHQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-14
G0OMV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-06
G0ONT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-07-28
G0OOM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-06
G0OOQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-10-09
G0OUC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-08
G0PAC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-08-25
G0PBQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-07
G0PCL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-18
G0PKV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-23
G0PMJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-07-29
G0PML,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-29
G0RCM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-06-16
G0RFD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-06-10
G0RFI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-01-08
G0RFV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-12
G0RGT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-27
G0RIB,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2020-12-21
G0RIR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-02-08
G0RMQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-11-22
G0RQC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-03-23
G0RQI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-09-27
G0RRL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-21
G0SDG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-11
G0SGO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-06-10
G0SJG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-07-15
G0SKB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-31
G0SKW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-12
G0SOB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-15
G0SOZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-10-16
G0SP,Amateur Club Radio Licence,Allocated,Call Sign - Amateur,2020-01-23
G0SPG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-16
G0SUC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-11-11
G0SVY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-21
G0SYW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-11-30
G0SZI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-24
G0TDB,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2023-06-19
G0TDD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-13
G0TDN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-31
G0TLY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-01
G0TPF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-20
G0TUZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-07-03
G0TVE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-28
G0TVK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-21
G0TXO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-25
G0UAE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-11-02
G0UDF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-03-12
G0UJT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-27
G0UOK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-22
G0UOL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-05-16
G0UPK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-01-21
G0UPP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-01
G0URJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-12-17
G0UTA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-27
G0UTX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-07
G0UWF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-06-01
G0UXT,Amateur Full Radio Licence,Available,Call Sign - Amateur,2020-09-07
G0UXZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-05-15
G0VEQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-27
G0VRQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-02
G0VTZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-05-12
G0WDU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-10-12
G0WFX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-12-18
G0WGQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-30
G0WHS,Amateur Club Radio Licence,Allocated,Call Sign - Amateur,2023-05-12
G0WOW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-09
G0WOZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-17
G0WPI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-06-29
G0WQJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-08-11
G0WQT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-02
G0WSJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-20
G0WTP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-03
G0WUS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-08-03
G0WXP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-27
G0XAG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-27
G0XBH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-15
G0XDX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-01
G0YAF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-05
G0YCE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-10
G0YYH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-06
G1AAV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-12
G1AFX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-30
G1AJH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-20
G1AKS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-12-21
G1ANA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-09-26
G1AND,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-10
G1ARM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-30
G1ASP,Amateur Club Radio Licence,Available,Call Sign - Amateur,2022-10-26
G1ASU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-10-11
G1AUZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-20
G1AW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-12
G1BFV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-03-26
G1BRM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-24
G1BUZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-10
G1BWE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-12-02
G1BWX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-04-06
G1CAR,Amateur Club Radio Licence,Allocated,Call Sign - Amateur,2022-06-08
G1CAT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-14
G1CCD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-06
G1CJL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-17
G1CMB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-08-22
G1COE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-19
G1CQK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2023-04-20
G1CRH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-06-17
G1CSL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-02-07
G1CZE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-14
G1DIL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-12-09
G1DKB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-05-13
G1DNX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2017-04-07
G1DQR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-19
G1DUM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-04
G1DX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-10
G1DXN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-07
G1ECL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-07-28
G1EGR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-01-14
G1EHK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-01-03
G1EIQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-30
G1EKP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-12-13
G1ELF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-05
G1EMF,Amateur Club Radio Licence,Allocated,Call Sign - Amateur,2022-06-01
G1ENX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-01-22
G1ERW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-02
G1EWV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-11-28
G1EYW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-29
G1FGE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-28
G1FGT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-11-02
G1FHB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-14
G1FIF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-08-03
G1FIG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-02-17
G1FQR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-10
G1FRG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-09-27
G1FRJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-16
G1FTX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-10-29
G1GAU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-05
G1GAW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-29
G1GFO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-23
G1GGH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-31
G1GJC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-06-20
G1GMQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-12-02
G1GPO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-29
G1GPT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-04-26
G1GSX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2023-04-21
G1GWH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-30
G1GWL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-10-15
G1GZT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-13
G1HTR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-01
G1HVW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-01
G1HYM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-04-12
G1ICO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-05-30
G1IDR,Amateur Club Radio Licence,Allocated,Call Sign - Amateur,2021-11-15
G1IDX,Amateur Club Radio Licence,Available,Call Sign - Amateur,2022-07-06
G1IKW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-13
G1INH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-06
G1IOU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-25
G1IPJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-06-22
G1IRP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-08-04
G1ISJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-15
G1ISO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-12
G1JDY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-19
G1JJZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-21
G1JND,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2022-11-09
G1JNH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-28
G1JRH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-02-18
G1JRT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-01
G1JSP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-08-03
G1JVG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-06-28
G1JWZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-02-21
G1KBH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-03-06
G1KCA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-30
G1KDB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-24
G1KDC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-24
G1KGW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-23
G1KQD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-09-08
G1KRG,Amateur Club Radio Licence,Reserved,Call Sign - Amateur,2023-08-17
G1KRI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-05
G1KUO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-07-02
G1LCZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-30
G1LDJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-12-12
G1LHT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-10
G1LIZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-10-17
G1LJB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-12-15
G1LLI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-03-19
G1LQE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-31
G1LQN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-12
G1LQP,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2020-05-13
G1LRO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-05-16
G1LRV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-04-08
G1LXK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-26
G1LXM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-02-20
G1LYX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-20
G1MAS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-11-28
G1MIS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-29
G1MKY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-11-01
G1MRC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-01-19
G1MXJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-02
G1NAR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-12
G1NCS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-02-06
