Value,Product,Status,Type,Call Sign MMSI: Last Modified Date
G1ECD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1ECE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-13
G1ECI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ECK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ECO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ECS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ECV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ECY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ECZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-06-12
G1EDA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EDE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2019-12-19
G1EDH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EDK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EDM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EDP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EDT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EDU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-05
G1EDX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EEA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EEL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EEO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EEP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-04-25
G1EEQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-19
G1EEU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EEZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EFF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EFG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EFI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-17
G1EFK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EFL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EFM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1EFO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EFP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-05-10
G1EFS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-01-31
G1EFT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EFU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-07-23
G1EFX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EFY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EGB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EGC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-02-03
G1EGE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-11-09
G1EGI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EGK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EGL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EGZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-07-10
G1EHA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1EHB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-12-23
G1EHE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EHF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-09
G1EHI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EHM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EHN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-16
G1EHR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1EHS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EHT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EHU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EHX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-19
G1EIB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EIG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-04-24
G1EIH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EIO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EIP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-29
G1EIR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-29
G1EIV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EIX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EIZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EJA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EJE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EJK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EJQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EJX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EJY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EKC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EKH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EKM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-12-11
G1EKU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EKW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ELE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-05
G1ELG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-05
G1ELJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-08-29
G1ELK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ELP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-08-17
G1ELQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ELX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ELZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-30
G1EMD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-12-21
G1EML,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EMM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-07-20
G1EMU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EMW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ENA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1END,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ENG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ENI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-06-19
G1ENN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1ENP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ENR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EOA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EOH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EOI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-04-30
G1EOJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-06
G1EOK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EOM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EOO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1EOQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1EOS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-08
G1EPD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-13
G1EPF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EPL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-06-09
G1EPO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EPR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EPS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EQF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EQJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EQL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EQM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EQT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EQU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ERA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ERF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ERG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1ERJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-20
G1ERM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-17
G1ERQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ERS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-01
G1ERU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ERY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ERZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ESC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ESV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ESW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ESX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-13
G1ETD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ETH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1ETQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1ETX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-02
G1ETZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EUA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-01-26
G1EUC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1EUD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EUF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EUG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EUH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-02-08
G1EUI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EUM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EUN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-19
G1EUQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EUT,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-04-09
G1EUU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EUZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-25
G1EVA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EVD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1EVG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1EVI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EVR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EVV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EWA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EWC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EWE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EWH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EWM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EWP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EWQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EWW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EWY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EXC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2017-01-06
G1EXG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EXK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-01
G1EXM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EXR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EXU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-09-15
G1EXV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EYD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EYG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EYJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EYO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EYS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EYT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EYY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1EYZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-02
G1EZF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EZG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EZI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1EZJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-05-10
G1EZU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-02-15
G1EZV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-04-14
G1FAA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FAD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1FAF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FAI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FBE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FBH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-04-22
G1FBI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FBK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FBL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-06-19
G1FBM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FBQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FBS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-04-09
G1FBU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-17
G1FBW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-10
G1FBY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1FBZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FCG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-26
G1FCN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-25
G1FCU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-04-07
G1FCX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-02-05
G1FDB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FDD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FDK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FDL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-21
G1FDN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FDO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FDY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FEF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-11-23
G1FEJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-03-29
G1FEM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-19
G1FEO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-03-26
G1FEP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FET,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-08
G1FEV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-14
G1FEX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FFA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1FFH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FFO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FFR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-14
G1FFU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FFV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1FGB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-02-25
G1FGC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FGI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-10-25
G1FGK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FGN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FHH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FHI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FHK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FHO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-06-07
G1FHR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FHY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-10-01
G1FIM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FIP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FIZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-06-18
G1FJD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-01-13
G1FJF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FJH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-15
G1FJI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FJJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FJQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FJS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-02-07
G1FKJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FKL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FKM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FKP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FKS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-13
G1FKT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FKY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-10-13
G1FLI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FLL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2018-02-19
G1FLQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FLV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FLW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FLX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FLY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-04-04
G1FMA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FMC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-04-16
G1FMD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-06-09
G1FML,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FMT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FMU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-12-12
G1FMV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-12-20
G1FMW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FMX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FNA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-16
G1FND,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FNF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FNN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-26
G1FNP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FNR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FNS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-06-06
G1FNT,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1FNU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FNX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-10
G1FOA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-08-19
G1FOE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FOF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FOM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FON,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FOW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-04
G1FOX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-07
G1FOZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-01-08
G1FPC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FPD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FPK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FPP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FPS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FPU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FPY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-12
G1FPZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FQD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FQE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FQI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-02-27
G1FQV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FQX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-05
G1FRD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FRH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-09-27
G1FRL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FRM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FSE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-05-06
G1FSF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FSH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FSJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FSM,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1FSU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-05-01
G1FSW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FSX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-10-03
G1FSZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-05-06
G1FTD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-02-12
G1FTF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-01-12
G1FTG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FTH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FTJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-12-23
G1FTK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-11-17
G1FTO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FTQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-09-22
G1FTU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1FTV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FTZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FUA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FUD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FUG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FUJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FVA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
