callsign,status,licence_class,licence_issued_date
M0LCK,Allocated,Full,2003-11-26
M3XPG,Reserved,Foundation,2003-11-26
M3FRQ,Allocated,Foundation,2003-11-27
G0GFX,Allocated,Full,2003-11-27
M3XLH,Reserved,Foundation,2003-11-27
M3FGU,Allocated,Foundation,2003-11-28
M3FGX,Allocated,Foundation,2003-11-28
M3FHI,Allocated,Foundation,2003-11-28
M3HCL,Allocated,Foundation,2003-11-28
M3PSD,Allocated,Foundation,2003-11-28
M3FGQ,Allocated,Foundation,2003-11-28
M3JCK,Reserved,Foundation,2003-11-28
M0DLI,Allocated,Full,2003-11-28
G4ZCY,Allocated,Full,2003-11-28
M0DLG,Allocated,Full,2003-11-28
M0DLH,Allocated,Full,2003-11-28
G0MKA,Allocated,Full,2003-11-28
20EOU,Allocated,Intermediate,2003-11-28
20FAQ,Allocated,Intermediate,2003-11-28
20MAH,Allocated,Intermediate,2003-11-28
20MJC,Allocated,Intermediate,2003-11-28
20MRK,Allocated,Intermediate,2003-11-28
20ODY,Allocated,Intermediate,2003-11-28
20SOA,Allocated,Intermediate,2003-11-28
20TWT,Allocated,Intermediate,2003-11-28
M3KPE,Reserved,Foundation,2003-11-28
M3WAX,Reserved,Foundation,2003-11-28
M3LAS,Reserved,Foundation,2003-11-28
M3FGP,Reserved,Foundation,2003-11-28
M3FGT,Reserved,Foundation,2003-11-28
M3FGY,Reserved,Foundation,2003-11-28
M3FGZ,Reserved,Foundation,2003-11-28
20JMO,Reserved,Intermediate,2003-11-28
G4OXC,Allocated,Full,2003-11-29
G1RHQ,Reserved,Full,2003-11-29
M3SFX,Reserved,Foundation,2003-12-01
M3XSQ,Allocated,Foundation,2003-12-01
M3HNP,Allocated,Foundation,2003-12-01
M3FHN,Allocated,Foundation,2003-12-01
M3FHL,Reserved,Foundation,2003-12-01
M3FHO,Allocated,Foundation,2003-12-02
M3WER,Allocated,Foundation,2003-12-02
M3JND,Allocated,Foundation,2003-12-02
M3KRD,Allocated,Foundation,2003-12-02
M3HEJ,Allocated,Foundation,2003-12-02
M3FHP,Allocated,Foundation,2003-12-02
M3FHQ,Allocated,Foundation,2003-12-02
M3FHV,Allocated,Foundation,2003-12-02
M3IQS,Allocated,Foundation,2003-12-02
M3VHB,Allocated,Foundation,2003-12-02
G8TZU,Allocated,Full,2003-12-02
20MWJ,Allocated,Intermediate,2003-12-02
M3FHS,Reserved,Foundation,2003-12-02
M3FHU,Reserved,Foundation,2003-12-02
20RWM,Reserved,Intermediate,2003-12-02
M3JJO,Allocated,Foundation,2003-12-03
M3SIJ,Allocated,Foundation,2003-12-03
M3FIB,Allocated,Foundation,2003-12-03
M3FIF,Allocated,Foundation,2003-12-03
M3FIA,Allocated,Foundation,2003-12-03
G1BKB,Allocated,Full,2003-12-03
G8GDF,Allocated,Full,2003-12-03
20CDL,Allocated,Intermediate,2003-12-03
20RFB,Allocated,Intermediate,2003-12-03
20SAM,Allocated,Intermediate,2003-12-03
20TDE,Allocated,Intermediate,2003-12-03
20YPG,Allocated,Intermediate,2003-12-03
G4PWC,Reserved,Full,2003-12-03
M0GNW,Reserved,Full,2003-12-03
M3TCD,Allocated,Foundation,2003-12-04
M3FIH,Allocated,Foundation,2003-12-04
M3KPA,Allocated,Foundation,2003-12-04
M3FIZ,Allocated,Foundation,2003-12-04
M3FIG,Reserved,Foundation,2003-12-04
M3JCO,Reserved,Foundation,2003-12-04
M3IRD,Allocated,Foundation,2003-12-05
M3VKS,Allocated,Foundation,2003-12-05
M3FIK,Allocated,Foundation,2003-12-05
M3FIM,Allocated,Foundation,2003-12-05
M3TNR,Allocated,Foundation,2003-12-05
M3KWK,Allocated,Foundation,2003-12-05
M3LBQ,Allocated,Foundation,2003-12-05
M3GTF,Allocated,Foundation,2003-12-05
M3TIL,Allocated,Foundation,2003-12-05
M3FIP,Allocated,Foundation,2003-12-05
M3ZHY,Allocated,Foundation,2003-12-05
M3MPX,Allocated,Foundation,2003-12-05
M3LFL,Allocated,Foundation,2003-12-05
M3YHQ,Allocated,Foundation,2003-12-05
M3TMI,Allocated,Foundation,2003-12-05
M0WWR,Allocated,Full,2003-12-05
M0ECC,Allocated,Full,2003-12-05
G8DRL,Allocated,Full,2003-12-05
M0PLH,Allocated,Full,2003-12-05
G8OMG,Allocated,Full,2003-12-05
M0PTK,Allocated,Full,2003-12-05
M0VKH,Allocated,Full,2003-12-05
M1EGO,Allocated,Full,2003-12-05
20GVG,Reserved,Intermediate,2003-12-05
M3TBO,Reserved,Foundation,2003-12-05
M3FIJ,Reserved,Foundation,2003-12-05
M3FIO,Reserved,Foundation,2003-12-05
G1GMK,Reserved,Full,2003-12-05
20IAM,Reserved,Intermediate,2003-12-05
M3WLW,Allocated,Foundation,2003-12-08
M3FIV,Allocated,Foundation,2003-12-08
M3FIW,Allocated,Foundation,2003-12-08
M3FIY,Allocated,Foundation,2003-12-08
M3FJA,Allocated,Foundation,2003-12-09
M3FJC,Allocated,Foundation,2003-12-09
M3FJD,Allocated,Foundation,2003-12-09
M3FJE,Allocated,Foundation,2003-12-09
M3GEW,Allocated,Foundation,2003-12-09
G4YUG,Allocated,Full,2003-12-09
G0UHS,Allocated,Full,2003-12-09
M0DLK,Allocated,Full,2003-12-09
G8AFS,Allocated,Full,2003-12-09
20HAK,Allocated,Intermediate,2003-12-09
M3SZB,Reserved,Foundation,2003-12-09
M3JPA,Available,Foundation,2003-12-09
M3WSZ,Reserved,Foundation,2003-12-09
M3JBY,Reserved,Foundation,2003-12-09
G8PGL,Allocated,Full,2003-12-10
M1AKE,Reserved,Full,2003-12-10
M3SNP,Allocated,Foundation,2003-12-12
M3ILI,Allocated,Foundation,2003-12-12
M3LYW,Allocated,Foundation,2003-12-12
M3PWG,Allocated,Foundation,2003-12-12
M3SUH,Allocated,Foundation,2003-12-12
M3VRW,Allocated,Foundation,2003-12-12
G4NNL,Allocated,Full,2003-12-12
M3OLC,Reserved,Foundation,2003-12-12
M3XRS,Reserved,Foundation,2003-12-12
M3FJF,Reserved,Foundation,2003-12-12
G8OMB,Allocated,Full,2003-12-13
M3HAK,Allocated,Foundation,2003-12-15
M3FJP,Allocated,Foundation,2003-12-15
M3FJQ,Allocated,Foundation,2003-12-15
M3FJR,Allocated,Foundation,2003-12-15
M3FJN,Allocated,Foundation,2003-12-15
M3MJV,Allocated,Foundation,2003-12-15
M3KDT,Allocated,Foundation,2003-12-15
M0DMM,Allocated,Full,2003-12-15
M3FJK,Reserved,Foundation,2003-12-15
M3FJL,Reserved,Foundation,2003-12-15
M3FJX,Allocated,Foundation,2003-12-16
M3IMP,Allocated,Foundation,2003-12-16
M3FJU,Allocated,Foundation,2003-12-16
M3LAE,Allocated,Foundation,2003-12-16
M0VWR,Allocated,Full,2003-12-16
M0LEA,Allocated,Full,2003-12-16
M0DLL,Allocated,Full,2003-12-16
G7MPW,Allocated,Full,2003-12-16
M3FJV,Reserved,Foundation,2003-12-16
M3FJY,Reserved,Foundation,2003-12-16
M3FKA,Allocated,Foundation,2003-12-17
M3MMR,Allocated,Foundation,2003-12-17
M3FKH,Allocated,Foundation,2003-12-17
M3FKI,Allocated,Foundation,2003-12-17
M3FMO,Allocated,Foundation,2003-12-17
M3FKJ,Allocated,Foundation,2003-12-17
M3VWT,Allocated,Foundation,2003-12-17
M3FKK,Allocated,Foundation,2003-12-17
M3FKF,Allocated,Foundation,2003-12-17
M3FKL,Allocated,Foundation,2003-12-17
M3FKM,Allocated,Foundation,2003-12-17
M3FKN,Allocated,Foundation,2003-12-17
M3FKO,Allocated,Foundation,2003-12-17
M3SEW,Allocated,Foundation,2003-12-17
M3NEI,Allocated,Foundation,2003-12-17
M0UXH,Allocated,Full,2003-12-17
M0FCY,Allocated,Full,2003-12-17
G4SJI,Allocated,Full,2003-12-17
M0PCM,Allocated,Full,2003-12-17
20BOT,Allocated,Intermediate,2003-12-17
20COL,Allocated,Intermediate,2003-12-17
M3JXP,Reserved,Foundation,2003-12-17
M3JVC,Reserved,Foundation,2003-12-17
G0MMW,Allocated,Full,2003-12-18
M3KBY,Allocated,Foundation,2003-12-19
M3TKT,Allocated,Foundation,2003-12-19
M3WWR,Allocated,Foundation,2003-12-19
M3FKS,Allocated,Foundation,2003-12-19
M3FKT,Allocated,Foundation,2003-12-19
M3WRA,Allocated,Foundation,2003-12-19
M3FKV,Allocated,Foundation,2003-12-19
M3FKW,Allocated,Foundation,2003-12-19
G4PAG,Allocated,Full,2003-12-19
G3NPS,Allocated,Full,2003-12-19
M3FKQ,Reserved,Foundation,2003-12-19
20NJW,Reserved,Intermediate,2003-12-19
M0AQD,Reserved,Full,2003-12-21
M3SEJ,Allocated,Foundation,2003-12-22
M3XOR,Allocated,Foundation,2003-12-22
M3GSI,Allocated,Foundation,2003-12-22
M3FLB,Allocated,Foundation,2003-12-22
M3OTC,Allocated,Foundation,2003-12-22
M3YCT,Allocated,Foundation,2003-12-22
M3XAD,Allocated,Foundation,2003-12-22
M3FLE,Allocated,Foundation,2003-12-22
M3UPU,Allocated,Foundation,2003-12-22
M3SHZ,Allocated,Foundation,2003-12-22
M3LNR,Allocated,Foundation,2003-12-22
M3IGA,Allocated,Foundation,2003-12-22
M3SFO,Allocated,Foundation,2003-12-22
M3FUR,Allocated,Foundation,2003-12-22
M3FKX,Allocated,Foundation,2003-12-22
M3JBK,Allocated,Foundation,2003-12-22
M0DLO,Reserved,Full,2003-12-22
M0DLZ,Allocated,Full,2003-12-22
20AWE,Allocated,Intermediate,2003-12-22
M3SDG,Reserved,Foundation,2003-12-22
M3PTN,Reserved,Foundation,2003-12-22
M3NZA,Reserved,Foundation,2003-12-22
M3PEL,Reserved,Foundation,2003-12-22
M3IKW,Reserved,Foundation,2003-12-22
M3FLD,Reserved,Foundation,2003-12-22
20DEY,Reserved,Intermediate,2003-12-22
M3FLF,Allocated,Foundation,2003-12-23
M3FLH,Allocated,Foundation,2003-12-23
M3FLK,Allocated,Foundation,2003-12-23
M3FLL,Allocated,Foundation,2003-12-23
M3XWJ,Allocated,Foundation,2003-12-23
M3UNA,Allocated,Foundation,2003-12-23
M3TEM,Allocated,Foundation,2003-12-23
M3XTT,Allocated,Foundation,2003-12-23
M3STX,Allocated,Foundation,2003-12-23
M3XZZ,Allocated,Foundation,2003-12-23
M0DLP,Allocated,Full,2003-12-23
20AWF,Allocated,Intermediate,2003-12-23
20GAK,Allocated,Intermediate,2003-12-23
M3FLM,Reserved,Foundation,2003-12-23
M3GWZ,Allocated,Foundation,2003-12-24
M3FLN,Reserved,Foundation,2003-12-24
M3FLV,Allocated,Foundation,2003-12-29
M3ZVU,Allocated,Foundation,2003-12-29
M3MRK,Allocated,Foundation,2003-12-29
M3FLW,Allocated,Foundation,2003-12-29
M3FLZ,Allocated,Foundation,2003-12-29
M3HSI,Allocated,Foundation,2003-12-29
M3FLQ,Allocated,Foundation,2003-12-29
M3RBP,Allocated,Foundation,2003-12-29
M3OBY,Allocated,Foundation,2003-12-29
M3FLU,Allocated,Foundation,2003-12-29
M3FLP,Allocated,Foundation,2003-12-29
M0SBX,Allocated,Full,2003-12-29
M3FLX,Reserved,Foundation,2003-12-29
M3FME,Allocated,Foundation,2003-12-30
M3FMB,Allocated,Foundation,2003-12-30
M3PHO,Allocated,Foundation,2003-12-30
M3FMF,Reserved,Foundation,2003-12-30
20UXB,Reserved,Intermediate,2003-12-30
M0TTY,Allocated,Full,2003-12-31
M0RMF,Allocated,Full,2003-12-31
M0ENC,Reserved,Full,2003-12-31
M1CLN,Allocated,Full,2004-01-04
M0GMA,Allocated,Full,2004-01-05
M0GNU,Allocated,Full,2004-01-05
M3WMO,Allocated,Foundation,2004-01-06
M3FMJ,Allocated,Foundation,2004-01-06
M3FMK,Allocated,Foundation,2004-01-06
M3FMP,Allocated,Foundation,2004-01-06
M3FMQ,Allocated,Foundation,2004-01-06
M3FMG,Allocated,Foundation,2004-01-06
M3THZ,Allocated,Foundation,2004-01-06
M3FMI,Allocated,Foundation,2004-01-06
M3KYR,Reserved,Foundation,2004-01-06
G6DWF,Reserved,Full,2004-01-06
M0JFW,Allocated,Full,2004-01-06
M0YZA,Allocated,Full,2004-01-06
M0MDY,Allocated,Full,2004-01-06
M0ASU,Allocated,Full,2004-01-06
M0DOB,Allocated,Full,2004-01-06
M3TPT,Reserved,Foundation,2004-01-06
M0DLT,Allocated,Full,2004-01-07
M0DLU,Reserved,Full,2004-01-07
M3KVR,Allocated,Foundation,2004-01-08
M3FMT,Allocated,Foundation,2004-01-08
M3WON,Allocated,Foundation,2004-01-08
M3WEE,Reserved,Foundation,2004-01-08
M3HGT,Allocated,Foundation,2004-01-08
M3FMV,Allocated,Foundation,2004-01-08
G0DCJ,Allocated,Full,2004-01-08
M0KLL,Allocated,Full,2004-01-08
M0RJN,Allocated,Full,2004-01-08
M0SSE,Allocated,Full,2004-01-08
M0TEC,Allocated,Full,2004-01-08
M0DLV,Allocated,Full,2004-01-08
M0RXJ,Allocated,Full,2004-01-08
M0WSN,Allocated,Full,2004-01-08
M0MPB,Allocated,Full,2004-01-08
M0MTD,Allocated,Full,2004-01-08
M0JFE,Allocated,Full,2004-01-08
M0DLW,Allocated,Full,2004-01-08
M0NJE,Allocated,Full,2004-01-08
M0NIW,Allocated,Full,2004-01-08
M0NJB,Allocated,Full,2004-01-08
M0VAC,Allocated,Full,2004-01-08
M0RKI,Allocated,Full,2004-01-08
M0JAJ,Allocated,Full,2004-01-08
M0IOW,Allocated,Full,2004-01-08
M0WMX,Allocated,Full,2004-01-08
M1AGY,Allocated,Full,2004-01-08
M3FMU,Reserved,Foundation,2004-01-08
M3FMX,Allocated,Foundation,2004-01-09
M3FMZ,Allocated,Foundation,2004-01-09
M3SDH,Reserved,Foundation,2004-01-09
M3FMY,Allocated,Foundation,2004-01-09
M0DMB,Allocated,Full,2004-01-09
M0LNX,Allocated,Full,2004-01-09
M0KRC,Allocated,Full,2004-01-09
M0JMD,Reserved,Full,2004-01-09
M0FCM,Allocated,Full,2004-01-09
M0RSO,Allocated,Full,2004-01-09
M0RNA,Allocated,Full,2004-01-09
M0DNP,Allocated,Full,2004-01-09
M0MCB,Allocated,Full,2004-01-09
M0MAE,Allocated,Full,2004-01-09
M0RWJ,Allocated,Full,2004-01-09
M0RHH,Allocated,Full,2004-01-09
M0RIG,Allocated,Full,2004-01-09
M0TNY,Allocated,Full,2004-01-09
M0XEA,Allocated,Full,2004-01-09
M0ULD,Allocated,Full,2004-01-09
M0DTS,Allocated,Full,2004-01-09
M0IKF,Allocated,Full,2004-01-09
M0DME,Allocated,Full,2004-01-09
M0PWH,Allocated,Full,2004-01-09
M0JWK,Allocated,Full,2004-01-09
M0GDE,Allocated,Full,2004-01-09
M0MOG,Allocated,Full,2004-01-09
M0MBS,Allocated,Full,2004-01-09
M0EJD,Reserved,Full,2004-01-09
M0DMF,Allocated,Full,2004-01-09
M0SRS,Allocated,Full,2004-01-09
M0HRA,Allocated,Full,2004-01-09
M0PJF,Allocated,Full,2004-01-09
M0JPD,Allocated,Full,2004-01-09
M0MCX,Allocated,Full,2004-01-09
M0SGM,Allocated,Full,2004-01-09
M0GRJ,Allocated,Full,2004-01-09
M0LKB,Allocated,Full,2004-01-09
M0SRF,Allocated,Full,2004-01-09
M0YIK,Allocated,Full,2004-01-09
M0JRC,Allocated,Full,2004-01-09
M0UTY,Allocated,Full,2004-01-09
M0OZY,Allocated,Full,2004-01-09
M0PIH,Allocated,Full,2004-01-09
M0DOL,Reserved,Full,2004-01-09
M0MOD,Allocated,Full,2004-01-09
M0REH,Allocated,Full,2004-01-09
M0PAD,Allocated,Full,2004-01-09
M0JSJ,Allocated,Full,2004-01-09
M0FAT,Allocated,Full,2004-01-09
M0NDM,Allocated,Full,2004-01-09
M0DLX,Allocated,Full,2004-01-09
M0WDJ,Allocated,Full,2004-01-09
M0SMA,Allocated,Full,2004-01-09
M0SGT,Allocated,Full,2004-01-09
M0PDL,Allocated,Full,2004-01-09
M0UDR,Allocated,Full,2004-01-09
M0MJL,Allocated,Full,2004-01-09
M0WDL,Allocated,Full,2004-01-09
M0MJA,Allocated,Full,2004-01-09
M0GMW,Allocated,Full,2004-01-09
M0RFL,Allocated,Full,2004-01-09
M0NLB,Allocated,Full,2004-01-09
M0JPM,Allocated,Full,2004-01-09
M0GEF,Allocated,Full,2004-01-09
M0DLY,Allocated,Full,2004-01-09
M0ITF,Allocated,Full,2004-01-09
M0DMI,Allocated,Full,2004-01-09
M0SPD,Allocated,Full,2004-01-09
M0JBW,Allocated,Full,2004-01-09
M0GTX,Allocated,Full,2004-01-09
M0RGJ,Allocated,Full,2004-01-09
M0DOS,Allocated,Full,2004-01-09
M0KET,Reserved,Full,2004-01-09
M0JLN,Allocated,Full,2004-01-09
M0IOK,Allocated,Full,2004-01-09
M0HMY,Allocated,Full,2004-01-09
M0TUT,Allocated,Full,2004-01-09
M0JRS,Allocated,Full,2004-01-09
M0IWA,Allocated,Full,2004-01-09
M0EYE,Allocated,Full,2004-01-09
M0PKB,Allocated,Full,2004-01-09
M0DMH,Allocated,Full,2004-01-09
M0HZT,Allocated,Full,2004-01-09
M0TJB,Allocated,Full,2004-01-09
M0DWC,Allocated,Full,2004-01-09
M0ISW,Allocated,Full,2004-01-09
M0JUK,Allocated,Full,2004-01-09
M0PAW,Allocated,Full,2004-01-09
M0KDB,Allocated,Full,2004-01-09
M0JPW,Allocated,Full,2004-01-09
M0TAM,Allocated,Full,2004-01-09
M0JFC,Allocated,Full,2004-01-09
M0VEV,Allocated,Full,2004-01-09
M0DMS,Allocated,Full,2004-01-09
M0ESU,Allocated,Full,2004-01-09
M0WRP,Allocated,Full,2004-01-09
M0SMI,Allocated,Full,2004-01-09
20DHB,Allocated,Intermediate,2004-01-09
20IMS,Allocated,Intermediate,2004-01-09
M0IKK,Reserved,Full,2004-01-09
M0FDH,Reserved,Full,2004-01-09
G4WCS,Allocated,Full,2004-01-11
M3FNA,Allocated,Foundation,2004-01-12
M3FNK,Allocated,Foundation,2004-01-12
M3FNM,Allocated,Foundation,2004-01-12
M3SSU,Allocated,Foundation,2004-01-12
M3HSS,Allocated,Foundation,2004-01-12
M3FND,Reserved,Foundation,2004-01-12
M3FNF,Allocated,Foundation,2004-01-12
M3FNH,Allocated,Foundation,2004-01-12
M3MDT,Allocated,Foundation,2004-01-12
M0DMO,Reserved,Full,2004-01-12
M0ROJ,Allocated,Full,2004-01-12
M0OGY,Allocated,Full,2004-01-12
M0EAL,Allocated,Full,2004-01-12
M0GBW,Allocated,Full,2004-01-12
M0DMQ,Allocated,Full,2004-01-12
M0IJZ,Allocated,Full,2004-01-12
M0DMT,Allocated,Full,2004-01-12
M0DSF,Allocated,Full,2004-01-12
M0NGB,Allocated,Full,2004-01-12
M0ELA,Allocated,Full,2004-01-12
M0FEW,Allocated,Full,2004-01-12
M0VKX,Allocated,Full,2004-01-12
M0FWG,Allocated,Full,2004-01-12
M0XMN,Reserved,Full,2004-01-12
M0TXI,Allocated,Full,2004-01-12
M0WWZ,Reserved,Full,2004-01-12
M0WAJ,Allocated,Full,2004-01-12
M0DMJ,Allocated,Full,2004-01-12
M0IOL,Allocated,Full,2004-01-12
M0DMW,Allocated,Full,2004-01-12
M0GRN,Allocated,Full,2004-01-12
M0OPS,Allocated,Full,2004-01-12
M0DUK,Allocated,Full,2004-01-12
M0PDJ,Allocated,Full,2004-01-12
M0FSK,Allocated,Full,2004-01-12
M0TLF,Allocated,Full,2004-01-12
M0NTE,Allocated,Full,2004-01-12
M0YCQ,Allocated,Full,2004-01-12
M0JNR,Allocated,Full,2004-01-12
M0MAP,Allocated,Full,2004-01-12
M0XRA,Allocated,Full,2004-01-12
M0XMG,Allocated,Full,2004-01-12
M0LIS,Allocated,Full,2004-01-12
M0HWN,Allocated,Full,2004-01-12
M0DND,Allocated,Full,2004-01-12
M0LJM,Allocated,Full,2004-01-12
M0JDM,Allocated,Full,2004-01-12
M0DMY,Allocated,Full,2004-01-12
M0LOU,Allocated,Full,2004-01-12
M0TRP,Allocated,Full,2004-01-12
M0ENR,Allocated,Full,2004-01-12
M0IST,Allocated,Full,2004-01-12
M0DMZ,Allocated,Full,2004-01-12
M0RUC,Allocated,Full,2004-01-12
M0DNA,Allocated,Full,2004-01-12
M0SGB,Allocated,Full,2004-01-12
M0DNB,Allocated,Full,2004-01-12
M0TRC,Allocated,Full,2004-01-12
M0MUK,Reserved,Full,2004-01-12
M0DMX,Allocated,Full,2004-01-12
M0JWS,Allocated,Full,2004-01-12
M0EDS,Allocated,Full,2004-01-12
M0DXS,Allocated,Full,2004-01-12
M0MSH,Allocated,Full,2004-01-12
M0DMV,Allocated,Full,2004-01-12
M0JST,Allocated,Full,2004-01-12
20ROI,Allocated,Intermediate,2004-01-12
M3FNI,Reserved,Foundation,2004-01-12
M3FNL,Reserved,Foundation,2004-01-12
M0MDF,Reserved,Full,2004-01-12
M0PWR,Reserved,Full,2004-01-12
M0KCH,Reserved,Full,2004-01-12
M3FNO,Allocated,Foundation,2004-01-13
M3FNR,Allocated,Foundation,2004-01-13
M3FNT,Allocated,Foundation,2004-01-13
M0KGM,Allocated,Full,2004-01-13
M0USR,Allocated,Full,2004-01-13
M0GEU,Allocated,Full,2004-01-13
M0MLC,Allocated,Full,2004-01-13
M0SOA,Allocated,Full,2004-01-13
M0PUN,Allocated,Full,2004-01-13
M0MBO,Allocated,Full,2004-01-13
M0XIT,Allocated,Full,2004-01-13
M0PMW,Allocated,Full,2004-01-13
M0ZBD,Allocated,Full,2004-01-13
M0XPZ,Allocated,Full,2004-01-13
M0KVA,Allocated,Full,2004-01-13
M0KSR,Allocated,Full,2004-01-13
M0RPH,Allocated,Full,2004-01-13
M0DYZ,Allocated,Full,2004-01-13
M0DNE,Allocated,Full,2004-01-13
M0PHL,Allocated,Full,2004-01-13
M0DNF,Allocated,Full,2004-01-13
M0HOK,Allocated,Full,2004-01-13
M0DNG,Allocated,Full,2004-01-13
M0GRH,Allocated,Full,2004-01-13
M0RCD,Allocated,Full,2004-01-13
M0DNH,Allocated,Full,2004-01-13
M0DNI,Allocated,Full,2004-01-13
M0DNK,Allocated,Full,2004-01-13
M0JZZ,Allocated,Full,2004-01-13
M0STS,Allocated,Full,2004-01-13
20OLD,Allocated,Intermediate,2004-01-13
20RAS,Allocated,Intermediate,2004-01-13
M3FNS,Reserved,Foundation,2004-01-13
M0OST,Reserved,Full,2004-01-13
M3FNU,Allocated,Foundation,2004-01-14
M3SEG,Reserved,Foundation,2004-01-14
M0DNO,Allocated,Full,2004-01-14
G0FVV,Allocated,Full,2004-01-14
M0STH,Allocated,Full,2004-01-14
M0RDD,Allocated,Full,2004-01-14
M0MMK,Allocated,Full,2004-01-14
M0MIJ,Allocated,Full,2004-01-14
M0LNZ,Allocated,Full,2004-01-14
M0DNM,Allocated,Full,2004-01-14
M0DNN,Allocated,Full,2004-01-14
M0GER,Allocated,Full,2004-01-14
M0RWA,Allocated,Full,2004-01-14
M0FOG,Allocated,Full,2004-01-14
M0ZEM,Allocated,Full,2004-01-14
M0KOS,Allocated,Full,2004-01-14
M0PDH,Allocated,Full,2004-01-14
M0ZOL,Allocated,Full,2004-01-14
M0HMM,Allocated,Full,2004-01-14
M0EDZ,Allocated,Full,2004-01-14
M0SIM,Allocated,Full,2004-01-14
M0DNQ,Allocated,Full,2004-01-14
M0GHI,Allocated,Full,2004-01-14
M0RIC,Allocated,Full,2004-01-14
M0KLP,Allocated,Full,2004-01-14
M0ZZK,Allocated,Full,2004-01-14
M0HDX,Allocated,Full,2004-01-14
M0DNR,Allocated,Full,2004-01-14
M0DNS,Allocated,Full,2004-01-14
M0DUN,Allocated,Full,2004-01-14
M0NDX,Allocated,Full,2004-01-14
G6YWL,Allocated,Full,2004-01-14
M0RTY,Allocated,Full,2004-01-14
M0TAF,Allocated,Full,2004-01-14
M0URJ,Allocated,Full,2004-01-14
M0TBL,Allocated,Full,2004-01-14
M0RKH,Allocated,Full,2004-01-14
M0DNU,Allocated,Full,2004-01-14
M0KLT,Allocated,Full,2004-01-14
M0DNV,Allocated,Full,2004-01-14
M0SEC,Allocated,Full,2004-01-14
M0IRM,Allocated,Full,2004-01-14
M0DNW,Allocated,Full,2004-01-14
M0EAX,Allocated,Full,2004-01-14
M0GUN,Reserved,Full,2004-01-14
M0DNX,Allocated,Full,2004-01-14
M0OPV,Allocated,Full,2004-01-14
M0DNY,Allocated,Full,2004-01-14
M0STG,Allocated,Full,2004-01-14
M0DNZ,Allocated,Full,2004-01-14
M0RWW,Allocated,Full,2004-01-14
M0GMP,Reserved,Full,2004-01-14
M0MAR,Allocated,Full,2004-01-14
M0ESB,Allocated,Full,2004-01-14
M0PWK,Allocated,Full,2004-01-14
20XJS,Allocated,Intermediate,2004-01-14
M0STX,Reserved,Full,2004-01-14
M0LAU,Reserved,Full,2004-01-14
M1FHH,Reserved,Full,2004-01-14
M0MFG,Reserved,Full,2004-01-14
M3FNW,Allocated,Foundation,2004-01-15
M3FNY,Allocated,Foundation,2004-01-15
M0DOD,Allocated,Full,2004-01-15
M0EGA,Allocated,Full,2004-01-15
M0DOE,Allocated,Full,2004-01-15
M0OMT,Allocated,Full,2004-01-15
M0DOF,Allocated,Full,2004-01-15
M0ZEN,Allocated,Full,2004-01-15
M0UCQ,Allocated,Full,2004-01-15
M0MCE,Allocated,Full,2004-01-15
M0DOA,Allocated,Full,2004-01-15
M0MUL,Allocated,Full,2004-01-15
M0DOH,Allocated,Full,2004-01-15
M0DXD,Allocated,Full,2004-01-15
M0DOI,Allocated,Full,2004-01-15
M0DOJ,Allocated,Full,2004-01-15
M0SQO,Allocated,Full,2004-01-15
M0SCP,Allocated,Full,2004-01-15
M0DOT,Allocated,Full,2004-01-15
M0SRR,Allocated,Full,2004-01-15
M0DOK,Allocated,Full,2004-01-15
M0LXT,Allocated,Full,2004-01-15
M0LJG,Reserved,Full,2004-01-15
M0DOM,Allocated,Full,2004-01-15
M0WAB,Allocated,Full,2004-01-15
M0NDE,Allocated,Full,2004-01-15
M0WOD,Allocated,Full,2004-01-15
M0PHP,Allocated,Full,2004-01-15
M0DOO,Reserved,Full,2004-01-15
M0DOQ,Allocated,Full,2004-01-16
M0DOU,Allocated,Full,2004-01-16
M0PRT,Allocated,Full,2004-01-16
G3LFR,Allocated,Full,2004-01-16
G4JKR,Allocated,Full,2004-01-16
M0TMK,Allocated,Full,2004-01-16
G8UEY,Allocated,Full,2004-01-16
M0TJR,Allocated,Full,2004-01-16
M0TOG,Allocated,Full,2004-01-16
M0XBE,Allocated,Full,2004-01-16
M0UWS,Allocated,Full,2004-01-16
M0SJR,Allocated,Full,2004-01-16
G6OEY,Allocated,Full,2004-01-16
G8NPH,Allocated,Full,2004-01-16
M0SDS,Allocated,Full,2004-01-16
M0TDH,Allocated,Full,2004-01-16
M0DOP,Allocated,Full,2004-01-16
G0PNR,Allocated,Full,2004-01-17
G7AOE,Allocated,Full,2004-01-17
M0TGB,Allocated,Full,2004-01-19
M0FJM,Allocated,Full,2004-01-19
G3DVF,Allocated,Full,2004-01-19
M0DOW,Allocated,Full,2004-01-19
G8DAI,Allocated,Full,2004-01-19
M0MBL,Reserved,Full,2004-01-19
M0RTS,Reserved,Full,2004-01-19
M3FOI,Allocated,Foundation,2004-01-20
M3FOJ,Allocated,Foundation,2004-01-20
M3FST,Allocated,Foundation,2004-01-20
M3KVU,Allocated,Foundation,2004-01-20
M3ISX,Allocated,Foundation,2004-01-20
M3FOB,Allocated,Foundation,2004-01-20
M3FOE,Allocated,Foundation,2004-01-20
M3MUR,Allocated,Foundation,2004-01-20
M3PQR,Allocated,Foundation,2004-01-20
M3OLD,Allocated,Foundation,2004-01-20
