callsign,status,licence_class,licence_issued_date
G3JAF,Reserved,Full,2003-08-28
G4DFE,Allocated,Full,2003-08-28
M0NRS,Allocated,Full,2003-08-28
20IGY,Reserved,Intermediate,2003-08-28
M3ZZX,Allocated,Foundation,2003-08-29
M3UNK,Allocated,Foundation,2003-08-29
M3FDA,Reserved,Foundation,2003-08-29
M3EOY,Allocated,Foundation,2003-08-29
M3EPB,Allocated,Foundation,2003-08-29
G4VSY,Allocated,Full,2003-08-29
M0DJJ,Allocated,Full,2003-08-29
G3ADZ,Allocated,Full,2003-08-29
M0ESZ,Allocated,Full,2003-08-29
G1CUM,Allocated,Full,2003-08-29
20KAR,Allocated,Intermediate,2003-08-29
20AVV,Reserved,Intermediate,2003-08-29
G6ZNL,Reserved,Full,2003-08-31
M3EPD,Reserved,Foundation,2003-09-01
M3EPE,Allocated,Foundation,2003-09-01
M0DJK,Allocated,Full,2003-09-01
M0JTH,Allocated,Full,2003-09-01
G8JUT,Allocated,Full,2003-09-01
M0VVM,Allocated,Full,2003-09-02
M3PPR,Allocated,Foundation,2003-09-03
M3YIC,Allocated,Foundation,2003-09-03
M3EPJ,Allocated,Foundation,2003-09-03
M3JYC,Reserved,Foundation,2003-09-03
M3EPK,Allocated,Foundation,2003-09-03
M3RKA,Allocated,Foundation,2003-09-03
M3EPP,Allocated,Foundation,2003-09-03
M3SHC,Allocated,Foundation,2003-09-03
M3EPN,Allocated,Foundation,2003-09-03
G3LZO,Allocated,Full,2003-09-03
20KEG,Allocated,Intermediate,2003-09-03
20PPH,Allocated,Intermediate,2003-09-03
M3EPI,Reserved,Foundation,2003-09-03
M3KCE,Reserved,Foundation,2003-09-03
M0JHN,Reserved,Full,2003-09-03
M3EPQ,Allocated,Foundation,2003-09-04
M3XTX,Allocated,Foundation,2003-09-04
M3EPZ,Allocated,Foundation,2003-09-04
M0JBB,Reserved,Full,2003-09-04
M0DJO,Reserved,Full,2003-09-04
M0DJP,Allocated,Full,2003-09-04
M3EQC,Allocated,Foundation,2003-09-05
M3RTX,Allocated,Foundation,2003-09-05
M3MDY,Allocated,Foundation,2003-09-08
M3YXF,Allocated,Foundation,2003-09-08
M3PTV,Allocated,Foundation,2003-09-08
M3RWE,Allocated,Foundation,2003-09-08
M3NAW,Allocated,Foundation,2003-09-08
M3EQE,Allocated,Foundation,2003-09-08
M3EQI,Allocated,Foundation,2003-09-08
M3EQJ,Allocated,Foundation,2003-09-08
M0DJQ,Allocated,Full,2003-09-08
M0LMS,Allocated,Full,2003-09-08
M0MEG,Allocated,Full,2003-09-08
G8KUJ,Allocated,Full,2003-09-08
M1FJU,Allocated,Full,2003-09-08
M1FJV,Allocated,Full,2003-09-08
G4MTR,Allocated,Full,2003-09-08
M0WRI,Allocated,Full,2003-09-08
20AVW,Allocated,Intermediate,2003-09-08
M3EQF,Reserved,Foundation,2003-09-08
20HPA,Reserved,Intermediate,2003-09-08
M3KSF,Allocated,Foundation,2003-09-09
M0DJS,Allocated,Full,2003-09-09
M0DJU,Allocated,Full,2003-09-09
G3KYG,Allocated,Full,2003-09-09
M3IMI,Reserved,Foundation,2003-09-10
M3UGP,Allocated,Foundation,2003-09-10
M3XNZ,Allocated,Foundation,2003-09-10
M3EQL,Allocated,Foundation,2003-09-10
M0GHS,Allocated,Full,2003-09-10
M0FBM,Allocated,Full,2003-09-10
20SIM,Allocated,Intermediate,2003-09-10
M3EQR,Allocated,Foundation,2003-09-11
M3EQS,Allocated,Foundation,2003-09-11
M3TMW,Reserved,Foundation,2003-09-11
M3EQN,Allocated,Foundation,2003-09-11
M3EQQ,Allocated,Foundation,2003-09-11
M3HPN,Allocated,Foundation,2003-09-11
G3MGQ,Allocated,Full,2003-09-11
M0DJV,Allocated,Full,2003-09-11
M3EQM,Reserved,Foundation,2003-09-11
M3EQU,Reserved,Foundation,2003-09-11
M3PLZ,Reserved,Foundation,2003-09-11
M0DJX,Reserved,Full,2003-09-11
20STS,Reserved,Intermediate,2003-09-11
M3JHS,Allocated,Foundation,2003-09-12
M3YDH,Allocated,Foundation,2003-09-12
M3EQV,Allocated,Foundation,2003-09-12
M3UED,Allocated,Foundation,2003-09-13
M3EQW,Allocated,Foundation,2003-09-13
M3EQX,Allocated,Foundation,2003-09-13
M3EQZ,Allocated,Foundation,2003-09-13
M0GEN,Allocated,Full,2003-09-13
M0TFN,Allocated,Full,2003-09-13
G1JDJ,Allocated,Full,2003-09-13
M0DJY,Allocated,Full,2003-09-13
M0KFD,Reserved,Full,2003-09-13
M3ESC,Allocated,Foundation,2003-09-16
M3LVM,Allocated,Foundation,2003-09-16
M3ERK,Allocated,Foundation,2003-09-16
M3ERR,Allocated,Foundation,2003-09-16
M3UKP,Reserved,Foundation,2003-09-16
M3SYL,Allocated,Foundation,2003-09-16
M3ERW,Allocated,Foundation,2003-09-16
M3LBY,Allocated,Foundation,2003-09-16
M3GBA,Allocated,Foundation,2003-09-16
M3ZGG,Allocated,Foundation,2003-09-16
G8IZB,Allocated,Full,2003-09-16
G7CXM,Reserved,Full,2003-09-16
G8GVK,Allocated,Full,2003-09-16
G8XDD,Allocated,Full,2003-09-16
M0FHB,Allocated,Full,2003-09-16
M3KIE,Reserved,Foundation,2003-09-16
M3ERH,Reserved,Foundation,2003-09-16
M3ERY,Reserved,Foundation,2003-09-16
M3ESE,Allocated,Foundation,2003-09-17
M3ESF,Allocated,Foundation,2003-09-17
M0ENA,Allocated,Full,2003-09-17
M0HII,Allocated,Full,2003-09-17
M0DKD,Allocated,Full,2003-09-17
G4MQS,Allocated,Full,2003-09-17
G0IIV,Reserved,Full,2003-09-17
M3JJR,Allocated,Foundation,2003-09-18
M3XJF,Allocated,Foundation,2003-09-18
G4ZGH,Allocated,Full,2003-09-18
G0PCU,Allocated,Full,2003-09-18
G4FHK,Allocated,Full,2003-09-18
M3LWR,Reserved,Foundation,2003-09-18
M3ESN,Allocated,Foundation,2003-09-19
M3ESQ,Allocated,Foundation,2003-09-19
M3IWS,Allocated,Foundation,2003-09-19
M3ESR,Allocated,Foundation,2003-09-19
M0OPM,Allocated,Full,2003-09-19
M3LVI,Reserved,Foundation,2003-09-19
M3ESO,Reserved,Foundation,2003-09-19
G6ZYD,Allocated,Full,2003-09-22
M0VOC,Allocated,Full,2003-09-23
M3HDO,Allocated,Foundation,2003-09-24
M0IPX,Reserved,Full,2003-09-24
M3PWT,Reserved,Foundation,2003-09-24
M3VMN,Allocated,Foundation,2003-09-25
M3LPW,Allocated,Foundation,2003-09-25
M3PIA,Allocated,Foundation,2003-09-25
M3PBP,Allocated,Foundation,2003-09-25
M0DSS,Allocated,Full,2003-09-25
M0MGD,Allocated,Full,2003-09-25
M0DKE,Allocated,Full,2003-09-25
M0MRK,Allocated,Full,2003-09-25
M0YHM,Reserved,Full,2003-09-25
M3ETF,Reserved,Foundation,2003-09-26
M3UGY,Allocated,Foundation,2003-09-26
M3WBC,Allocated,Foundation,2003-09-26
M3ETH,Allocated,Foundation,2003-09-26
M3NOT,Allocated,Foundation,2003-09-26
M3ETJ,Reserved,Foundation,2003-09-26
M3TUT,Allocated,Foundation,2003-09-26
M3ETB,Allocated,Foundation,2003-09-26
G4GKT,Allocated,Full,2003-09-26
G3MBC,Allocated,Full,2003-09-26
M3VGA,Reserved,Foundation,2003-09-26
M3GJH,Reserved,Foundation,2003-09-26
M3REO,Reserved,Foundation,2003-09-26
M3JKW,Reserved,Foundation,2003-09-26
M3FKU,Reserved,Foundation,2003-09-26
G8KMK,Allocated,Full,2003-09-29
G6FOX,Allocated,Full,2003-09-29
M0SBS,Allocated,Full,2003-09-29
G5GX,Allocated,Full,2003-09-29
M3ETQ,Allocated,Foundation,2003-09-30
M3MHU,Allocated,Foundation,2003-09-30
M3LEP,Allocated,Foundation,2003-09-30
M3ETP,Allocated,Foundation,2003-09-30
G8DOG,Allocated,Full,2003-09-30
M3VAK,Reserved,Foundation,2003-09-30
M3ETO,Reserved,Foundation,2003-09-30
M3FFS,Reserved,Foundation,2003-09-30
M3XAX,Reserved,Foundation,2003-09-30
M3ETY,Allocated,Foundation,2003-10-01
M3EUC,Allocated,Foundation,2003-10-01
M3ZAB,Allocated,Foundation,2003-10-01
M3EUF,Allocated,Foundation,2003-10-01
M3EUL,Reserved,Foundation,2003-10-01
M3PDP,Allocated,Foundation,2003-10-01
M3EUM,Allocated,Foundation,2003-10-01
M3RJY,Allocated,Foundation,2003-10-01
M3KRW,Allocated,Foundation,2003-10-01
M3WLN,Allocated,Foundation,2003-10-01
M0JED,Allocated,Full,2003-10-01
G4SNU,Allocated,Full,2003-10-01
G7UJD,Allocated,Full,2003-10-01
M0FOS,Allocated,Full,2003-10-01
M0DKF,Reserved,Full,2003-10-01
M3ETR,Reserved,Foundation,2003-10-01
M3ETU,Reserved,Foundation,2003-10-01
M3ETX,Reserved,Foundation,2003-10-01
M3EUD,Reserved,Foundation,2003-10-01
M3UKX,Allocated,Foundation,2003-10-02
M3JPF,Allocated,Foundation,2003-10-02
M3EUN,Reserved,Foundation,2003-10-02
G7GHW,Reserved,Full,2003-10-02
M3EUO,Allocated,Foundation,2003-10-03
M3ZDP,Allocated,Foundation,2003-10-03
M3EVM,Allocated,Foundation,2003-10-03
M3EVK,Reserved,Foundation,2003-10-03
M3EVL,Allocated,Foundation,2003-10-03
M3ZZZ,Allocated,Foundation,2003-10-03
M3EUP,Allocated,Foundation,2003-10-03
M3EUR,Allocated,Foundation,2003-10-03
M3JTT,Allocated,Foundation,2003-10-03
M3NAM,Allocated,Foundation,2003-10-03
M3EUT,Allocated,Foundation,2003-10-03
M3EUU,Allocated,Foundation,2003-10-03
M3FER,Allocated,Foundation,2003-10-03
M3SPJ,Allocated,Foundation,2003-10-03
M3WPZ,Allocated,Foundation,2003-10-03
M3EVB,Allocated,Foundation,2003-10-03
M3MHR,Allocated,Foundation,2003-10-03
M3EVF,Allocated,Foundation,2003-10-03
M3EVI,Allocated,Foundation,2003-10-03
M3EVJ,Allocated,Foundation,2003-10-03
M0RPO,Allocated,Full,2003-10-03
M0PJL,Allocated,Full,2003-10-03
G6AXH,Allocated,Full,2003-10-03
M0NOR,Allocated,Full,2003-10-03
G4FUB,Allocated,Full,2003-10-03
M0GOF,Allocated,Full,2003-10-03
G2IV,Allocated,Full,2003-10-03
G3DT,Allocated,Full,2003-10-03
M3SMG,Reserved,Foundation,2003-10-03
M3EUZ,Reserved,Foundation,2003-10-03
M3EVH,Reserved,Foundation,2003-10-03
M3PGE,Reserved,Foundation,2003-10-03
M3GTZ,Reserved,Foundation,2003-10-03
M0ZSD,Allocated,Full,2003-10-05
M3EVR,Allocated,Foundation,2003-10-06
M3VKR,Reserved,Foundation,2003-10-06
M3FPC,Reserved,Foundation,2003-10-06
G3OYS,Allocated,Full,2003-10-06
M0DKG,Reserved,Full,2003-10-06
M0SKY,Allocated,Full,2003-10-06
G8BNK,Allocated,Full,2003-10-06
M0SXY,Allocated,Full,2003-10-06
M0MEL,Allocated,Full,2003-10-06
M0HCI,Allocated,Full,2003-10-06
M0GDH,Allocated,Full,2003-10-06
M0HRD,Allocated,Full,2003-10-06
G4AP,Allocated,Full,2003-10-06
M3EVQ,Reserved,Foundation,2003-10-06
M3XTR,Allocated,Foundation,2003-10-07
M3EVV,Allocated,Foundation,2003-10-07
M3UOK,Allocated,Foundation,2003-10-07
M3GFW,Allocated,Foundation,2003-10-07
M3EVY,Allocated,Foundation,2003-10-07
M3EVZ,Allocated,Foundation,2003-10-07
M3VKB,Allocated,Foundation,2003-10-07
M3OBO,Allocated,Foundation,2003-10-07
G8CCG,Allocated,Full,2003-10-07
G6RUQ,Allocated,Full,2003-10-07
M3FPW,Reserved,Foundation,2003-10-07
M3EWI,Allocated,Foundation,2003-10-08
G4YRG,Allocated,Full,2003-10-08
G7NAM,Allocated,Full,2003-10-08
M0LSR,Reserved,Full,2003-10-08
M3EWZ,Allocated,Foundation,2003-10-09
M3EYY,Allocated,Foundation,2003-10-09
M3JXX,Allocated,Foundation,2003-10-09
M3EWU,Allocated,Foundation,2003-10-09
M3EWJ,Allocated,Foundation,2003-10-09
M3RGM,Allocated,Foundation,2003-10-09
M3EWL,Allocated,Foundation,2003-10-09
M3VEB,Allocated,Foundation,2003-10-09
M3GPR,Allocated,Foundation,2003-10-09
M3HTF,Allocated,Foundation,2003-10-09
M3MTM,Allocated,Foundation,2003-10-09
M3IHD,Allocated,Foundation,2003-10-09
M3UPT,Allocated,Foundation,2003-10-09
M3EWV,Allocated,Foundation,2003-10-09
M3EWW,Allocated,Foundation,2003-10-09
M3EWY,Allocated,Foundation,2003-10-09
M0DKI,Allocated,Full,2003-10-09
G3ZDR,Allocated,Full,2003-10-09
M0FHN,Allocated,Full,2003-10-09
M0GOP,Allocated,Full,2003-10-09
M0YQV,Allocated,Full,2003-10-09
M3JYY,Reserved,Foundation,2003-10-09
M3GAB,Allocated,Foundation,2003-10-10
M3STZ,Allocated,Foundation,2003-10-10
20XMG,Allocated,Intermediate,2003-10-10
M3IBA,Reserved,Foundation,2003-10-10
M3GSY,Reserved,Foundation,2003-10-10
G7OAH,Allocated,Full,2003-10-12
M3FHR,Reserved,Foundation,2003-10-13
G2CNN,Allocated,Full,2003-10-13
M3EXB,Reserved,Foundation,2003-10-13
M3JEP,Allocated,Foundation,2003-10-14
M3OIL,Allocated,Foundation,2003-10-14
G5RV,Allocated,Full,2003-10-14
G6DYE,Allocated,Full,2003-10-14
M0MIX,Allocated,Full,2003-10-14
G2BUJ,Allocated,Full,2003-10-14
G4USN,Allocated,Full,2003-10-14
M0UNT,Reserved,Full,2003-10-14
G2SZ,Allocated,Full,2003-10-14
M3NYS,Reserved,Foundation,2003-10-14
M3LGR,Reserved,Foundation,2003-10-14
M3EXJ,Allocated,Foundation,2003-10-15
M3WXX,Allocated,Foundation,2003-10-15
M3MRZ,Allocated,Foundation,2003-10-15
M3NTH,Allocated,Foundation,2003-10-15
M3RNB,Allocated,Foundation,2003-10-15
M3IAB,Allocated,Foundation,2003-10-15
M3EXO,Allocated,Foundation,2003-10-15
M3WEA,Allocated,Foundation,2003-10-15
M3EXQ,Allocated,Foundation,2003-10-15
M3YDL,Allocated,Foundation,2003-10-15
M3GFC,Allocated,Foundation,2003-10-15
M3EXR,Reserved,Foundation,2003-10-15
M3MNR,Allocated,Foundation,2003-10-15
M3MLF,Allocated,Foundation,2003-10-15
M3EXS,Reserved,Foundation,2003-10-15
M0DKJ,Allocated,Full,2003-10-15
M3UYP,Reserved,Foundation,2003-10-15
M3EXL,Reserved,Foundation,2003-10-15
M3WVW,Reserved,Foundation,2003-10-15
M3WXE,Reserved,Foundation,2003-10-15
M3THG,Allocated,Foundation,2003-10-16
M3EXY,Allocated,Foundation,2003-10-16
M3WBJ,Allocated,Foundation,2003-10-16
M3EYB,Allocated,Foundation,2003-10-16
M3PXR,Allocated,Foundation,2003-10-16
M3MUF,Allocated,Foundation,2003-10-16
M3EYG,Allocated,Foundation,2003-10-16
M3KVC,Allocated,Foundation,2003-10-16
M3TAN,Allocated,Foundation,2003-10-16
M3EXU,Allocated,Foundation,2003-10-16
M3EXW,Allocated,Foundation,2003-10-16
G4OJD,Allocated,Full,2003-10-16
M0GAE,Allocated,Full,2003-10-16
M0DUG,Allocated,Full,2003-10-16
M0DKL,Allocated,Full,2003-10-16
M0KAW,Allocated,Full,2003-10-16
M0KOI,Allocated,Full,2003-10-16
M0GGM,Allocated,Full,2003-10-16
20AVZ,Allocated,Intermediate,2003-10-16
M0JCB,Reserved,Full,2003-10-16
M3RAO,Allocated,Foundation,2003-10-17
M3GFA,Allocated,Foundation,2003-10-17
M3EYJ,Allocated,Foundation,2003-10-17
M3EYK,Allocated,Foundation,2003-10-17
M3RTB,Reserved,Foundation,2003-10-17
M3SIK,Reserved,Foundation,2003-10-17
M3RNJ,Allocated,Foundation,2003-10-20
M3WWE,Allocated,Foundation,2003-10-20
M3EYM,Allocated,Foundation,2003-10-20
M3EYN,Allocated,Foundation,2003-10-20
M3TAV,Allocated,Foundation,2003-10-20
M0FMC,Allocated,Full,2003-10-20
M0ZAT,Allocated,Full,2003-10-20
M0DKP,Allocated,Full,2003-10-20
M0DKN,Allocated,Full,2003-10-20
M3KGN,Reserved,Foundation,2003-10-20
M3EYS,Allocated,Foundation,2003-10-21
M3EYR,Allocated,Foundation,2003-10-21
M3EYU,Allocated,Foundation,2003-10-21
M3EYV,Allocated,Foundation,2003-10-21
M3MUN,Reserved,Foundation,2003-10-21
M3EZB,Allocated,Foundation,2003-10-22
M3EYW,Allocated,Foundation,2003-10-22
M3EYX,Allocated,Foundation,2003-10-22
M3EYZ,Allocated,Foundation,2003-10-22
M3EZA,Allocated,Foundation,2003-10-22
M0TQV,Allocated,Full,2003-10-22
G0VJG,Allocated,Full,2003-10-22
M3EZD,Reserved,Foundation,2003-10-22
20GBW,Reserved,Intermediate,2003-10-22
M3EZF,Allocated,Foundation,2003-10-23
M3EZJ,Allocated,Foundation,2003-10-23
M3WNZ,Allocated,Foundation,2003-10-23
M3SEV,Allocated,Foundation,2003-10-23
M3EZK,Allocated,Foundation,2003-10-23
M3EZL,Reserved,Foundation,2003-10-23
M3PCF,Allocated,Foundation,2003-10-23
M3NPR,Allocated,Foundation,2003-10-23
M3FSB,Allocated,Foundation,2003-10-23
M3FSD,Allocated,Foundation,2003-10-23
M3HRN,Allocated,Foundation,2003-10-23
M3TZZ,Allocated,Foundation,2003-10-23
M0WET,Allocated,Full,2003-10-23
M0ONS,Allocated,Full,2003-10-23
M0DKQ,Allocated,Full,2003-10-23
G7GGS,Allocated,Full,2003-10-23
M3EZV,Reserved,Foundation,2003-10-23
M3FAD,Allocated,Foundation,2003-10-24
M3FAE,Allocated,Foundation,2003-10-24
M3FAK,Allocated,Foundation,2003-10-24
M3EZW,Allocated,Foundation,2003-10-24
M3EZX,Allocated,Foundation,2003-10-24
M3HPJ,Allocated,Foundation,2003-10-24
M3FAA,Allocated,Foundation,2003-10-24
M3NID,Reserved,Foundation,2003-10-24
M3KIA,Reserved,Foundation,2003-10-24
20AUI,Allocated,Intermediate,2003-10-26
M0DKU,Allocated,Full,2003-10-28
M0DXE,Allocated,Full,2003-10-28
M3HSW,Allocated,Foundation,2003-10-29
M3FBE,Allocated,Foundation,2003-10-29
M3JNF,Allocated,Foundation,2003-10-29
M3FSW,Allocated,Foundation,2003-10-29
M3PHX,Allocated,Foundation,2003-10-29
M3FAV,Allocated,Foundation,2003-10-29
M0RCH,Allocated,Full,2003-10-29
G3KC,Allocated,Full,2003-10-29
M0DKV,Allocated,Full,2003-10-29
M0EZO,Allocated,Full,2003-10-29
G8YMD,Allocated,Full,2003-10-29
M0TZT,Allocated,Full,2003-10-29
G8YTC,Allocated,Full,2003-10-29
M0DKW,Allocated,Full,2003-10-29
M3FBC,Reserved,Foundation,2003-10-29
M3FBD,Reserved,Foundation,2003-10-29
M3FAN,Reserved,Foundation,2003-10-29
M3FAX,Reserved,Foundation,2003-10-29
M3XDJ,Reserved,Foundation,2003-10-29
M3IXL,Reserved,Foundation,2003-10-29
M0DQA,Reserved,Full,2003-10-29
M3XJE,Allocated,Foundation,2003-10-30
M3FBG,Allocated,Foundation,2003-10-30
M3FBH,Allocated,Foundation,2003-10-30
M3KBK,Allocated,Foundation,2003-10-30
M3OKE,Allocated,Foundation,2003-10-30
M3LEF,Allocated,Foundation,2003-10-30
M3FBN,Allocated,Foundation,2003-10-30
M3WTT,Allocated,Foundation,2003-10-30
M3XDR,Allocated,Foundation,2003-10-30
20BYM,Allocated,Intermediate,2003-10-30
M3FBR,Allocated,Foundation,2003-10-31
M3ZBJ,Allocated,Foundation,2003-10-31
M0SAM,Allocated,Full,2003-10-31
M0MUD,Allocated,Full,2003-10-31
M0JIG,Allocated,Full,2003-10-31
M1RMS,Allocated,Full,2003-10-31
G4NYC,Allocated,Full,2003-11-02
M3FBW,Allocated,Foundation,2003-11-03
M0RLN,Allocated,Full,2003-11-03
M0TMG,Allocated,Full,2003-11-03
M0RSN,Allocated,Full,2003-11-03
M0PJQ,Allocated,Full,2003-11-03
M0THE,Allocated,Full,2003-11-03
20YFC,Allocated,Intermediate,2003-11-03
M3FBZ,Allocated,Foundation,2003-11-05
M3FCD,Allocated,Foundation,2003-11-05
M3FCE,Allocated,Foundation,2003-11-05
M3FCG,Allocated,Foundation,2003-11-05
M3KKP,Allocated,Foundation,2003-11-05
M3FCI,Allocated,Foundation,2003-11-05
M3NOS,Allocated,Foundation,2003-11-05
M3FCK,Allocated,Foundation,2003-11-05
M3SKD,Allocated,Foundation,2003-11-05
M3FCN,Allocated,Foundation,2003-11-05
M3FCO,Allocated,Foundation,2003-11-05
M3FCR,Allocated,Foundation,2003-11-05
M3RHE,Allocated,Foundation,2003-11-05
M0EYB,Allocated,Full,2003-11-05
M3KND,Reserved,Foundation,2003-11-05
M3MGE,Reserved,Foundation,2003-11-05
M3FDD,Allocated,Foundation,2003-11-06
M3SMY,Allocated,Foundation,2003-11-06
M3FDE,Allocated,Foundation,2003-11-06
M3FDB,Allocated,Foundation,2003-11-06
M0WRX,Allocated,Full,2003-11-06
G3WHU,Allocated,Full,2003-11-06
M0NIC,Allocated,Full,2003-11-06
M0WUS,Allocated,Full,2003-11-06
G3GNF,Allocated,Full,2003-11-06
M0RCE,Allocated,Full,2003-11-06
M0TBM,Allocated,Full,2003-11-06
20AWA,Allocated,Intermediate,2003-11-06
20TSW,Allocated,Intermediate,2003-11-06
M3JIX,Reserved,Foundation,2003-11-06
M3FCP,Reserved,Foundation,2003-11-06
M3HAD,Allocated,Foundation,2003-11-07
M3FDI,Allocated,Foundation,2003-11-07
M3FDK,Allocated,Foundation,2003-11-07
M3FDM,Allocated,Foundation,2003-11-07
M3CXD,Allocated,Foundation,2003-11-07
G2DVP,Allocated,Full,2003-11-07
20RAW,Allocated,Intermediate,2003-11-07
20ZVG,Allocated,Intermediate,2003-11-07
M3FWW,Reserved,Foundation,2003-11-07
G4FMG,Allocated,Full,2003-11-10
M3JMN,Allocated,Foundation,2003-11-11
M3WPC,Allocated,Foundation,2003-11-11
M0AMM,Allocated,Full,2003-11-11
G8EYA,Allocated,Full,2003-11-11
G0HJV,Allocated,Full,2003-11-11
G6MFB,Allocated,Full,2003-11-11
G6AJK,Allocated,Full,2003-11-11
M0PJW,Allocated,Full,2003-11-11
20BHD,Allocated,Intermediate,2003-11-11
20LRC,Reserved,Intermediate,2003-11-11
M3SGO,Allocated,Foundation,2003-11-12
M3FDO,Allocated,Foundation,2003-11-12
M3FDP,Allocated,Foundation,2003-11-12
M3FDQ,Allocated,Foundation,2003-11-12
M3IAC,Allocated,Foundation,2003-11-12
M0GHT,Allocated,Full,2003-11-12
M0DKX,Allocated,Full,2003-11-12
20DAB,Allocated,Intermediate,2003-11-12
20RTW,Allocated,Intermediate,2003-11-12
20XHP,Allocated,Intermediate,2003-11-12
M3FEO,Allocated,Foundation,2003-11-13
M3SGE,Allocated,Foundation,2003-11-13
M3FDW,Allocated,Foundation,2003-11-13
M3FDY,Allocated,Foundation,2003-11-13
M3MNA,Allocated,Foundation,2003-11-13
M3FEA,Allocated,Foundation,2003-11-13
M3FEG,Allocated,Foundation,2003-11-13
M3NYX,Allocated,Foundation,2003-11-13
M3FDS,Reserved,Foundation,2003-11-13
M3FDT,Allocated,Foundation,2003-11-13
M3PBB,Allocated,Foundation,2003-11-13
M3FDV,Allocated,Foundation,2003-11-13
M0PDW,Allocated,Full,2003-11-13
G3FZV,Allocated,Full,2003-11-13
G8EXU,Allocated,Full,2003-11-13
G6WKU,Allocated,Full,2003-11-13
20ALF,Allocated,Intermediate,2003-11-13
20DCH,Allocated,Intermediate,2003-11-13
20HLP,Allocated,Intermediate,2003-11-13
20ICG,Allocated,Intermediate,2003-11-13
20ICI,Allocated,Intermediate,2003-11-13
20ICQ,Allocated,Intermediate,2003-11-13
20JSA,Allocated,Intermediate,2003-11-13
20KAL,Allocated,Intermediate,2003-11-13
20MKC,Reserved,Intermediate,2003-11-13
M3USM,Reserved,Foundation,2003-11-13
M3FDZ,Reserved,Foundation,2003-11-13
M0DKY,Reserved,Full,2003-11-13
20ELY,Reserved,Intermediate,2003-11-13
20SEL,Reserved,Intermediate,2003-11-13
M0DKZ,Allocated,Full,2003-11-14
M3WAA,Allocated,Foundation,2003-11-17
M3HPS,Allocated,Foundation,2003-11-17
M3FEP,Allocated,Foundation,2003-11-17
M3FEV,Allocated,Foundation,2003-11-17
M3TKG,Reserved,Foundation,2003-11-17
M3HAY,Allocated,Foundation,2003-11-17
M3LOM,Allocated,Foundation,2003-11-17
M3FEX,Allocated,Foundation,2003-11-17
M3NRH,Reserved,Foundation,2003-11-17
M3FEZ,Allocated,Foundation,2003-11-18
M3FFA,Allocated,Foundation,2003-11-18
M3SLN,Reserved,Foundation,2003-11-18
M3YDY,Allocated,Foundation,2003-11-18
M3FFE,Allocated,Foundation,2003-11-18
M3ODS,Allocated,Foundation,2003-11-18
M3TSO,Allocated,Foundation,2003-11-18
M3MYL,Allocated,Foundation,2003-11-18
M0OKB,Allocated,Full,2003-11-18
M0TMB,Allocated,Full,2003-11-18
M0DNJ,Allocated,Full,2003-11-18
20AWC,Allocated,Intermediate,2003-11-18
21RAO,Allocated,Intermediate,2003-11-18
M3TBE,Reserved,Foundation,2003-11-18
M3GUM,Allocated,Foundation,2003-11-19
M3PHB,Allocated,Foundation,2003-11-19
M3FFI,Allocated,Foundation,2003-11-19
M3RXP,Allocated,Foundation,2003-11-19
M3FFK,Allocated,Foundation,2003-11-19
M3FFL,Allocated,Foundation,2003-11-19
M3FFM,Reserved,Foundation,2003-11-19
M3FFN,Reserved,Foundation,2003-11-19
M3FFO,Allocated,Foundation,2003-11-19
G0WOU,Allocated,Full,2003-11-19
M3PTZ,Reserved,Foundation,2003-11-19
M3FFJ,Reserved,Foundation,2003-11-19
M3FFW,Allocated,Foundation,2003-11-20
M3KXX,Allocated,Foundation,2003-11-20
M3GWY,Allocated,Foundation,2003-11-20
M3FFR,Reserved,Foundation,2003-11-20
M3FFT,Reserved,Foundation,2003-11-20
M3FFU,Allocated,Foundation,2003-11-20
M3FFV,Allocated,Foundation,2003-11-20
M0JLB,Available,Full,2003-11-20
G3GAH,Allocated,Full,2003-11-20
M3FFQ,Reserved,Foundation,2003-11-20
M3FGD,Allocated,Foundation,2003-11-21
M3FUG,Allocated,Foundation,2003-11-21
M3HMM,Allocated,Foundation,2003-11-21
M3WWM,Allocated,Foundation,2003-11-21
M3PPA,Allocated,Foundation,2003-11-21
M3HLD,Allocated,Foundation,2003-11-21
M3FIX,Allocated,Foundation,2003-11-21
M3KJK,Allocated,Foundation,2003-11-21
M3WFH,Allocated,Foundation,2003-11-21
M3FGE,Allocated,Foundation,2003-11-21
M3FGH,Allocated,Foundation,2003-11-21
G2HFP,Allocated,Full,2003-11-21
21GSN,Allocated,Intermediate,2003-11-21
M3HDC,Reserved,Foundation,2003-11-21
M3FGC,Reserved,Foundation,2003-11-21
M3FGI,Allocated,Foundation,2003-11-24
M3GBL,Allocated,Foundation,2003-11-25
M3VEG,Allocated,Foundation,2003-11-25
M3FGJ,Allocated,Foundation,2003-11-25
M3FGL,Allocated,Foundation,2003-11-25
M3FGM,Reserved,Foundation,2003-11-25
M0DXW,Allocated,Full,2003-11-25
M1DLG,Allocated,Full,2003-11-25
M0RRT,Reserved,Full,2003-11-25
G6KFV,Reserved,Full,2003-11-25
M3NMC,Allocated,Foundation,2003-11-26
M3FGO,Allocated,Foundation,2003-11-26
M0DLB,Allocated,Full,2003-11-26
M0LTO,Allocated,Full,2003-11-26
M0DLD,Allocated,Full,2003-11-26
M0SWD,Allocated,Full,2003-11-26
M0DLE,Allocated,Full,2003-11-26
