Call Sign,Status,Licence Class,Licence Issued Dat
G0IBZ,Allocated,Full,06/08/1987
G0ICB,Allocated,Full,06/08/1987
G0ICC,Allocated,Full,06/08/1987
G0ICD,Allocated,Full,06/08/1987
G0ICE,Allocated,Full,06/08/1987
G0ICF,Allocated,Full,06/08/1987
G0ICH,Reserved,Full,06/08/1987
G0ICJ,Allocated,Full,06/08/1987
G1YGH,Reserved,Full,06/08/1987
G1YEX,Allocated,Full,06/08/1987
G1YHV,Allocated,Full,06/08/1987
G1YEY,Allocated,Full,06/08/1987
G1YFV,Allocated,Full,06/08/1987
G1YEW,Allocated,Full,06/08/1987
G0ICP,Allocated,Full,06/08/1987
G0IBS,Allocated,Full,06/08/1987
G1YFA,Allocated,Full,06/08/1987
G1YED,Allocated,Full,06/08/1987
G1YEP,Allocated,Full,06/08/1987
G1YES,Allocated,Full,06/08/1987
G1YEU,Allocated,Full,06/08/1987
G1YEV,Allocated,Full,06/08/1987
G1YEZ,Allocated,Full,06/08/1987
G1YFD,Allocated,Full,06/08/1987
G1YFE,Allocated,Full,06/08/1987
G0ICG,Allocated,Full,06/08/1987
G1YFP,Allocated,Full,06/08/1987
G1YHO,Reserved,Full,06/08/1987
G0IBX,Reserved,Full,06/08/1987
G0ICM,Reserved,Full,06/08/1987
G1YHX,Reserved,Full,07/08/1987
G1YIK,Allocated,Full,07/08/1987
G1YIO,Allocated,Full,07/08/1987
G1YIQ,Allocated,Full,07/08/1987
G1YJH,Allocated,Full,07/08/1987
G1YJJ,Allocated,Full,07/08/1987
G1YJL,Allocated,Full,07/08/1987
G1YKE,Allocated,Full,07/08/1987
G1YKI,Allocated,Full,07/08/1987
G1YKK,Allocated,Full,07/08/1987
G1YKL,Allocated,Full,07/08/1987
G1YKT,Allocated,Full,07/08/1987
G1YKV,Allocated,Full,07/08/1987
G1YJR,Allocated,Full,07/08/1987
G1YKX,Allocated,Full,07/08/1987
G1YKZ,Allocated,Full,07/08/1987
G6RTB,Reserved,Full,07/08/1987
G1YIF,Allocated,Full,07/08/1987
G1YLB,Allocated,Full,07/08/1987
G1YLE,Allocated,Full,07/08/1987
G1YLG,Allocated,Full,07/08/1987
G1YLJ,Allocated,Full,07/08/1987
G1YLA,Reserved,Full,07/08/1987
G1YNJ,Allocated,Full,10/08/1987
G1YLU,Allocated,Full,10/08/1987
G1YNZ,Allocated,Full,10/08/1987
G8MBJ,Allocated,Full,10/08/1987
G1YME,Allocated,Full,10/08/1987
G1YNW,Allocated,Full,10/08/1987
G1YPB,Allocated,Full,10/08/1987
G6IIG,Allocated,Full,10/08/1987
G1YLQ,Allocated,Full,10/08/1987
G1YLV,Allocated,Full,10/08/1987
G1YMA,Allocated,Full,10/08/1987
G1YMC,Allocated,Full,10/08/1987
G1YMH,Allocated,Full,10/08/1987
G1YMJ,Allocated,Full,10/08/1987
G1YMN,Allocated,Full,10/08/1987
G1YMP,Allocated,Full,10/08/1987
G1YMU,Allocated,Full,10/08/1987
G1YMV,Allocated,Full,10/08/1987
G1YMW,Allocated,Full,10/08/1987
G1YND,Reserved,Full,10/08/1987
G1YNG,Allocated,Full,10/08/1987
G1YNH,Allocated,Full,10/08/1987
G1YNL,Allocated,Full,10/08/1987
G1YNQ,Allocated,Full,10/08/1987
G1YOA,Allocated,Full,10/08/1987
G1YOD,Reserved,Full,10/08/1987
G1YOF,Allocated,Full,10/08/1987
G1YOK,Allocated,Full,10/08/1987
G1YOM,Allocated,Full,10/08/1987
G1YOR,Allocated,Full,10/08/1987
G1YOS,Allocated,Full,10/08/1987
G1YOT,Allocated,Full,10/08/1987
G1YLX,Reserved,Full,10/08/1987
G1YNU,Reserved,Full,10/08/1987
G1YOB,Reserved,Full,10/08/1987
G1YOI,Reserved,Full,10/08/1987
G1YOQ,Reserved,Full,10/08/1987
G0ICT,Reserved,Full,11/08/1987
G0ICW,Allocated,Full,11/08/1987
G0ICX,Allocated,Full,11/08/1987
G0ICZ,Allocated,Full,11/08/1987
G0IDB,Allocated,Full,11/08/1987
G0IDD,Allocated,Full,11/08/1987
G0IDF,Allocated,Full,11/08/1987
G0IDH,Allocated,Full,11/08/1987
G0IDA,Allocated,Full,11/08/1987
G0ICQ,Reserved,Full,11/08/1987
G6YNZ,Allocated,Full,11/08/1987
G1YPR,Allocated,Full,11/08/1987
G1YPT,Allocated,Full,11/08/1987
G1YPU,Allocated,Full,11/08/1987
G0ICY,Reserved,Full,11/08/1987
G3ZYP,Allocated,Full,11/08/1987
G0IDE,Allocated,Full,11/08/1987
G1YPQ,Allocated,Full,11/08/1987
G1IDN,Allocated,Full,11/08/1987
G1YPJ,Allocated,Full,11/08/1987
G1YPM,Allocated,Full,11/08/1987
G1YPL,Reserved,Full,11/08/1987
G0IDI,Reserved,Full,11/08/1987
G1YRC,Allocated,Full,12/08/1987
G1YUU,Allocated,Full,12/08/1987
G1YUH,Reserved,Full,12/08/1987
G1YUL,Allocated,Full,12/08/1987
G1YUN,Allocated,Full,12/08/1987
G1YUO,Allocated,Full,12/08/1987
G1YUS,Allocated,Full,12/08/1987
G1YUX,Allocated,Full,12/08/1987
G8RCP,Allocated,Full,12/08/1987
G1YPZ,Allocated,Full,12/08/1987
G1YQH,Allocated,Full,12/08/1987
G1YQI,Allocated,Full,12/08/1987
G1YQK,Allocated,Full,12/08/1987
G1YQL,Allocated,Full,12/08/1987
G1YQN,Allocated,Full,12/08/1987
G1YQP,Allocated,Full,12/08/1987
G1YQU,Allocated,Full,12/08/1987
G1YQY,Allocated,Full,12/08/1987
G1YRE,Allocated,Full,12/08/1987
G1YRF,Allocated,Full,12/08/1987
G1YRM,Allocated,Full,12/08/1987
G1YRV,Allocated,Full,12/08/1987
G1YRW,Allocated,Full,12/08/1987
G1YRY,Allocated,Full,12/08/1987
G1YSA,Allocated,Full,12/08/1987
G1YSG,Allocated,Full,12/08/1987
G1YSM,Reserved,Full,12/08/1987
G1YSR,Allocated,Full,12/08/1987
G1YSX,Allocated,Full,12/08/1987
G1YTO,Allocated,Full,12/08/1987
G1YTR,Reserved,Full,12/08/1987
G1YUB,Allocated,Full,12/08/1987
G1YTL,Allocated,Full,12/08/1987
G1YTG,Allocated,Full,12/08/1987
G1YSY,Reserved,Full,12/08/1987
G1YQZ,Reserved,Full,12/08/1987
G0IDK,Reserved,Full,13/08/1987
G0IDJ,Allocated,Full,13/08/1987
G0IDL,Allocated,Full,13/08/1987
G0IDP,Allocated,Full,13/08/1987
G0IDV,Allocated,Full,13/08/1987
G0IDZ,Allocated,Full,13/08/1987
G0IEC,Reserved,Full,13/08/1987
G1YVF,Allocated,Full,13/08/1987
G1YVS,Allocated,Full,13/08/1987
G1YVT,Allocated,Full,13/08/1987
G1YVR,Allocated,Full,13/08/1987
G0IEB,Allocated,Full,13/08/1987
G1YVV,Allocated,Full,13/08/1987
G1LDN,Allocated,Full,13/08/1987
G1YVZ,Allocated,Full,14/08/1987
G1YYU,Allocated,Full,14/08/1987
G1YYD,Allocated,Full,14/08/1987
G1YXM,Allocated,Full,14/08/1987
G1YYH,Allocated,Full,14/08/1987
G1YWF,Reserved,Full,14/08/1987
G1YWI,Allocated,Full,14/08/1987
G1YWT,Reserved,Full,14/08/1987
G1YWX,Reserved,Full,14/08/1987
G1YWY,Allocated,Full,14/08/1987
G1YXA,Allocated,Full,14/08/1987
G1YXF,Allocated,Full,14/08/1987
G1YXG,Reserved,Full,14/08/1987
G1YXH,Allocated,Full,14/08/1987
G1YXJ,Allocated,Full,14/08/1987
G1YXT,Allocated,Full,14/08/1987
G1YXY,Allocated,Full,14/08/1987
G1YYP,Allocated,Full,14/08/1987
G1YYV,Allocated,Full,14/08/1987
G1YZB,Allocated,Full,14/08/1987
G1YZH,Allocated,Full,14/08/1987
G1YZI,Allocated,Full,14/08/1987
G1YZJ,Allocated,Full,14/08/1987
G1YZN,Reserved,Full,14/08/1987
G1YZR,Allocated,Full,14/08/1987
G1YZT,Allocated,Full,14/08/1987
G1YWL,Reserved,Full,14/08/1987
G1ZBB,Allocated,Full,18/08/1987
G1ZBE,Reserved,Full,18/08/1987
G1ZBG,Allocated,Full,18/08/1987
G1ZBH,Allocated,Full,18/08/1987
G1ZBJ,Allocated,Full,18/08/1987
G1ZBL,Allocated,Full,18/08/1987
G1ZBM,Reserved,Full,18/08/1987
G1ZBU,Allocated,Full,18/08/1987
G1ZBW,Allocated,Full,18/08/1987
G1ZCD,Reserved,Full,18/08/1987
G1ZCK,Allocated,Full,18/08/1987
G1ZCS,Allocated,Full,18/08/1987
G0IEE,Allocated,Full,18/08/1987
G0IEH,Allocated,Full,18/08/1987
G0IEN,Allocated,Full,18/08/1987
G0IEO,Allocated,Full,18/08/1987
G0IEP,Reserved,Full,18/08/1987
G3EHW,Allocated,Full,18/08/1987
G3VIO,Reserved,Full,18/08/1987
G1ZBY,Allocated,Full,18/08/1987
G1ZBO,Allocated,Full,18/08/1987
G6FRU,Allocated,Full,18/08/1987
G0IEQ,Allocated,Full,18/08/1987
G0IES,Allocated,Full,18/08/1987
G0IET,Allocated,Full,18/08/1987
G0IEU,Reserved,Full,18/08/1987
G0IEV,Allocated,Full,18/08/1987
G0IEW,Allocated,Full,18/08/1987
G1YZY,Allocated,Full,18/08/1987
G6WOE,Allocated,Full,18/08/1987
G1ZEA,Allocated,Full,18/08/1987
G1ZAL,Allocated,Full,18/08/1987
G1ZAR,Allocated,Full,18/08/1987
G1ZAT,Allocated,Full,18/08/1987
G1ZAY,Allocated,Full,18/08/1987
G1ZBA,Allocated,Full,18/08/1987
G0IEY,Allocated,Full,18/08/1987
G0IFA,Allocated,Full,18/08/1987
G0IFF,Allocated,Full,18/08/1987
G0IFG,Allocated,Full,18/08/1987
G1ZAK,Allocated,Full,18/08/1987
G1ZAG,Allocated,Full,18/08/1987
G1ZEB,Allocated,Full,18/08/1987
G1ZEK,Allocated,Full,18/08/1987
G1ZBP,Allocated,Full,18/08/1987
G1ZCV,Allocated,Full,18/08/1987
G1ZEF,Allocated,Full,18/08/1987
G1ZDB,Allocated,Full,18/08/1987
G1ZDC,Allocated,Full,18/08/1987
G1ZDG,Allocated,Full,18/08/1987
G1ZDI,Allocated,Full,18/08/1987
G1ZDK,Allocated,Full,18/08/1987
G1ZDM,Allocated,Full,18/08/1987
G1ZDR,Allocated,Full,18/08/1987
G1ZDT,Allocated,Full,18/08/1987
G1ZDU,Allocated,Full,18/08/1987
G1ZDX,Allocated,Full,18/08/1987
G1ZDY,Allocated,Full,18/08/1987
G1ZEC,Allocated,Full,18/08/1987
G1ZED,Allocated,Full,18/08/1987
G1ZEI,Allocated,Full,18/08/1987
G1ZEU,Allocated,Full,18/08/1987
G1ZEX,Allocated,Full,18/08/1987
G1ZFB,Allocated,Full,18/08/1987
G1ZFD,Allocated,Full,18/08/1987
G0IFC,Allocated,Full,18/08/1987
G1ZFF,Allocated,Full,18/08/1987
G1ZFG,Allocated,Full,18/08/1987
G1ZDF,Allocated,Full,18/08/1987
G1ZAF,Allocated,Full,18/08/1987
G6FIO,Allocated,Full,19/08/1987
G6UYJ,Allocated,Full,19/08/1987
G8FXM,Allocated,Full,19/08/1987
G6RQO,Allocated,Full,19/08/1987
G1ZGX,Allocated,Full,19/08/1987
G1ZGZ,Allocated,Full,19/08/1987
G1ZFX,Allocated,Full,19/08/1987
G1ZGC,Allocated,Full,19/08/1987
G1ZGF,Allocated,Full,19/08/1987
G1ZGH,Allocated,Full,19/08/1987
G1ZGU,Allocated,Full,19/08/1987
G1ZGW,Reserved,Full,19/08/1987
G1ZHM,Allocated,Full,20/08/1987
G1ZIM,Allocated,Full,20/08/1987
G1ZHH,Reserved,Full,20/08/1987
G1ZHI,Allocated,Full,20/08/1987
G1ZHL,Allocated,Full,20/08/1987
G1ZHN,Allocated,Full,20/08/1987
G1ZHS,Allocated,Full,20/08/1987
G1ZHZ,Allocated,Full,20/08/1987
G1ZIU,Reserved,Full,21/08/1987
G0IFH,Reserved,Full,21/08/1987
G0IFQ,Allocated,Full,21/08/1987
G1ZIV,Allocated,Full,21/08/1987
G0IFM,Allocated,Full,21/08/1987
G0IFP,Allocated,Full,21/08/1987
G0IFS,Allocated,Full,21/08/1987
G8AZN,Allocated,Full,21/08/1987
G1ZIT,Allocated,Full,21/08/1987
G1COR,Allocated,Full,21/08/1987
G1ZJV,Allocated,Full,24/08/1987
G1ZIY,Allocated,Full,24/08/1987
G1ZJF,Reserved,Full,24/08/1987
G1ZJK,Allocated,Full,24/08/1987
G1ZJM,Allocated,Full,24/08/1987
G0IGA,Allocated,Full,25/08/1987
G0IGB,Allocated,Full,25/08/1987
G0IGC,Allocated,Full,25/08/1987
G0IGH,Allocated,Full,25/08/1987
G0IFT,Allocated,Full,25/08/1987
G0IFU,Allocated,Full,25/08/1987
G0IFX,Allocated,Full,25/08/1987
G1ZJP,Allocated,Full,25/08/1987
G1ZJQ,Allocated,Full,25/08/1987
G1ZKC,Allocated,Full,25/08/1987
G1ZKE,Allocated,Full,25/08/1987
G0IGI,Reserved,Full,25/08/1987
G3TKW,Allocated,Full,27/08/1987
G6WWM,Reserved,Full,27/08/1987
G0IGJ,Allocated,Full,27/08/1987
G0IGK,Allocated,Full,27/08/1987
G0IGM,Allocated,Full,27/08/1987
G1ZKJ,Allocated,Full,27/08/1987
G1ZLA,Allocated,Full,27/08/1987
G1ZLB,Allocated,Full,27/08/1987
G1ZLC,Allocated,Full,27/08/1987
G1ZLD,Allocated,Full,27/08/1987
G1ZLG,Allocated,Full,27/08/1987
G1ZLH,Allocated,Full,27/08/1987
G1ZLL,Allocated,Full,27/08/1987
G0IGO,Reserved,Full,27/08/1987
G3LIQ,Reserved,Full,27/08/1987
G3OPH,Allocated,Full,01/09/1987
G4HXD,Allocated,Full,01/09/1987
G0IGT,Allocated,Full,01/09/1987
G8CTB,Allocated,Full,01/09/1987
G8DJO,Allocated,Full,01/09/1987
G1ZLU,Allocated,Full,01/09/1987
G1ZME,Allocated,Full,01/09/1987
G1ZMG,Allocated,Full,01/09/1987
G1ZMJ,Allocated,Full,01/09/1987
G0IGR,Reserved,Full,01/09/1987
G0IGS,Reserved,Full,01/09/1987
G6XSF,Reserved,Full,01/09/1987
G1ZMS,Allocated,Full,04/09/1987
G4TZJ,Allocated,Full,04/09/1987
G4KDH,Allocated,Full,04/09/1987
G0IHA,Allocated,Full,04/09/1987
G0IHC,Allocated,Full,04/09/1987
G0IHF,Allocated,Full,04/09/1987
G0IHI,Allocated,Full,04/09/1987
G1ZMV,Allocated,Full,04/09/1987
G0IHE,Allocated,Full,04/09/1987
G0IHB,Allocated,Full,04/09/1987
G1ZNL,Allocated,Full,04/09/1987
G1ZNR,Allocated,Full,04/09/1987
G1ZMW,Allocated,Full,04/09/1987
G1ZNC,Allocated,Full,04/09/1987
G1ZND,Allocated,Full,04/09/1987
G1ZNI,Allocated,Full,04/09/1987
G1ZNK,Allocated,Full,04/09/1987
G1ZOV,Allocated,Full,08/09/1987
G1ZNX,Allocated,Full,08/09/1987
G1ZOB,Allocated,Full,08/09/1987
G1ZNV,Allocated,Full,08/09/1987
G1ZNT,Allocated,Full,08/09/1987
G8HBZ,Allocated,Full,08/09/1987
G1ZNZ,Allocated,Full,08/09/1987
G1ZOI,Allocated,Full,08/09/1987
G1ZOM,Allocated,Full,08/09/1987
G1ZOY,Allocated,Full,08/09/1987
G1ZPA,Allocated,Full,08/09/1987
G4PRW,Allocated,Full,09/09/1987
G4RPO,Allocated,Full,11/09/1987
G0IHP,Reserved,Full,11/09/1987
G1ZPQ,Allocated,Full,11/09/1987
G0IHK,Allocated,Full,11/09/1987
G0IHO,Allocated,Full,11/09/1987
G3IGV,Allocated,Full,11/09/1987
G1ZQE,Allocated,Full,11/09/1987
G1ZQF,Allocated,Full,11/09/1987
G1ZQR,Allocated,Full,11/09/1987
G1ZQG,Allocated,Full,11/09/1987
G1ZQO,Allocated,Full,11/09/1987
G1ZPO,Allocated,Full,11/09/1987
G4OYZ,Allocated,Full,11/09/1987
G1ZPJ,Allocated,Full,11/09/1987
G1ZPU,Allocated,Full,11/09/1987
G1ZQC,Allocated,Full,11/09/1987
G3UXJ,Reserved,Full,17/09/1987
G1ZRF,Allocated,Full,17/09/1987
G1ZRN,Allocated,Full,17/09/1987
G1ZRP,Allocated,Full,17/09/1987
G1ZRQ,Allocated,Full,17/09/1987
G1ZRS,Allocated,Full,17/09/1987
G1ZRT,Allocated,Full,17/09/1987
G1ZRZ,Allocated,Full,17/09/1987
G0IIK,Allocated,Full,17/09/1987
G0IHY,Reserved,Full,17/09/1987
G0IIA,Allocated,Full,17/09/1987
G0IIB,Allocated,Full,17/09/1987
G0IID,Allocated,Full,17/09/1987
G0IIE,Allocated,Full,17/09/1987
G0IIF,Allocated,Full,17/09/1987
G0IIG,Allocated,Full,17/09/1987
G0IIM,Reserved,Full,17/09/1987
G0IIP,Allocated,Full,17/09/1987
G0IIQ,Allocated,Full,17/09/1987
G0IIR,Allocated,Full,17/09/1987
G0IIS,Allocated,Full,17/09/1987
G1ZQZ,Allocated,Full,17/09/1987
G1ZRE,Allocated,Full,17/09/1987
G4KFH,Allocated,Full,17/09/1987
G3NCT,Allocated,Full,17/09/1987
G8JOC,Allocated,Full,17/09/1987
G3FGD,Reserved,Full,17/09/1987
G1ZSA,Reserved,Full,23/09/1987
G1ZSF,Allocated,Full,23/09/1987
G1ZSK,Allocated,Full,23/09/1987
G0IJA,Reserved,Full,23/09/1987
G1ZSG,Allocated,Full,23/09/1987
G0IJB,Allocated,Full,23/09/1987
G4GNX,Allocated,Full,23/09/1987
G6ACE,Reserved,Full,23/09/1987
G0IIZ,Reserved,Full,23/09/1987
G0IJC,Reserved,Full,23/09/1987
G1ZSR,Allocated,Full,25/09/1987
G1ZST,Allocated,Full,25/09/1987
G1ZSY,Allocated,Full,25/09/1987
G1ZTB,Allocated,Full,25/09/1987
G4BQA,Allocated,Full,25/09/1987
G0IJI,Allocated,Full,25/09/1987
G0IJK,Allocated,Full,25/09/1987
G0IJM,Allocated,Full,25/09/1987
G0IJN,Allocated,Full,25/09/1987
G1ZTG,Allocated,Full,25/09/1987
G4ENC,Allocated,Full,25/09/1987
G1ZSV,Allocated,Full,25/09/1987
G0IJO,Allocated,Full,25/09/1987
G0IJE,Reserved,Full,25/09/1987
G1ZTJ,Allocated,Full,30/09/1987
G1ZTK,Allocated,Full,30/09/1987
G0IKN,Allocated,Full,30/09/1987
G0IJR,Allocated,Full,30/09/1987
G0IJU,Allocated,Full,30/09/1987
G0IJY,Allocated,Full,30/09/1987
G0IJZ,Allocated,Full,30/09/1987
G0IKC,Allocated,Full,30/09/1987
G0IKE,Allocated,Full,30/09/1987
G0IKI,Allocated,Full,30/09/1987
G6KYX,Allocated,Full,30/09/1987
G8SWK,Allocated,Full,30/09/1987
G1ZTN,Allocated,Full,30/09/1987
G8VJ,Allocated,Full,30/09/1987
G8JAW,Allocated,Full,30/09/1987
G3ING,Reserved,Full,30/09/1987
G3LUK,Allocated,Full,06/10/1987
G4BJC,Allocated,Full,06/10/1987
G1ZUB,Allocated,Full,06/10/1987
G1ZUC,Allocated,Full,06/10/1987
G1ZUH,Allocated,Full,06/10/1987
G1ZUS,Allocated,Full,06/10/1987
G8VPD,Allocated,Full,06/10/1987
G0IKT,Allocated,Full,06/10/1987
G0IKV,Allocated,Full,06/10/1987
G0IKP,Allocated,Full,06/10/1987
G0IKR,Allocated,Full,06/10/1987
G0IKS,Allocated,Full,06/10/1987
G3VWY,Allocated,Full,06/10/1987
G1NGN,Allocated,Full,06/10/1987
G1ZUK,Allocated,Full,06/10/1987
G1ZVC,Allocated,Full,13/10/1987
G1ZVE,Allocated,Full,13/10/1987
G0IKY,Allocated,Full,13/10/1987
G0IKZ,Allocated,Full,13/10/1987
G0ILK,Allocated,Full,13/10/1987
G4JUE,Allocated,Full,13/10/1987
G0ILA,Allocated,Full,13/10/1987
G0ILB,Allocated,Full,13/10/1987
G0ILC,Allocated,Full,13/10/1987
G0ILD,Allocated,Full,13/10/1987
G0ILF,Allocated,Full,13/10/1987
G0ILH,Allocated,Full,13/10/1987
G0ILJ,Reserved,Full,13/10/1987
G0ILM,Reserved,Full,13/10/1987
G0ILN,Allocated,Full,13/10/1987
G0ILO,Allocated,Full,13/10/1987
G0ILQ,Allocated,Full,13/10/1987
G0ILR,Reserved,Full,14/10/1987
G1ZVQ,Allocated,Full,16/10/1987
G0IMH,Allocated,Full,16/10/1987
G8KVP,Allocated,Full,16/10/1987
G3MIP,Allocated,Full,16/10/1987
G0ILZ,Allocated,Full,16/10/1987
G1ZVO,Allocated,Full,16/10/1987
G3SNU,Allocated,Full,16/10/1987
G1ZVL,Allocated,Full,16/10/1987
G0ILT,Allocated,Full,16/10/1987
G0ILS,Allocated,Full,16/10/1987
G0ILW,Reserved,Full,16/10/1987
G0IMA,Allocated,Full,16/10/1987
G0IMB,Allocated,Full,16/10/1987
G0IMD,Allocated,Full,16/10/1987
G0IMG,Allocated,Full,16/10/1987
G0IMJ,Reserved,Full,16/10/1987
G0IMF,Reserved,Full,16/10/1987
G4ION,Allocated,Full,21/10/1987
G1ZVZ,Allocated,Full,21/10/1987
G0IMU,Allocated,Full,21/10/1987
G8TPP,Allocated,Full,21/10/1987
G8SUG,Allocated,Full,21/10/1987
G0IMM,Reserved,Full,21/10/1987
G0IMP,Allocated,Full,21/10/1987
G0IMT,Allocated,Full,21/10/1987
G0IMV,Allocated,Full,21/10/1987
G0IMX,Allocated,Full,21/10/1987
G0ING,Allocated,Full,28/10/1987
G1ZWA,Allocated,Full,28/10/1987
G1ZWH,Allocated,Full,28/10/1987
G1ZWQ,Allocated,Full,28/10/1987
G3DCO,Allocated,Full,28/10/1987
G1AAE,Allocated,Full,28/10/1987
G0IOA,Allocated,Full,28/10/1987
G0INN,Allocated,Full,28/10/1987
G1ZWB,Allocated,Full,28/10/1987
G0INP,Allocated,Full,28/10/1987
G3MAJ,Allocated,Full,28/10/1987
G0INX,Reserved,Full,28/10/1987
G0INZ,Allocated,Full,28/10/1987
G2FTY,Reserved,Full,28/10/1987
G0IOE,Allocated,Full,28/10/1987
G0IOF,Allocated,Full,28/10/1987
G0IOG,Reserved,Full,28/10/1987
G0IMZ,Allocated,Full,28/10/1987
G0INA,Allocated,Full,28/10/1987
G0IND,Reserved,Full,28/10/1987
G0INH,Reserved,Full,28/10/1987
G0INJ,Allocated,Full,28/10/1987
G0INK,Allocated,Full,28/10/1987
G0INO,Allocated,Full,28/10/1987
G0INQ,Allocated,Full,28/10/1987
G0INS,Reserved,Full,28/10/1987
G3EBL,Reserved,Full,28/10/1987
G8LWS,Allocated,Full,03/11/1987
G0IOY,Allocated,Full,03/11/1987
G0IOZ,Allocated,Full,03/11/1987
G6PDR,Allocated,Full,03/11/1987
G3VLI,Reserved,Full,03/11/1987
G0IOM,Allocated,Full,03/11/1987
G1ZWT,Allocated,Full,03/11/1987
G0IOT,Allocated,Full,03/11/1987
G0IOX,Allocated,Full,03/11/1987
G3DKW,Reserved,Full,03/11/1987
G3ILE,Allocated,Full,03/11/1987
G0IOI,Allocated,Full,03/11/1987
G0ION,Reserved,Full,03/11/1987
G0IOO,Allocated,Full,03/11/1987
G0IOR,Allocated,Full,03/11/1987
G0IOU,Allocated,Full,03/11/1987
G0IOL,Reserved,Full,03/11/1987
G0IPE,Allocated,Full,10/11/1987
G4UNW,Allocated,Full,10/11/1987
G0IPH,Allocated,Full,10/11/1987
G0IPJ,Allocated,Full,10/11/1987
G0IPK,Allocated,Full,10/11/1987
G0IPB,Allocated,Full,10/11/1987
G0IPG,Reserved,Full,10/11/1987
G0IPC,Allocated,Full,10/11/1987
G0IPN,Allocated,Full,10/11/1987
G0IPO,Allocated,Full,10/11/1987
G3LQJ,Allocated,Full,10/11/1987
G4BID,Allocated,Full,10/11/1987
G3CHU,Reserved,Full,10/11/1987
G0IPT,Reserved,Full,13/11/1987
G0IPU,Allocated,Full,13/11/1987
G0IPW,Allocated,Full,13/11/1987
G3HUD,Allocated,Full,13/11/1987
G3JOE,Allocated,Full,13/11/1987
G0IPV,Allocated,Full,13/11/1987
G0IPS,Allocated,Full,13/11/1987
G0IPX,Allocated,Full,18/11/1987
G0IPY,Allocated,Full,18/11/1987
G0IQM,Allocated,Full,18/11/1987
G0IQN,Allocated,Full,18/11/1987
G0IQP,Allocated,Full,18/11/1987
G0IQQ,Allocated,Full,18/11/1987
G0IQA,Allocated,Full,18/11/1987
G0IQH,Allocated,Full,18/11/1987
G1ZXQ,Allocated,Full,18/11/1987
G1ZXT,Allocated,Full,18/11/1987
G0IQK,Allocated,Full,18/11/1987
G6NID,Allocated,Full,18/11/1987
G1ZXH,Allocated,Full,18/11/1987
G3SMV,Allocated,Full,18/11/1987
G2FZ,Allocated,Full,18/11/1987
G0IQL,Reserved,Full,18/11/1987
G0IQX,Allocated,Full,23/11/1987
G0IQV,Reserved,Full,23/11/1987
G0IQW,Reserved,Full,23/11/1987
G0IQZ,Allocated,Full,23/11/1987
G8VPQ,Allocated,Full,23/11/1987
G8SBJ,Allocated,Full,23/11/1987
G8CMK,Allocated,Full,23/11/1987
G0IRC,Allocated,Full,23/11/1987
G0IRD,Reserved,Full,23/11/1987
G0IRM,Allocated,Full,26/11/1987
G0IRO,Allocated,Full,26/11/1987
G0IRQ,Allocated,Full,26/11/1987
G0IRY,Allocated,Full,26/11/1987
G0IRZ,Reserved,Full,26/11/1987
G0ISC,Allocated,Full,26/11/1987
G0ISD,Allocated,Full,26/11/1987
G0ISE,Allocated,Full,26/11/1987
G0ISG,Allocated,Full,26/11/1987
G0ISH,Allocated,Full,26/11/1987
G0IRK,Allocated,Full,26/11/1987
G0IRH,Allocated,Full,26/11/1987
G1ZYB,Allocated,Full,26/11/1987
G0IRJ,Allocated,Full,26/11/1987
G0IRG,Allocated,Full,26/11/1987
G0IRI,Allocated,Full,26/11/1987
G0ISA,Allocated,Full,26/11/1987
G0IRT,Allocated,Full,26/11/1987
G0FSO,Allocated,Full,26/11/1987
G1GCX,Allocated,Full,26/11/1987
G0IRP,Allocated,Full,26/11/1987
G0IRL,Reserved,Full,26/11/1987
G0ISI,Allocated,Full,01/12/1987
G0ISJ,Allocated,Full,01/12/1987
G0ISK,Allocated,Full,01/12/1987
G0ISO,Allocated,Full,01/12/1987
G3JDC,Reserved,Full,01/12/1987
G1ZYJ,Allocated,Full,01/12/1987
G0ISL,Allocated,Full,01/12/1987
G7AGC,Allocated,Full,01/12/1987
G6AYE,Allocated,Full,01/12/1987
G0ISM,Allocated,Full,01/12/1987
G4AGC,Allocated,Full,01/12/1987
G0ISQ,Allocated,Full,04/12/1987
G1ZYN,Allocated,Full,04/12/1987
G6OXW,Allocated,Full,04/12/1987
G0IST,Allocated,Full,04/12/1987
G0ISW,Allocated,Full,09/12/1987
G3OHN,Allocated,Full,09/12/1987
G0ISY,Allocated,Full,09/12/1987
G1ZYS,Allocated,Full,09/12/1987
G0ITI,Reserved,Full,09/12/1987
G8ZJK,Allocated,Full,09/12/1987
G0ITF,Reserved,Full,09/12/1987
G0ITH,Allocated,Full,09/12/1987
G0ITB,Allocated,Full,09/12/1987
G4NZG,Allocated,Full,09/12/1987
G6IJJ,Allocated,Full,09/12/1987
G0ISX,Allocated,Full,09/12/1987
G2FMW,Allocated,Full,09/12/1987
G0ITM,Allocated,Full,14/12/1987
G0ITL,Allocated,Full,14/12/1987
G1ZYY,Reserved,Full,14/12/1987
G0ITJ,Allocated,Full,14/12/1987
G1FVH,Allocated,Full,14/12/1987
G0ITO,Allocated,Full,17/12/1987
G0ITQ,Reserved,Full,17/12/1987
G0IUA,Allocated,Full,17/12/1987
G0IUB,Reserved,Full,17/12/1987
G0IUI,Reserved,Full,17/12/1987
