Call Sign,Status,Licence Class,Licence Issued Dat
M6ILR,Allocated,Foundation,19/10/2009
M6RUB,Allocated,Foundation,19/10/2009
M6MAO,Allocated,Foundation,19/10/2009
M6JWS,Allocated,Foundation,19/10/2009
M6GTY,Allocated,Foundation,19/10/2009
G1GAB,Allocated,Full,19/10/2009
M0IHD,Allocated,Full,19/10/2009
M0MJR,Allocated,Full,19/10/2009
20EFC,Allocated,Intermediate,19/10/2009
20EVJ,Allocated,Intermediate,19/10/2009
20NLP,Allocated,Intermediate,19/10/2009
M6WEN,Allocated,Foundation,20/10/2009
M6DRG,Allocated,Foundation,20/10/2009
M6AMP,Allocated,Foundation,20/10/2009
M6DDR,Allocated,Foundation,20/10/2009
M6GAM,Allocated,Foundation,20/10/2009
M6MBE,Allocated,Foundation,20/10/2009
20LYT,Allocated,Intermediate,20/10/2009
M6CML,Reserved,Foundation,20/10/2009
M6PSE,Allocated,Foundation,21/10/2009
M6IRE,Allocated,Foundation,21/10/2009
M6JDR,Allocated,Foundation,21/10/2009
M6BCA,Allocated,Foundation,21/10/2009
M3YYP,Allocated,Foundation,21/10/2009
M6MRC,Allocated,Foundation,21/10/2009
M6SJA,Allocated,Foundation,21/10/2009
M6MLA,Allocated,Foundation,21/10/2009
M6NET,Allocated,Foundation,21/10/2009
M6RRT,Allocated,Foundation,21/10/2009
M0MCH,Allocated,Full,21/10/2009
G7RFO,Allocated,Full,21/10/2009
21GHW,Allocated,Intermediate,21/10/2009
M6SWP,Allocated,Foundation,22/10/2009
M3YYI,Reserved,Foundation,22/10/2009
M6DMX,Allocated,Foundation,22/10/2009
M6ISS,Allocated,Foundation,22/10/2009
M6MJD,Allocated,Foundation,22/10/2009
M6MSS,Allocated,Foundation,22/10/2009
M6VHS,Allocated,Foundation,22/10/2009
M6SAC,Allocated,Foundation,22/10/2009
M6IPC,Allocated,Foundation,22/10/2009
M6TOR,Allocated,Foundation,22/10/2009
G1FLI,Allocated,Full,22/10/2009
G3MOT,Allocated,Full,22/10/2009
20GLH,Allocated,Intermediate,22/10/2009
20PPS,Allocated,Intermediate,22/10/2009
M6ECY,Allocated,Foundation,23/10/2009
M6RJP,Allocated,Foundation,24/10/2009
M6AKC,Reserved,Foundation,26/10/2009
M6KZE,Allocated,Foundation,27/10/2009
M3YYQ,Allocated,Foundation,27/10/2009
20JWE,Allocated,Intermediate,27/10/2009
20SBH,Allocated,Intermediate,27/10/2009
M3YYV,Allocated,Foundation,28/10/2009
M6JME,Allocated,Foundation,28/10/2009
G6HKA,Reserved,Full,28/10/2009
G1BCR,Allocated,Full,28/10/2009
G3CXR,Reserved,Full,28/10/2009
G0SKT,Allocated,Full,28/10/2009
20BXR,Allocated,Intermediate,28/10/2009
20WAW,Allocated,Intermediate,28/10/2009
20YLY,Allocated,Intermediate,28/10/2009
20YOT,Allocated,Intermediate,28/10/2009
M6PSW,Allocated,Foundation,29/10/2009
M3YZA,Allocated,Foundation,29/10/2009
M6RBD,Allocated,Foundation,29/10/2009
G7WCA,Allocated,Full,29/10/2009
G0SKU,Allocated,Full,29/10/2009
G4TFR,Allocated,Full,29/10/2009
G0OLD,Allocated,Full,29/10/2009
G1PVN,Allocated,Full,29/10/2009
G7EBL,Allocated,Full,29/10/2009
G4ZMF,Allocated,Full,29/10/2009
G7RQO,Allocated,Full,29/10/2009
G4KBP,Allocated,Full,29/10/2009
20GGG,Allocated,Intermediate,29/10/2009
20LWT,Allocated,Intermediate,29/10/2009
20PWN,Allocated,Intermediate,29/10/2009
20TGL,Allocated,Intermediate,29/10/2009
20KNI,Reserved,Intermediate,29/10/2009
M6EFC,Allocated,Foundation,30/10/2009
M0LFC,Allocated,Full,30/10/2009
M3YZB,Reserved,Foundation,31/10/2009
M3YZC,Allocated,Foundation,01/11/2009
M6HNC,Reserved,Foundation,01/11/2009
G8FVY,Allocated,Full,02/11/2009
G6WJD,Allocated,Full,02/11/2009
G8PAB,Allocated,Full,02/11/2009
M0PMR,Allocated,Full,02/11/2009
G1NIC,Allocated,Full,02/11/2009
G0SQI,Allocated,Full,02/11/2009
20GDQ,Allocated,Intermediate,02/11/2009
M6NDC,Allocated,Foundation,04/11/2009
M6MTB,Allocated,Foundation,04/11/2009
M6JSD,Allocated,Foundation,04/11/2009
M6TSD,Allocated,Foundation,04/11/2009
M6MRB,Allocated,Foundation,04/11/2009
M6AWM,Allocated,Foundation,04/11/2009
M6CRL,Allocated,Foundation,04/11/2009
M3YZD,Allocated,Foundation,04/11/2009
M6CJP,Allocated,Foundation,04/11/2009
M6IJM,Allocated,Foundation,04/11/2009
M6CPL,Allocated,Foundation,04/11/2009
M6JTJ,Allocated,Foundation,04/11/2009
G7WIA,Allocated,Full,04/11/2009
20KOL,Allocated,Intermediate,04/11/2009
M6MIM,Reserved,Foundation,04/11/2009
M3YZE,Allocated,Foundation,05/11/2009
M6TON,Allocated,Foundation,05/11/2009
M6GGH,Reserved,Foundation,05/11/2009
M3YZG,Allocated,Foundation,05/11/2009
M6ZBD,Allocated,Foundation,05/11/2009
M3YZH,Allocated,Foundation,05/11/2009
M6DNK,Allocated,Foundation,05/11/2009
M0YOM,Allocated,Full,05/11/2009
M0RKF,Allocated,Full,05/11/2009
M0NED,Allocated,Full,05/11/2009
M0MUM,Allocated,Full,05/11/2009
M0XED,Allocated,Full,05/11/2009
M0TIG,Allocated,Full,05/11/2009
M0KMS,Allocated,Full,05/11/2009
M0XIX,Allocated,Full,05/11/2009
M0NST,Allocated,Full,05/11/2009
M0JSF,Allocated,Full,05/11/2009
M0KVM,Allocated,Full,05/11/2009
M0UGH,Allocated,Full,05/11/2009
20CMR,Allocated,Intermediate,05/11/2009
20SBK,Allocated,Intermediate,05/11/2009
M6DRH,Allocated,Foundation,06/11/2009
M6IDX,Allocated,Foundation,06/11/2009
M3YZI,Allocated,Foundation,06/11/2009
M6RKS,Allocated,Foundation,06/11/2009
M6WST,Allocated,Foundation,06/11/2009
M6GAD,Allocated,Foundation,06/11/2009
M0XLG,Allocated,Full,06/11/2009
M0OTM,Allocated,Full,06/11/2009
M0GQP,Allocated,Full,06/11/2009
M0SMJ,Allocated,Full,06/11/2009
M0TLX,Allocated,Full,06/11/2009
M0RBP,Reserved,Full,06/11/2009
G4XDT,Allocated,Full,06/11/2009
G7BXL,Allocated,Full,06/11/2009
M0HBJ,Allocated,Full,06/11/2009
20BXS,Allocated,Intermediate,06/11/2009
20DIY,Allocated,Intermediate,06/11/2009
21FIS,Reserved,Intermediate,06/11/2009
M6HEP,Allocated,Foundation,07/11/2009
M6AKB,Allocated,Foundation,07/11/2009
M3YZL,Allocated,Foundation,07/11/2009
M6CKP,Allocated,Foundation,08/11/2009
M6PER,Allocated,Foundation,09/11/2009
M6ORK,Allocated,Foundation,09/11/2009
M3YZO,Allocated,Foundation,09/11/2009
M0KCW,Allocated,Full,09/11/2009
G4NSL,Allocated,Full,09/11/2009
M3YZP,Allocated,Foundation,10/11/2009
M6RCM,Allocated,Foundation,10/11/2009
M6CTO,Allocated,Foundation,10/11/2009
M3YZQ,Allocated,Foundation,10/11/2009
M6ASF,Allocated,Foundation,10/11/2009
M6COB,Allocated,Foundation,10/11/2009
M0IDI,Allocated,Full,10/11/2009
20FMC,Allocated,Intermediate,10/11/2009
20VYV,Allocated,Intermediate,10/11/2009
20ZYF,Allocated,Intermediate,10/11/2009
M6JLG,Allocated,Foundation,11/11/2009
M6MNA,Allocated,Foundation,11/11/2009
M6KBG,Allocated,Foundation,11/11/2009
M6MKL,Allocated,Foundation,11/11/2009
M6NKM,Allocated,Foundation,11/11/2009
M3ZFP,Allocated,Foundation,11/11/2009
M6LRW,Allocated,Foundation,11/11/2009
M6CCE,Allocated,Foundation,11/11/2009
M6BNC,Allocated,Foundation,11/11/2009
M6SDD,Allocated,Foundation,11/11/2009
M6ETC,Allocated,Foundation,11/11/2009
M3YZT,Allocated,Foundation,11/11/2009
M6MCQ,Reserved,Foundation,11/11/2009
M6SGB,Reserved,Foundation,11/11/2009
M3YZU,Allocated,Foundation,11/11/2009
M6AGG,Allocated,Foundation,11/11/2009
M0JSO,Allocated,Full,11/11/2009
G7WHK,Allocated,Full,11/11/2009
M0DRE,Allocated,Full,11/11/2009
20DRZ,Allocated,Intermediate,11/11/2009
20MWB,Allocated,Intermediate,11/11/2009
20NKM,Allocated,Intermediate,11/11/2009
20SKK,Allocated,Intermediate,11/11/2009
20VFR,Reserved,Intermediate,11/11/2009
M6NJF,Allocated,Foundation,12/11/2009
M6IMJ,Allocated,Foundation,12/11/2009
G8EVY,Allocated,Full,12/11/2009
G2XV,Allocated,Full,12/11/2009
M0GQQ,Allocated,Full,12/11/2009
G4ZUD,Allocated,Full,12/11/2009
M0WGH,Allocated,Full,12/11/2009
20YDM,Allocated,Intermediate,12/11/2009
M6FMO,Allocated,Foundation,13/11/2009
M6EDL,Allocated,Foundation,13/11/2009
M6MOU,Allocated,Foundation,13/11/2009
M6EJH,Allocated,Foundation,13/11/2009
G7CWT,Allocated,Full,13/11/2009
G0WJS,Allocated,Full,13/11/2009
G0HSD,Allocated,Full,13/11/2009
G1ZUZ,Allocated,Full,13/11/2009
20BXU,Reserved,Intermediate,13/11/2009
20PLN,Reserved,Intermediate,13/11/2009
20WSW,Allocated,Intermediate,13/11/2009
M3ZFU,Allocated,Foundation,15/11/2009
M3ZFI,Allocated,Foundation,16/11/2009
M3ZFV,Allocated,Foundation,16/11/2009
M6SHJ,Allocated,Foundation,16/11/2009
20BXV,Allocated,Intermediate,16/11/2009
20LEW,Allocated,Intermediate,16/11/2009
20PMG,Reserved,Intermediate,16/11/2009
M6GAC,Allocated,Foundation,17/11/2009
M6BAX,Allocated,Foundation,17/11/2009
M6JMA,Allocated,Foundation,17/11/2009
M6DID,Allocated,Foundation,17/11/2009
G1SDK,Allocated,Full,17/11/2009
G8UFO,Allocated,Full,17/11/2009
M1RPW,Allocated,Full,17/11/2009
G6MAM,Allocated,Full,17/11/2009
G8VQM,Allocated,Full,17/11/2009
G0EKK,Allocated,Full,17/11/2009
G7RKC,Allocated,Full,17/11/2009
G7BNZ,Allocated,Full,17/11/2009
G7PWK,Allocated,Full,17/11/2009
M0GQR,Allocated,Full,17/11/2009
M0EEY,Allocated,Full,17/11/2009
20HSB,Allocated,Intermediate,17/11/2009
20IPB,Allocated,Intermediate,17/11/2009
M6BMA,Allocated,Foundation,18/11/2009
M6RCE,Allocated,Foundation,18/11/2009
M6GTS,Reserved,Foundation,18/11/2009
M6EAA,Allocated,Foundation,18/11/2009
M6HRW,Allocated,Foundation,18/11/2009
M6TSW,Allocated,Foundation,18/11/2009
M6LGM,Allocated,Foundation,18/11/2009
M6VIV,Allocated,Foundation,18/11/2009
M6SWH,Allocated,Foundation,18/11/2009
M3ZFQ,Allocated,Foundation,18/11/2009
M6LTJ,Reserved,Foundation,18/11/2009
M6IZI,Allocated,Foundation,18/11/2009
M6DBS,Allocated,Foundation,18/11/2009
M6SBX,Allocated,Foundation,18/11/2009
M6TWA,Allocated,Foundation,18/11/2009
M6LRD,Allocated,Foundation,18/11/2009
M0GQS,Allocated,Full,18/11/2009
G1JIE,Allocated,Full,18/11/2009
G0BQN,Allocated,Full,18/11/2009
20BXW,Allocated,Intermediate,18/11/2009
20KJG,Allocated,Intermediate,18/11/2009
20MRP,Allocated,Intermediate,18/11/2009
20NET,Allocated,Intermediate,18/11/2009
20SMH,Allocated,Intermediate,18/11/2009
M6CHB,Reserved,Foundation,19/11/2009
M3ZGF,Allocated,Foundation,19/11/2009
M6CGM,Allocated,Foundation,19/11/2009
G8EBT,Allocated,Full,19/11/2009
G0SIF,Allocated,Full,19/11/2009
20BXX,Allocated,Intermediate,19/11/2009
20CAQ,Allocated,Intermediate,19/11/2009
20GOS,Allocated,Intermediate,19/11/2009
20GZA,Allocated,Intermediate,19/11/2009
20HOG,Allocated,Intermediate,19/11/2009
20MBN,Reserved,Intermediate,19/11/2009
20PTS,Allocated,Intermediate,19/11/2009
20RBR,Allocated,Intermediate,19/11/2009
20SRF,Allocated,Intermediate,19/11/2009
20ZVL,Allocated,Intermediate,19/11/2009
21ABN,Allocated,Intermediate,19/11/2009
20WZB,Reserved,Intermediate,19/11/2009
20XXW,Reserved,Intermediate,19/11/2009
M6JEF,Allocated,Foundation,20/11/2009
M3ZGN,Reserved,Foundation,20/11/2009
M3ZGI,Allocated,Foundation,20/11/2009
M6JAR,Allocated,Foundation,20/11/2009
M6PNA,Allocated,Foundation,20/11/2009
M3ESG,Allocated,Foundation,20/11/2009
M6DDE,Allocated,Foundation,20/11/2009
M3DHP,Allocated,Foundation,20/11/2009
M6MSY,Allocated,Foundation,20/11/2009
M0INT,Allocated,Full,20/11/2009
M0GQT,Allocated,Full,20/11/2009
G3VLO,Allocated,Full,20/11/2009
M0DEP,Allocated,Full,20/11/2009
G7ACO,Allocated,Full,20/11/2009
20BXY,Allocated,Intermediate,20/11/2009
20BXZ,Allocated,Intermediate,20/11/2009
20SHG,Allocated,Intermediate,20/11/2009
20TDS,Allocated,Intermediate,20/11/2009
20TIN,Allocated,Intermediate,20/11/2009
20WYN,Reserved,Intermediate,20/11/2009
20XTL,Allocated,Intermediate,20/11/2009
21AOD,Reserved,Intermediate,20/11/2009
M6JEB,Reserved,Foundation,22/11/2009
M3ZGQ,Allocated,Foundation,22/11/2009
20IAE,Allocated,Intermediate,22/11/2009
M6CJT,Allocated,Foundation,23/11/2009
M3ZGU,Allocated,Foundation,23/11/2009
M6RGJ,Allocated,Foundation,23/11/2009
M3ZGV,Allocated,Foundation,23/11/2009
M6TDL,Allocated,Foundation,23/11/2009
M6PGR,Allocated,Foundation,23/11/2009
20BYB,Reserved,Intermediate,23/11/2009
20BYD,Reserved,Intermediate,23/11/2009
20MPL,Allocated,Intermediate,23/11/2009
20TBG,Allocated,Intermediate,23/11/2009
20XZI,Allocated,Intermediate,23/11/2009
G0PNS,Allocated,Full,24/11/2009
M0LPT,Allocated,Full,24/11/2009
G1VSM,Allocated,Full,24/11/2009
G8BHK,Allocated,Full,24/11/2009
G8PUY,Allocated,Full,24/11/2009
M1DPX,Allocated,Full,24/11/2009
G0IXB,Allocated,Full,24/11/2009
M1DRK,Allocated,Full,24/11/2009
G6DYR,Allocated,Full,24/11/2009
20IEE,Allocated,Intermediate,24/11/2009
20RJI,Allocated,Intermediate,24/11/2009
20WAF,Allocated,Intermediate,24/11/2009
M6TKS,Reserved,Foundation,25/11/2009
M3ZGX,Allocated,Foundation,25/11/2009
M6CRW,Allocated,Foundation,25/11/2009
M3ZHC,Allocated,Foundation,25/11/2009
M6DWT,Allocated,Foundation,25/11/2009
M6CGT,Reserved,Foundation,25/11/2009
M6PUG,Allocated,Foundation,25/11/2009
M6JPS,Allocated,Foundation,25/11/2009
M3ZHD,Allocated,Foundation,25/11/2009
20BYG,Allocated,Intermediate,25/11/2009
20TEW,Allocated,Intermediate,25/11/2009
20TTB,Allocated,Intermediate,25/11/2009
M6UWS,Allocated,Foundation,26/11/2009
M3ZHG,Allocated,Foundation,26/11/2009
M6ALL,Allocated,Foundation,26/11/2009
M6ALK,Allocated,Foundation,26/11/2009
M0TBG,Allocated,Full,26/11/2009
M0GQU,Allocated,Full,26/11/2009
G1FYU,Allocated,Full,26/11/2009
M1ETT,Allocated,Full,26/11/2009
M6MMB,Allocated,Foundation,27/11/2009
M6KGS,Allocated,Foundation,27/11/2009
M6XSI,Allocated,Foundation,27/11/2009
M3ZHM,Allocated,Foundation,27/11/2009
M3ZHQ,Allocated,Foundation,27/11/2009
M6TLF,Allocated,Foundation,27/11/2009
M6AWZ,Allocated,Foundation,27/11/2009
M3ZHO,Allocated,Foundation,27/11/2009
G8CDV,Allocated,Full,27/11/2009
20COM,Allocated,Intermediate,27/11/2009
20KKS,Allocated,Intermediate,27/11/2009
20KLF,Allocated,Intermediate,27/11/2009
20MGD,Allocated,Intermediate,27/11/2009
20SLB,Allocated,Intermediate,27/11/2009
20KLP,Reserved,Intermediate,27/11/2009
M3ZHT,Allocated,Foundation,28/11/2009
M6DIZ,Allocated,Foundation,28/11/2009
M6BPS,Allocated,Foundation,28/11/2009
M3ZHU,Allocated,Foundation,28/11/2009
M6ABB,Allocated,Foundation,29/11/2009
M6PYE,Allocated,Foundation,29/11/2009
M6SAW,Allocated,Foundation,29/11/2009
20DTB,Allocated,Intermediate,29/11/2009
M6GBA,Allocated,Foundation,30/11/2009
M6GWK,Allocated,Foundation,30/11/2009
M6BGT,Allocated,Foundation,30/11/2009
M6GDH,Reserved,Foundation,30/11/2009
M3ZHV,Allocated,Foundation,30/11/2009
M6ABE,Allocated,Foundation,30/11/2009
M3ZHW,Allocated,Foundation,30/11/2009
G1FCW,Allocated,Full,30/11/2009
M6MZI,Allocated,Foundation,01/12/2009
M3ZHX,Allocated,Foundation,01/12/2009
M6RGT,Allocated,Foundation,01/12/2009
20BYH,Allocated,Intermediate,01/12/2009
20DOX,Allocated,Intermediate,01/12/2009
20GKS,Reserved,Intermediate,01/12/2009
M6ZED,Allocated,Foundation,02/12/2009
M6DDM,Allocated,Foundation,02/12/2009
M3ZID,Allocated,Foundation,02/12/2009
M6DTH,Allocated,Foundation,02/12/2009
M6CAZ,Reserved,Foundation,02/12/2009
M3ZIH,Allocated,Foundation,02/12/2009
M6OIL,Allocated,Foundation,02/12/2009
M6GLO,Allocated,Foundation,02/12/2009
M6DDJ,Allocated,Foundation,02/12/2009
M6TCS,Allocated,Foundation,02/12/2009
G3GHN,Allocated,Full,02/12/2009
M0IQB,Allocated,Full,02/12/2009
G8LIE,Allocated,Full,02/12/2009
G8FHC,Allocated,Full,02/12/2009
G0KXM,Allocated,Full,02/12/2009
G0GCV,Allocated,Full,02/12/2009
G6EZR,Allocated,Full,02/12/2009
G8RFW,Allocated,Full,02/12/2009
G8DQE,Allocated,Full,02/12/2009
G0MCT,Allocated,Full,02/12/2009
G7RWF,Allocated,Full,02/12/2009
M6DGN,Allocated,Foundation,03/12/2009
M3ZIJ,Allocated,Foundation,03/12/2009
G8EQD,Allocated,Full,03/12/2009
20DAQ,Allocated,Intermediate,03/12/2009
20IAI,Allocated,Intermediate,03/12/2009
20KAH,Allocated,Intermediate,03/12/2009
20PJA,Allocated,Intermediate,03/12/2009
M3ZIO,Allocated,Foundation,04/12/2009
20BYI,Allocated,Intermediate,04/12/2009
20LGD,Allocated,Intermediate,04/12/2009
M3ZIQ,Allocated,Foundation,06/12/2009
M6SER,Allocated,Foundation,06/12/2009
20DBF,Reserved,Intermediate,06/12/2009
20DBG,Reserved,Intermediate,06/12/2009
M6NRJ,Allocated,Foundation,07/12/2009
M6KLY,Allocated,Foundation,07/12/2009
M3ZIR,Allocated,Foundation,07/12/2009
M6SGI,Allocated,Foundation,07/12/2009
M3ZIX,Allocated,Foundation,07/12/2009
G6FDP,Allocated,Full,07/12/2009
G6IWK,Allocated,Full,07/12/2009
20TRR,Allocated,Intermediate,07/12/2009
M3ZJF,Allocated,Foundation,08/12/2009
M3ZJD,Allocated,Foundation,08/12/2009
M3IAP,Allocated,Foundation,08/12/2009
M6LAH,Allocated,Foundation,08/12/2009
M3ZJN,Allocated,Foundation,08/12/2009
M6BFG,Allocated,Foundation,08/12/2009
M6JBI,Allocated,Foundation,08/12/2009
M6EXP,Allocated,Foundation,08/12/2009
M6KGB,Allocated,Foundation,08/12/2009
M6MTH,Allocated,Foundation,08/12/2009
M6GSG,Allocated,Foundation,08/12/2009
M6JHL,Allocated,Foundation,08/12/2009
M6LCR,Allocated,Foundation,08/12/2009
M3ZJO,Allocated,Foundation,08/12/2009
M3ZJQ,Allocated,Foundation,08/12/2009
M6SJD,Allocated,Foundation,08/12/2009
G3YWG,Reserved,Full,08/12/2009
G6ZTL,Allocated,Full,08/12/2009
M0STF,Allocated,Full,08/12/2009
G6DPH,Allocated,Full,08/12/2009
G0DYM,Allocated,Full,08/12/2009
G1GIB,Allocated,Full,08/12/2009
G4UFN,Reserved,Full,08/12/2009
M6YOR,Allocated,Foundation,09/12/2009
M6IPZ,Allocated,Foundation,09/12/2009
M3ZJU,Allocated,Foundation,09/12/2009
M6NEY,Allocated,Foundation,09/12/2009
M6ZFX,Allocated,Foundation,09/12/2009
M6MRY,Allocated,Foundation,09/12/2009
M6SXB,Allocated,Foundation,09/12/2009
M6JKH,Allocated,Foundation,09/12/2009
M6FAD,Allocated,Foundation,09/12/2009
M6DAQ,Allocated,Foundation,09/12/2009
M6JHG,Allocated,Foundation,09/12/2009
M6GJR,Allocated,Foundation,09/12/2009
M6DRX,Allocated,Foundation,09/12/2009
M6PCR,Allocated,Foundation,09/12/2009
M3ZJV,Allocated,Foundation,09/12/2009
M6SVD,Allocated,Foundation,09/12/2009
M3ZJZ,Allocated,Foundation,09/12/2009
M6TEN,Reserved,Foundation,09/12/2009
M0GQV,Allocated,Full,09/12/2009
G8GND,Allocated,Full,09/12/2009
20BYJ,Allocated,Intermediate,09/12/2009
M6LOU,Allocated,Foundation,10/12/2009
M6LXY,Allocated,Foundation,10/12/2009
M6MOW,Allocated,Foundation,10/12/2009
M6GRU,Allocated,Foundation,10/12/2009
M6JFZ,Allocated,Foundation,10/12/2009
M6SAN,Allocated,Foundation,10/12/2009
M6MIG,Allocated,Foundation,10/12/2009
M0RXQ,Allocated,Full,10/12/2009
M0GQX,Reserved,Full,10/12/2009
G0WLL,Allocated,Full,10/12/2009
M1ECT,Allocated,Full,10/12/2009
G8DVG,Allocated,Full,10/12/2009
M0WRS,Allocated,Full,10/12/2009
G1XDA,Allocated,Full,10/12/2009
G4UCV,Allocated,Full,10/12/2009
G4SFI,Allocated,Full,10/12/2009
G8CXK,Allocated,Full,10/12/2009
G7OUZ,Allocated,Full,10/12/2009
20JEC,Reserved,Intermediate,10/12/2009
M3ZJY,Allocated,Foundation,11/12/2009
M6PAF,Allocated,Foundation,11/12/2009
M6PHJ,Allocated,Foundation,11/12/2009
M6MMC,Allocated,Foundation,11/12/2009
M3ZKG,Allocated,Foundation,11/12/2009
M0FAB,Allocated,Full,11/12/2009
G4OTU,Allocated,Full,11/12/2009
20BYK,Allocated,Intermediate,11/12/2009
20BYN,Allocated,Intermediate,11/12/2009
20CWH,Reserved,Intermediate,11/12/2009
20DBT,Allocated,Intermediate,11/12/2009
20HAR,Allocated,Intermediate,11/12/2009
20BYO,Allocated,Intermediate,12/12/2009
M6WOV,Allocated,Foundation,14/12/2009
M6POM,Allocated,Foundation,14/12/2009
M6AAD,Allocated,Foundation,14/12/2009
M6AFL,Allocated,Foundation,14/12/2009
M6NAS,Allocated,Foundation,14/12/2009
M6MAQ,Allocated,Foundation,14/12/2009
M6KRO,Allocated,Foundation,14/12/2009
M6NCS,Allocated,Foundation,14/12/2009
M6BFC,Allocated,Foundation,14/12/2009
M6GEE,Allocated,Foundation,14/12/2009
M3ZKH,Allocated,Foundation,14/12/2009
M6CBD,Allocated,Foundation,14/12/2009
M6TNA,Allocated,Foundation,14/12/2009
M6JEZ,Allocated,Foundation,14/12/2009
M6MID,Allocated,Foundation,14/12/2009
M6REN,Allocated,Foundation,14/12/2009
M6AVO,Allocated,Foundation,14/12/2009
M6KGM,Allocated,Foundation,14/12/2009
M6LUE,Allocated,Foundation,14/12/2009
M6RTH,Allocated,Foundation,14/12/2009
M6ULP,Allocated,Foundation,14/12/2009
G8JYN,Allocated,Full,14/12/2009
G4GOL,Allocated,Full,14/12/2009
G4OSY,Allocated,Full,14/12/2009
M3ZKP,Reserved,Foundation,15/12/2009
M6ALR,Allocated,Foundation,15/12/2009
M3ZKQ,Allocated,Foundation,15/12/2009
M6APW,Allocated,Foundation,15/12/2009
G6VRI,Allocated,Full,15/12/2009
G7NSY,Allocated,Full,15/12/2009
G1CPP,Allocated,Full,15/12/2009
M6FOP,Allocated,Foundation,16/12/2009
M3ZKV,Allocated,Foundation,16/12/2009
M3ZKX,Allocated,Foundation,16/12/2009
M3ZKU,Allocated,Foundation,16/12/2009
M6AAH,Reserved,Foundation,16/12/2009
M6TAA,Allocated,Foundation,16/12/2009
M6DOA,Allocated,Foundation,16/12/2009
M6DZS,Allocated,Foundation,16/12/2009
M6BCX,Allocated,Foundation,16/12/2009
M6SPW,Allocated,Foundation,16/12/2009
M6BPT,Allocated,Foundation,16/12/2009
M6WPZ,Allocated,Foundation,16/12/2009
M6FHW,Allocated,Foundation,16/12/2009
M6LLM,Allocated,Foundation,16/12/2009
M6MRF,Allocated,Foundation,16/12/2009
M6BRB,Allocated,Foundation,16/12/2009
M3ZKY,Allocated,Foundation,16/12/2009
M3ZKZ,Reserved,Foundation,16/12/2009
M6RTR,Allocated,Foundation,16/12/2009
M6KVD,Allocated,Foundation,16/12/2009
M6MHC,Allocated,Foundation,16/12/2009
20ORC,Reserved,Intermediate,16/12/2009
20RDM,Allocated,Intermediate,16/12/2009
M3ZLA,Allocated,Foundation,17/12/2009
M6OCC,Allocated,Foundation,17/12/2009
M3ZLI,Allocated,Foundation,17/12/2009
M6MMX,Allocated,Foundation,17/12/2009
M6GHP,Allocated,Foundation,17/12/2009
M6TXH,Allocated,Foundation,17/12/2009
M6PKL,Allocated,Foundation,17/12/2009
M6CWC,Allocated,Foundation,17/12/2009
20BYP,Allocated,Intermediate,17/12/2009
