callsign,parse_status,prefix_series,rsl,suffix,placeholder_form,home_callsign,implied_class,flags
20IGF,parsed,2#0,,IGF,2#0IGF,,Intermediate,
20IGG,parsed,2#0,,IGG,2#0IGG,,Intermediate,
20IGH,parsed,2#0,,IGH,2#0IGH,,Intermediate,
20IGI,parsed,2#0,,IGI,2#0IGI,,Intermediate,
20IGJ,parsed,2#0,,IGJ,2#0IGJ,,Intermediate,
20IGK,parsed,2#0,,IGK,2#0IGK,,Intermediate,
20IGL,parsed,2#0,,IGL,2#0IGL,,Intermediate,
20IGM,parsed,2#0,,IGM,2#0IGM,,Intermediate,
20IGN,parsed,2#0,,IGN,2#0IGN,,Intermediate,
20IGO,parsed,2#0,,IGO,2#0IGO,,Intermediate,
20IGP,parsed,2#0,,IGP,2#0IGP,,Intermediate,
20IGQ,parsed,2#0,,IGQ,2#0IGQ,,Intermediate,
20IGR,parsed,2#0,,IGR,2#0IGR,,Intermediate,
20IGS,parsed,2#0,,IGS,2#0IGS,,Intermediate,
20IGT,parsed,2#0,,IGT,2#0IGT,,Intermediate,
20IGU,parsed,2#0,,IGU,2#0IGU,,Intermediate,
20IGV,parsed,2#0,,IGV,2#0IGV,,Intermediate,
20IGW,parsed,2#0,,IGW,2#0IGW,,Intermediate,
20IGX,parsed,2#0,,IGX,2#0IGX,,Intermediate,
20IGY,parsed,2#0,,IGY,2#0IGY,,Intermediate,
20IGZ,parsed,2#0,,IGZ,2#0IGZ,,Intermediate,
20IHA,parsed,2#0,,IHA,2#0IHA,,Intermediate,
20IHB,parsed,2#0,,IHB,2#0IHB,,Intermediate,
20IHC,parsed,2#0,,IHC,2#0IHC,,Intermediate,
20IHD,parsed,2#0,,IHD,2#0IHD,,Intermediate,
20IHE,parsed,2#0,,IHE,2#0IHE,,Intermediate,
20IHF,parsed,2#0,,IHF,2#0IHF,,Intermediate,
20IHG,parsed,2#0,,IHG,2#0IHG,,Intermediate,
20IHH,parsed,2#0,,IHH,2#0IHH,,Intermediate,
20IHI,parsed,2#0,,IHI,2#0IHI,,Intermediate,
20IHJ,parsed,2#0,,IHJ,2#0IHJ,,Intermediate,
20IHK,parsed,2#0,,IHK,2#0IHK,,Intermediate,
20IHL,parsed,2#0,,IHL,2#0IHL,,Intermediate,
20IHM,parsed,2#0,,IHM,2#0IHM,,Intermediate,
20IHN,parsed,2#0,,IHN,2#0IHN,,Intermediate,
20IHO,parsed,2#0,,IHO,2#0IHO,,Intermediate,
20IHP,parsed,2#0,,IHP,2#0IHP,,Intermediate,
20IHQ,parsed,2#0,,IHQ,2#0IHQ,,Intermediate,
20IHR,parsed,2#0,,IHR,2#0IHR,,Intermediate,
20IHS,parsed,2#0,,IHS,2#0IHS,,Intermediate,
20IHT,parsed,2#0,,IHT,2#0IHT,,Intermediate,
20IHU,parsed,2#0,,IHU,2#0IHU,,Intermediate,
20IHV,parsed,2#0,,IHV,2#0IHV,,Intermediate,
20IHW,parsed,2#0,,IHW,2#0IHW,,Intermediate,
20IHX,parsed,2#0,,IHX,2#0IHX,,Intermediate,
20IHY,parsed,2#0,,IHY,2#0IHY,,Intermediate,
20IHZ,parsed,2#0,,IHZ,2#0IHZ,,Intermediate,
20IIA,parsed,2#0,,IIA,2#0IIA,,Intermediate,
20IIB,parsed,2#0,,IIB,2#0IIB,,Intermediate,
20IIC,parsed,2#0,,IIC,2#0IIC,,Intermediate,
20IID,parsed,2#0,,IID,2#0IID,,Intermediate,
20IIE,parsed,2#0,,IIE,2#0IIE,,Intermediate,
20IIF,parsed,2#0,,IIF,2#0IIF,,Intermediate,
20IIG,parsed,2#0,,IIG,2#0IIG,,Intermediate,
20IIH,parsed,2#0,,IIH,2#0IIH,,Intermediate,
20III,parsed,2#0,,III,2#0III,,Intermediate,
20IIJ,parsed,2#0,,IIJ,2#0IIJ,,Intermediate,
20IIK,parsed,2#0,,IIK,2#0IIK,,Intermediate,
20IIL,parsed,2#0,,IIL,2#0IIL,,Intermediate,
20IIM,parsed,2#0,,IIM,2#0IIM,,Intermediate,
20IIN,parsed,2#0,,IIN,2#0IIN,,Intermediate,
20IIO,parsed,2#0,,IIO,2#0IIO,,Intermediate,
20IIP,parsed,2#0,,IIP,2#0IIP,,Intermediate,
20IIQ,parsed,2#0,,IIQ,2#0IIQ,,Intermediate,
20IIS,parsed,2#0,,IIS,2#0IIS,,Intermediate,
20IIT,parsed,2#0,,IIT,2#0IIT,,Intermediate,
20IIU,parsed,2#0,,IIU,2#0IIU,,Intermediate,
20IIV,parsed,2#0,,IIV,2#0IIV,,Intermediate,
20IIW,parsed,2#0,,IIW,2#0IIW,,Intermediate,
20IIX,parsed,2#0,,IIX,2#0IIX,,Intermediate,
20IIY,parsed,2#0,,IIY,2#0IIY,,Intermediate,
20IIZ,parsed,2#0,,IIZ,2#0IIZ,,Intermediate,
20IJA,parsed,2#0,,IJA,2#0IJA,,Intermediate,
20IJB,parsed,2#0,,IJB,2#0IJB,,Intermediate,
20IJC,parsed,2#0,,IJC,2#0IJC,,Intermediate,
20IJD,parsed,2#0,,IJD,2#0IJD,,Intermediate,
20IJE,parsed,2#0,,IJE,2#0IJE,,Intermediate,
20IJF,parsed,2#0,,IJF,2#0IJF,,Intermediate,
20IJG,parsed,2#0,,IJG,2#0IJG,,Intermediate,
20IJH,parsed,2#0,,IJH,2#0IJH,,Intermediate,
20IJI,parsed,2#0,,IJI,2#0IJI,,Intermediate,
20IJJ,parsed,2#0,,IJJ,2#0IJJ,,Intermediate,
20IJK,parsed,2#0,,IJK,2#0IJK,,Intermediate,
20IJL,parsed,2#0,,IJL,2#0IJL,,Intermediate,
20IJM,parsed,2#0,,IJM,2#0IJM,,Intermediate,
20IJN,parsed,2#0,,IJN,2#0IJN,,Intermediate,
20IJO,parsed,2#0,,IJO,2#0IJO,,Intermediate,
20IJP,parsed,2#0,,IJP,2#0IJP,,Intermediate,
20IJQ,parsed,2#0,,IJQ,2#0IJQ,,Intermediate,
20IJR,parsed,2#0,,IJR,2#0IJR,,Intermediate,
20IJS,parsed,2#0,,IJS,2#0IJS,,Intermediate,
20IJT,parsed,2#0,,IJT,2#0IJT,,Intermediate,
20IJU,parsed,2#0,,IJU,2#0IJU,,Intermediate,
20IJV,parsed,2#0,,IJV,2#0IJV,,Intermediate,
20IJW,parsed,2#0,,IJW,2#0IJW,,Intermediate,
20IJX,parsed,2#0,,IJX,2#0IJX,,Intermediate,
20IJY,parsed,2#0,,IJY,2#0IJY,,Intermediate,
20IJZ,parsed,2#0,,IJZ,2#0IJZ,,Intermediate,
20IKA,parsed,2#0,,IKA,2#0IKA,,Intermediate,
20IKB,parsed,2#0,,IKB,2#0IKB,,Intermediate,
20IKC,parsed,2#0,,IKC,2#0IKC,,Intermediate,
20IKD,parsed,2#0,,IKD,2#0IKD,,Intermediate,
20IKE,parsed,2#0,,IKE,2#0IKE,,Intermediate,
20IKF,parsed,2#0,,IKF,2#0IKF,,Intermediate,
20IKG,parsed,2#0,,IKG,2#0IKG,,Intermediate,
20IKH,parsed,2#0,,IKH,2#0IKH,,Intermediate,
20IKI,parsed,2#0,,IKI,2#0IKI,,Intermediate,
20IKJ,parsed,2#0,,IKJ,2#0IKJ,,Intermediate,
20IKK,parsed,2#0,,IKK,2#0IKK,,Intermediate,
20IKL,parsed,2#0,,IKL,2#0IKL,,Intermediate,
20IKM,parsed,2#0,,IKM,2#0IKM,,Intermediate,
20IKN,parsed,2#0,,IKN,2#0IKN,,Intermediate,
20IKO,parsed,2#0,,IKO,2#0IKO,,Intermediate,
20IKP,parsed,2#0,,IKP,2#0IKP,,Intermediate,
20IKQ,parsed,2#0,,IKQ,2#0IKQ,,Intermediate,
20IKR,parsed,2#0,,IKR,2#0IKR,,Intermediate,
20IKS,parsed,2#0,,IKS,2#0IKS,,Intermediate,
20IKT,parsed,2#0,,IKT,2#0IKT,,Intermediate,
20IKU,parsed,2#0,,IKU,2#0IKU,,Intermediate,
20IKV,parsed,2#0,,IKV,2#0IKV,,Intermediate,
20IKW,parsed,2#0,,IKW,2#0IKW,,Intermediate,
20IKX,parsed,2#0,,IKX,2#0IKX,,Intermediate,
20IKY,parsed,2#0,,IKY,2#0IKY,,Intermediate,
20IKZ,parsed,2#0,,IKZ,2#0IKZ,,Intermediate,
20ILA,parsed,2#0,,ILA,2#0ILA,,Intermediate,
20ILB,parsed,2#0,,ILB,2#0ILB,,Intermediate,
20ILC,parsed,2#0,,ILC,2#0ILC,,Intermediate,
20ILD,parsed,2#0,,ILD,2#0ILD,,Intermediate,
20ILE,parsed,2#0,,ILE,2#0ILE,,Intermediate,
20ILF,parsed,2#0,,ILF,2#0ILF,,Intermediate,
20ILG,parsed,2#0,,ILG,2#0ILG,,Intermediate,
20ILH,parsed,2#0,,ILH,2#0ILH,,Intermediate,
20ILI,parsed,2#0,,ILI,2#0ILI,,Intermediate,
20ILJ,parsed,2#0,,ILJ,2#0ILJ,,Intermediate,
20ILK,parsed,2#0,,ILK,2#0ILK,,Intermediate,
20ILL,parsed,2#0,,ILL,2#0ILL,,Intermediate,
20ILM,parsed,2#0,,ILM,2#0ILM,,Intermediate,
20ILN,parsed,2#0,,ILN,2#0ILN,,Intermediate,
20ILO,parsed,2#0,,ILO,2#0ILO,,Intermediate,
20ILP,parsed,2#0,,ILP,2#0ILP,,Intermediate,
20ILQ,parsed,2#0,,ILQ,2#0ILQ,,Intermediate,
20ILR,parsed,2#0,,ILR,2#0ILR,,Intermediate,
20ILS,parsed,2#0,,ILS,2#0ILS,,Intermediate,
20ILT,parsed,2#0,,ILT,2#0ILT,,Intermediate,
20ILU,parsed,2#0,,ILU,2#0ILU,,Intermediate,
20ILV,parsed,2#0,,ILV,2#0ILV,,Intermediate,
20ILW,parsed,2#0,,ILW,2#0ILW,,Intermediate,
20ILX,parsed,2#0,,ILX,2#0ILX,,Intermediate,
20ILY,parsed,2#0,,ILY,2#0ILY,,Intermediate,
20ILZ,parsed,2#0,,ILZ,2#0ILZ,,Intermediate,
20IMA,parsed,2#0,,IMA,2#0IMA,,Intermediate,
20IMB,parsed,2#0,,IMB,2#0IMB,,Intermediate,
20IMC,parsed,2#0,,IMC,2#0IMC,,Intermediate,
20IMD,parsed,2#0,,IMD,2#0IMD,,Intermediate,
20IME,parsed,2#0,,IME,2#0IME,,Intermediate,
20IMF,parsed,2#0,,IMF,2#0IMF,,Intermediate,
20IMG,parsed,2#0,,IMG,2#0IMG,,Intermediate,
20IMH,parsed,2#0,,IMH,2#0IMH,,Intermediate,
20IMI,parsed,2#0,,IMI,2#0IMI,,Intermediate,
20IMJ,parsed,2#0,,IMJ,2#0IMJ,,Intermediate,
20IMK,parsed,2#0,,IMK,2#0IMK,,Intermediate,
20IML,parsed,2#0,,IML,2#0IML,,Intermediate,
20IMM,parsed,2#0,,IMM,2#0IMM,,Intermediate,
20IMN,parsed,2#0,,IMN,2#0IMN,,Intermediate,
20IMO,parsed,2#0,,IMO,2#0IMO,,Intermediate,
20IMP,parsed,2#0,,IMP,2#0IMP,,Intermediate,
20IMQ,parsed,2#0,,IMQ,2#0IMQ,,Intermediate,
20IMR,parsed,2#0,,IMR,2#0IMR,,Intermediate,
20IMS,parsed,2#0,,IMS,2#0IMS,,Intermediate,
20IMT,parsed,2#0,,IMT,2#0IMT,,Intermediate,
20IMU,parsed,2#0,,IMU,2#0IMU,,Intermediate,
20IMV,parsed,2#0,,IMV,2#0IMV,,Intermediate,
20IMW,parsed,2#0,,IMW,2#0IMW,,Intermediate,
20IMX,parsed,2#0,,IMX,2#0IMX,,Intermediate,
20IMY,parsed,2#0,,IMY,2#0IMY,,Intermediate,
20IMZ,parsed,2#0,,IMZ,2#0IMZ,,Intermediate,
20INA,parsed,2#0,,INA,2#0INA,,Intermediate,
20INB,parsed,2#0,,INB,2#0INB,,Intermediate,
20INC,parsed,2#0,,INC,2#0INC,,Intermediate,
20IND,parsed,2#0,,IND,2#0IND,,Intermediate,
20INE,parsed,2#0,,INE,2#0INE,,Intermediate,
20INF,parsed,2#0,,INF,2#0INF,,Intermediate,
20ING,parsed,2#0,,ING,2#0ING,,Intermediate,
20INH,parsed,2#0,,INH,2#0INH,,Intermediate,
20INI,parsed,2#0,,INI,2#0INI,,Intermediate,
20INJ,parsed,2#0,,INJ,2#0INJ,,Intermediate,
20INK,parsed,2#0,,INK,2#0INK,,Intermediate,
20INL,parsed,2#0,,INL,2#0INL,,Intermediate,
20INM,parsed,2#0,,INM,2#0INM,,Intermediate,
20INN,parsed,2#0,,INN,2#0INN,,Intermediate,
20INO,parsed,2#0,,INO,2#0INO,,Intermediate,
20INP,parsed,2#0,,INP,2#0INP,,Intermediate,
20INQ,parsed,2#0,,INQ,2#0INQ,,Intermediate,
20INR,parsed,2#0,,INR,2#0INR,,Intermediate,
20INS,parsed,2#0,,INS,2#0INS,,Intermediate,
20INT,parsed,2#0,,INT,2#0INT,,Intermediate,
20INU,parsed,2#0,,INU,2#0INU,,Intermediate,
20INV,parsed,2#0,,INV,2#0INV,,Intermediate,
20INW,parsed,2#0,,INW,2#0INW,,Intermediate,
20INX,parsed,2#0,,INX,2#0INX,,Intermediate,
20INY,parsed,2#0,,INY,2#0INY,,Intermediate,
20INZ,parsed,2#0,,INZ,2#0INZ,,Intermediate,
20IOA,parsed,2#0,,IOA,2#0IOA,,Intermediate,
20IOB,parsed,2#0,,IOB,2#0IOB,,Intermediate,
20IOC,parsed,2#0,,IOC,2#0IOC,,Intermediate,
20IOD,parsed,2#0,,IOD,2#0IOD,,Intermediate,
20IOE,parsed,2#0,,IOE,2#0IOE,,Intermediate,
20IOF,parsed,2#0,,IOF,2#0IOF,,Intermediate,
20IOG,parsed,2#0,,IOG,2#0IOG,,Intermediate,
20IOH,parsed,2#0,,IOH,2#0IOH,,Intermediate,
20IOI,parsed,2#0,,IOI,2#0IOI,,Intermediate,
20IOJ,parsed,2#0,,IOJ,2#0IOJ,,Intermediate,
20IOK,parsed,2#0,,IOK,2#0IOK,,Intermediate,
20IOL,parsed,2#0,,IOL,2#0IOL,,Intermediate,
20IOM,parsed,2#0,,IOM,2#0IOM,,Intermediate,
20ION,parsed,2#0,,ION,2#0ION,,Intermediate,
20IOO,parsed,2#0,,IOO,2#0IOO,,Intermediate,
20IOP,parsed,2#0,,IOP,2#0IOP,,Intermediate,
20IOQ,parsed,2#0,,IOQ,2#0IOQ,,Intermediate,
20IOR,parsed,2#0,,IOR,2#0IOR,,Intermediate,
20IOS,parsed,2#0,,IOS,2#0IOS,,Intermediate,
20IOT,parsed,2#0,,IOT,2#0IOT,,Intermediate,
20IOU,parsed,2#0,,IOU,2#0IOU,,Intermediate,
20IOV,parsed,2#0,,IOV,2#0IOV,,Intermediate,
20IOW,parsed,2#0,,IOW,2#0IOW,,Intermediate,
20IOX,parsed,2#0,,IOX,2#0IOX,,Intermediate,
20IOY,parsed,2#0,,IOY,2#0IOY,,Intermediate,
20IOZ,parsed,2#0,,IOZ,2#0IOZ,,Intermediate,
20IPA,parsed,2#0,,IPA,2#0IPA,,Intermediate,
20IPB,parsed,2#0,,IPB,2#0IPB,,Intermediate,
20IPC,parsed,2#0,,IPC,2#0IPC,,Intermediate,
20IPD,parsed,2#0,,IPD,2#0IPD,,Intermediate,
20IPE,parsed,2#0,,IPE,2#0IPE,,Intermediate,
20IPF,parsed,2#0,,IPF,2#0IPF,,Intermediate,
20IPG,parsed,2#0,,IPG,2#0IPG,,Intermediate,
20IPH,parsed,2#0,,IPH,2#0IPH,,Intermediate,
20IPI,parsed,2#0,,IPI,2#0IPI,,Intermediate,
20IPJ,parsed,2#0,,IPJ,2#0IPJ,,Intermediate,
20IPK,parsed,2#0,,IPK,2#0IPK,,Intermediate,
20IPL,parsed,2#0,,IPL,2#0IPL,,Intermediate,
20IPM,parsed,2#0,,IPM,2#0IPM,,Intermediate,
20IPN,parsed,2#0,,IPN,2#0IPN,,Intermediate,
20IPO,parsed,2#0,,IPO,2#0IPO,,Intermediate,
20IPP,parsed,2#0,,IPP,2#0IPP,,Intermediate,
20IPQ,parsed,2#0,,IPQ,2#0IPQ,,Intermediate,
20IPR,parsed,2#0,,IPR,2#0IPR,,Intermediate,
20IPS,parsed,2#0,,IPS,2#0IPS,,Intermediate,
20IPT,parsed,2#0,,IPT,2#0IPT,,Intermediate,
20IPU,parsed,2#0,,IPU,2#0IPU,,Intermediate,
20IPV,parsed,2#0,,IPV,2#0IPV,,Intermediate,
20IPW,parsed,2#0,,IPW,2#0IPW,,Intermediate,
20IPX,parsed,2#0,,IPX,2#0IPX,,Intermediate,
20IPY,parsed,2#0,,IPY,2#0IPY,,Intermediate,
20IPZ,parsed,2#0,,IPZ,2#0IPZ,,Intermediate,
20IQA,parsed,2#0,,IQA,2#0IQA,,Intermediate,
20IQB,parsed,2#0,,IQB,2#0IQB,,Intermediate,
20IQC,parsed,2#0,,IQC,2#0IQC,,Intermediate,
20IQD,parsed,2#0,,IQD,2#0IQD,,Intermediate,
20IQE,parsed,2#0,,IQE,2#0IQE,,Intermediate,
20IQF,parsed,2#0,,IQF,2#0IQF,,Intermediate,
20IQG,parsed,2#0,,IQG,2#0IQG,,Intermediate,
20IQH,parsed,2#0,,IQH,2#0IQH,,Intermediate,
20IQI,parsed,2#0,,IQI,2#0IQI,,Intermediate,
20IQJ,parsed,2#0,,IQJ,2#0IQJ,,Intermediate,
20IQK,parsed,2#0,,IQK,2#0IQK,,Intermediate,
20IQL,parsed,2#0,,IQL,2#0IQL,,Intermediate,
20IQM,parsed,2#0,,IQM,2#0IQM,,Intermediate,
20IQN,parsed,2#0,,IQN,2#0IQN,,Intermediate,
20IQO,parsed,2#0,,IQO,2#0IQO,,Intermediate,
20IQP,parsed,2#0,,IQP,2#0IQP,,Intermediate,
20IQQ,parsed,2#0,,IQQ,2#0IQQ,,Intermediate,
20IQR,parsed,2#0,,IQR,2#0IQR,,Intermediate,
20IQS,parsed,2#0,,IQS,2#0IQS,,Intermediate,
20IQT,parsed,2#0,,IQT,2#0IQT,,Intermediate,
20IQU,parsed,2#0,,IQU,2#0IQU,,Intermediate,
20IQV,parsed,2#0,,IQV,2#0IQV,,Intermediate,
20IQW,parsed,2#0,,IQW,2#0IQW,,Intermediate,
20IQX,parsed,2#0,,IQX,2#0IQX,,Intermediate,
20IQY,parsed,2#0,,IQY,2#0IQY,,Intermediate,
20IQZ,parsed,2#0,,IQZ,2#0IQZ,,Intermediate,
20IRB,parsed,2#0,,IRB,2#0IRB,,Intermediate,
20IRC,parsed,2#0,,IRC,2#0IRC,,Intermediate,
20IRD,parsed,2#0,,IRD,2#0IRD,,Intermediate,
20IRE,parsed,2#0,,IRE,2#0IRE,,Intermediate,
20IRF,parsed,2#0,,IRF,2#0IRF,,Intermediate,
20IRG,parsed,2#0,,IRG,2#0IRG,,Intermediate,
20IRH,parsed,2#0,,IRH,2#0IRH,,Intermediate,
20IRI,parsed,2#0,,IRI,2#0IRI,,Intermediate,
20IRJ,parsed,2#0,,IRJ,2#0IRJ,,Intermediate,
20IRK,parsed,2#0,,IRK,2#0IRK,,Intermediate,
20IRL,parsed,2#0,,IRL,2#0IRL,,Intermediate,
20IRM,parsed,2#0,,IRM,2#0IRM,,Intermediate,
20IRN,parsed,2#0,,IRN,2#0IRN,,Intermediate,
20IRO,parsed,2#0,,IRO,2#0IRO,,Intermediate,
20IRP,parsed,2#0,,IRP,2#0IRP,,Intermediate,
20IRQ,parsed,2#0,,IRQ,2#0IRQ,,Intermediate,
20IRR,parsed,2#0,,IRR,2#0IRR,,Intermediate,
20IRS,parsed,2#0,,IRS,2#0IRS,,Intermediate,
20IRT,parsed,2#0,,IRT,2#0IRT,,Intermediate,
20IRU,parsed,2#0,,IRU,2#0IRU,,Intermediate,
20IRV,parsed,2#0,,IRV,2#0IRV,,Intermediate,
20IRW,parsed,2#0,,IRW,2#0IRW,,Intermediate,
20IRX,parsed,2#0,,IRX,2#0IRX,,Intermediate,
20IRY,parsed,2#0,,IRY,2#0IRY,,Intermediate,
20IRZ,parsed,2#0,,IRZ,2#0IRZ,,Intermediate,
20ISA,parsed,2#0,,ISA,2#0ISA,,Intermediate,
20ISB,parsed,2#0,,ISB,2#0ISB,,Intermediate,
20ISC,parsed,2#0,,ISC,2#0ISC,,Intermediate,
20ISD,parsed,2#0,,ISD,2#0ISD,,Intermediate,
20ISE,parsed,2#0,,ISE,2#0ISE,,Intermediate,
20ISF,parsed,2#0,,ISF,2#0ISF,,Intermediate,
20ISG,parsed,2#0,,ISG,2#0ISG,,Intermediate,
20ISH,parsed,2#0,,ISH,2#0ISH,,Intermediate,
20ISI,parsed,2#0,,ISI,2#0ISI,,Intermediate,
20ISJ,parsed,2#0,,ISJ,2#0ISJ,,Intermediate,
20ISK,parsed,2#0,,ISK,2#0ISK,,Intermediate,
20ISL,parsed,2#0,,ISL,2#0ISL,,Intermediate,
20ISM,parsed,2#0,,ISM,2#0ISM,,Intermediate,
20ISN,parsed,2#0,,ISN,2#0ISN,,Intermediate,
20ISO,parsed,2#0,,ISO,2#0ISO,,Intermediate,
20ISP,parsed,2#0,,ISP,2#0ISP,,Intermediate,
20ISQ,parsed,2#0,,ISQ,2#0ISQ,,Intermediate,
20ISR,parsed,2#0,,ISR,2#0ISR,,Intermediate,
20ISS,parsed,2#0,,ISS,2#0ISS,,Intermediate,
20IST,parsed,2#0,,IST,2#0IST,,Intermediate,
20ISU,parsed,2#0,,ISU,2#0ISU,,Intermediate,
20ISV,parsed,2#0,,ISV,2#0ISV,,Intermediate,
20ISW,parsed,2#0,,ISW,2#0ISW,,Intermediate,
20ISX,parsed,2#0,,ISX,2#0ISX,,Intermediate,
20ISY,parsed,2#0,,ISY,2#0ISY,,Intermediate,
20ISZ,parsed,2#0,,ISZ,2#0ISZ,,Intermediate,
20ITA,parsed,2#0,,ITA,2#0ITA,,Intermediate,
20ITB,parsed,2#0,,ITB,2#0ITB,,Intermediate,
20ITC,parsed,2#0,,ITC,2#0ITC,,Intermediate,
20ITD,parsed,2#0,,ITD,2#0ITD,,Intermediate,
20ITE,parsed,2#0,,ITE,2#0ITE,,Intermediate,
20ITF,parsed,2#0,,ITF,2#0ITF,,Intermediate,
20ITG,parsed,2#0,,ITG,2#0ITG,,Intermediate,
20ITH,parsed,2#0,,ITH,2#0ITH,,Intermediate,
20ITI,parsed,2#0,,ITI,2#0ITI,,Intermediate,
20ITJ,parsed,2#0,,ITJ,2#0ITJ,,Intermediate,
20ITK,parsed,2#0,,ITK,2#0ITK,,Intermediate,
20ITL,parsed,2#0,,ITL,2#0ITL,,Intermediate,
20ITM,parsed,2#0,,ITM,2#0ITM,,Intermediate,
20ITN,parsed,2#0,,ITN,2#0ITN,,Intermediate,
20ITO,parsed,2#0,,ITO,2#0ITO,,Intermediate,
20ITP,parsed,2#0,,ITP,2#0ITP,,Intermediate,
20ITQ,parsed,2#0,,ITQ,2#0ITQ,,Intermediate,
20ITR,parsed,2#0,,ITR,2#0ITR,,Intermediate,
20ITS,parsed,2#0,,ITS,2#0ITS,,Intermediate,
20ITT,parsed,2#0,,ITT,2#0ITT,,Intermediate,
20ITU,parsed,2#0,,ITU,2#0ITU,,Intermediate,
20ITV,parsed,2#0,,ITV,2#0ITV,,Intermediate,
20ITW,parsed,2#0,,ITW,2#0ITW,,Intermediate,
20ITX,parsed,2#0,,ITX,2#0ITX,,Intermediate,
20ITY,parsed,2#0,,ITY,2#0ITY,,Intermediate,
20ITZ,parsed,2#0,,ITZ,2#0ITZ,,Intermediate,
20IUA,parsed,2#0,,IUA,2#0IUA,,Intermediate,
20IUB,parsed,2#0,,IUB,2#0IUB,,Intermediate,
20IUC,parsed,2#0,,IUC,2#0IUC,,Intermediate,
20IUE,parsed,2#0,,IUE,2#0IUE,,Intermediate,
20IUF,parsed,2#0,,IUF,2#0IUF,,Intermediate,
20IUG,parsed,2#0,,IUG,2#0IUG,,Intermediate,
20IUH,parsed,2#0,,IUH,2#0IUH,,Intermediate,
20IUI,parsed,2#0,,IUI,2#0IUI,,Intermediate,
20IUJ,parsed,2#0,,IUJ,2#0IUJ,,Intermediate,
20IUK,parsed,2#0,,IUK,2#0IUK,,Intermediate,
20IUL,parsed,2#0,,IUL,2#0IUL,,Intermediate,
20IUM,parsed,2#0,,IUM,2#0IUM,,Intermediate,
20IUN,parsed,2#0,,IUN,2#0IUN,,Intermediate,
20IUO,parsed,2#0,,IUO,2#0IUO,,Intermediate,
20IUP,parsed,2#0,,IUP,2#0IUP,,Intermediate,
20IUQ,parsed,2#0,,IUQ,2#0IUQ,,Intermediate,
20IUR,parsed,2#0,,IUR,2#0IUR,,Intermediate,
20IUS,parsed,2#0,,IUS,2#0IUS,,Intermediate,
20IUT,parsed,2#0,,IUT,2#0IUT,,Intermediate,
20IUU,parsed,2#0,,IUU,2#0IUU,,Intermediate,
20IUV,parsed,2#0,,IUV,2#0IUV,,Intermediate,
20IUW,parsed,2#0,,IUW,2#0IUW,,Intermediate,
20IUX,parsed,2#0,,IUX,2#0IUX,,Intermediate,
20IUY,parsed,2#0,,IUY,2#0IUY,,Intermediate,
20IUZ,parsed,2#0,,IUZ,2#0IUZ,,Intermediate,
20IVA,parsed,2#0,,IVA,2#0IVA,,Intermediate,
20IVB,parsed,2#0,,IVB,2#0IVB,,Intermediate,
20IVC,parsed,2#0,,IVC,2#0IVC,,Intermediate,
20IVD,parsed,2#0,,IVD,2#0IVD,,Intermediate,
20IVE,parsed,2#0,,IVE,2#0IVE,,Intermediate,
20IVF,parsed,2#0,,IVF,2#0IVF,,Intermediate,
20IVG,parsed,2#0,,IVG,2#0IVG,,Intermediate,
20IVH,parsed,2#0,,IVH,2#0IVH,,Intermediate,
20IVI,parsed,2#0,,IVI,2#0IVI,,Intermediate,
20IVJ,parsed,2#0,,IVJ,2#0IVJ,,Intermediate,
20IVK,parsed,2#0,,IVK,2#0IVK,,Intermediate,
20IVL,parsed,2#0,,IVL,2#0IVL,,Intermediate,
20IVM,parsed,2#0,,IVM,2#0IVM,,Intermediate,
20IVN,parsed,2#0,,IVN,2#0IVN,,Intermediate,
20IVO,parsed,2#0,,IVO,2#0IVO,,Intermediate,
20IVP,parsed,2#0,,IVP,2#0IVP,,Intermediate,
20IVQ,parsed,2#0,,IVQ,2#0IVQ,,Intermediate,
20IVR,parsed,2#0,,IVR,2#0IVR,,Intermediate,
20IVS,parsed,2#0,,IVS,2#0IVS,,Intermediate,
20IVT,parsed,2#0,,IVT,2#0IVT,,Intermediate,
20IVU,parsed,2#0,,IVU,2#0IVU,,Intermediate,
20IVV,parsed,2#0,,IVV,2#0IVV,,Intermediate,
20IVW,parsed,2#0,,IVW,2#0IVW,,Intermediate,
20IVX,parsed,2#0,,IVX,2#0IVX,,Intermediate,
20IVY,parsed,2#0,,IVY,2#0IVY,,Intermediate,
20IVZ,parsed,2#0,,IVZ,2#0IVZ,,Intermediate,
20IWA,parsed,2#0,,IWA,2#0IWA,,Intermediate,
20IWB,parsed,2#0,,IWB,2#0IWB,,Intermediate,
20IWC,parsed,2#0,,IWC,2#0IWC,,Intermediate,
20IWD,parsed,2#0,,IWD,2#0IWD,,Intermediate,
20IWE,parsed,2#0,,IWE,2#0IWE,,Intermediate,
20IWF,parsed,2#0,,IWF,2#0IWF,,Intermediate,
20IWG,parsed,2#0,,IWG,2#0IWG,,Intermediate,
20IWH,parsed,2#0,,IWH,2#0IWH,,Intermediate,
20IWI,parsed,2#0,,IWI,2#0IWI,,Intermediate,
20IWJ,parsed,2#0,,IWJ,2#0IWJ,,Intermediate,
20IWK,parsed,2#0,,IWK,2#0IWK,,Intermediate,
20IWL,parsed,2#0,,IWL,2#0IWL,,Intermediate,
20IWM,parsed,2#0,,IWM,2#0IWM,,Intermediate,
